DateUTC,AL,AT,BA,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GE,GR,HR,HU,IE,IT,LT,LU,LV,MD,ME,MK,NL,NO,PL,PT,RO,RS,SE,SI,SK,XK
2023-01-01 00:00:00,0.7867488294743306,5280.8,826.36,7082.92,3715.14,7373.01,5298.83,37935.2625,3388.95,776.5,19251.0,8809.4,45709.0,,1527.66,3987.0,1521.25,3807.605,3303.715,19857.0,978.87,379.015,546.0,449.0,333.15,838.0,9768.5325,16546.67,12508.71,4542.1,4814.5,3867.0,13595.0,945.06,2201.0,997.03
2023-01-01 01:00:00,0.6743561395494262,5143.0,803.53,6820.1925,3563.29,7464.26,5203.81,37103.11,3342.47,757.0,18104.0,8631.8,44640.0,,1495.33,3776.0,1437.5,3585.595,3167.21,18810.0,947.68,367.0675,523.0,425.0,308.17,765.0,9553.945,16522.07,11845.2,4397.2,4663.75,3699.0,13802.0,912.84,2211.0,950.99
2023-01-01 02:00:00,0.6059431978560061,4958.7,825.69,6588.475,3477.78,6896.76,5051.55,36139.2725,3192.26,743.7,17090.0,8587.3,41533.0,,1480.87,3632.0,1362.0,3441.8325,3007.45,17892.0,937.41,358.4375,518.0,411.0,280.48,702.0,9296.33,16442.2,11462.4,4146.6,4566.75,3447.0,13819.0,883.43,2164.0,841.79
2023-01-01 03:00:00,0.5815100043940704,4905.4,909.3,6430.72,3432.44,7145.96,4980.12,35711.445,3106.97,737.6,16531.0,8627.7,39248.0,,1498.31,3621.0,1324.75,3384.61,2908.805,17407.0,933.6,353.5325,514.0,405.0,268.46,664.0,9135.8125,16406.04,11454.2,3955.7,4520.75,3253.0,13890.0,856.81,2152.0,758.76
2023-01-01 04:00:00,0.5912832817788447,5025.8,815.14,6464.385,3443.06,7148.45,4952.0,35854.04,3073.45,749.4,16180.0,8825.4,38389.0,,1509.83,3684.0,1320.5,3416.9425,2840.69,17455.0,961.83,354.7225,534.0,412.0,264.49,655.0,9080.45,16614.37,11560.6,3801.3,4484.25,3147.0,13441.0,869.42,2166.0,709.17
2023-01-01 05:00:00,0.6450363073951033,5163.4,849.24,6634.065,3514.57,7148.89,4973.02,35397.6475,3088.42,763.5,16229.0,8868.3,38596.0,,1556.38,3796.0,1358.75,3516.645,2795.895,18089.0,981.96,353.7075,548.0,410.0,258.32,660.0,9176.2475,16468.83,11651.36,3693.4,4430.25,3117.0,13488.0,913.32,2217.0,703.18
2023-01-01 06:00:00,0.7623156360123948,5439.5,845.93,6715.9325,3646.95,7165.62,4986.27,36336.57,3117.77,782.7,16512.0,9056.4,39026.0,,1627.28,3916.0,1346.25,3532.485,2837.53,18419.0,981.99,360.405,554.0,431.0,268.67,659.0,9417.83,16539.25,11707.08,3687.2,4388.75,3108.0,13904.0,966.23,2248.0,676.84
2023-01-01 07:00:00,0.9186880741687835,5696.1,988.66,6827.96,3674.68,7154.78,5091.37,36986.1275,3295.17,797.2,16511.0,9156.9,39316.0,,1712.31,4319.0,1433.25,3534.175,2888.1,18967.0,999.68,363.9025,567.0,460.0,304.42,710.0,9719.5525,16710.39,11897.46,3638.7,4376.25,3270.0,14255.0,966.41,2264.0,701.71
2023-01-01 08:00:00,1.0164208480165264,5847.1,1025.01,7008.1,3618.76,6961.26,5412.34,39389.84,3498.47,841.1,16890.0,9296.0,39420.0,,1737.32,4669.0,1574.5,3573.4975,2941.28,20504.0,1046.18,372.4025,602.0,476.0,340.49,784.0,10049.9525,16906.26,12449.15,3637.6,4303.25,3455.0,14338.0,1035.57,2427.0,785.5
2023-01-01 09:00:00,1.0457406801708493,5884.5,1024.88,7342.4425,3502.04,6956.48,5696.34,41170.715,3683.5,885.4,18153.0,9449.5,40922.0,,1732.01,4946.0,1705.5,3592.495,3065.515,21519.0,1073.07,392.64,632.0,491.0,366.25,859.0,10083.84,17374.52,13041.71,3979.0,4224.75,3583.0,14623.0,1025.4,2463.0,880.47
2023-01-01 10:00:00,1.0213074867089136,5891.2,1063.69,7941.815,3381.52,6952.93,5847.79,43849.105,3756.29,905.9,19232.0,9499.2,42797.0,,1716.19,4986.0,1772.25,3627.3925,3285.7,22795.0,1106.39,419.165,651.0,496.0,372.65,903.0,10059.7175,17880.6,13588.39,4493.4,4275.25,3618.0,14895.0,1012.63,2590.0,943.81
2023-01-01 11:00:00,0.9968742932469778,5767.5,1037.0,7889.0325,3257.35,6941.52,5882.44,44331.7875,3816.13,914.7,19745.0,9527.7,44484.0,,1688.5,4704.0,1754.5,3690.8875,3522.725,23187.0,1124.16,429.895,656.0,489.0,361.79,929.0,10393.025,17855.74,14026.55,5031.8,4316.25,3606.0,15275.0,1001.4,2557.0,963.91
2023-01-01 12:00:00,0.9724410997850421,5657.8,1206.66,7599.21,3269.17,6948.93,5921.61,43747.3375,3866.21,911.8,20358.0,9550.6,43762.0,,1668.57,4216.0,1659.75,3709.4725,3739.06,22455.0,1145.21,425.07,659.0,486.0,347.66,930.0,10476.195,17965.99,14417.11,5340.7,4357.0,3534.0,15431.0,986.42,2460.0,934.53
2023-01-01 13:00:00,0.9626678224002678,5690.1,970.37,7704.0975,3448.29,6951.72,5947.78,43396.925,3865.72,928.1,20532.0,9746.3,43288.0,,1734.92,4167.0,1589.0,3892.7825,3868.04,21605.0,1164.54,413.515,671.0,492.0,335.1,925.0,11034.3625,18092.63,14699.2,5169.3,4467.0,3460.0,15729.0,989.35,2451.0,903.68
2023-01-01 14:00:00,0.9822143771698164,5902.3,1013.13,7470.8,3809.13,6948.95,6039.85,43768.265,3780.59,985.3,19693.0,10126.0,42631.0,,1862.58,4219.0,1581.5,4135.495,3832.695,21812.0,1229.07,410.8325,716.0,526.0,329.15,938.0,11403.7475,18831.74,15122.85,4964.1,4736.75,3464.0,16421.0,1036.79,2379.0,909.85
2023-01-01 15:00:00,1.0848337897099465,6297.0,1122.0,7759.7075,4296.73,6966.14,6285.5,45675.2025,4002.83,988.6,19500.0,10055.0,41847.0,,1881.79,4512.0,1698.25,4478.4275,3795.39,22483.0,1266.61,419.3425,730.0,592.0,368.52,980.0,11795.3225,19373.89,16191.01,4930.8,5290.25,3740.0,17173.0,1103.42,2596.0,1003.99
2023-01-01 16:00:00,1.2069997570196251,6690.4,1242.62,8160.53,4609.15,6696.19,6383.52,48700.4225,4263.31,983.6,20269.0,10118.0,44347.0,,1870.94,4969.0,1859.0,4572.5475,3852.835,24927.0,1262.84,444.94,732.0,598.0,405.45,996.0,12609.35,19463.63,16481.66,4966.4,5443.25,3914.0,17502.0,1171.2,2648.0,1063.99
2023-01-01 17:00:00,1.2069997570196251,6758.4,1209.85,8339.73,4591.08,7675.24,6445.0,48687.5075,4111.89,958.7,22544.0,10122.0,47133.0,,1860.3,5079.0,1884.5,4565.6125,4116.995,25770.0,1250.6,455.1475,721.0,588.0,409.6,977.0,12622.3475,19259.68,16577.46,5257.3,5445.75,3896.0,17565.0,1188.25,2663.0,1055.79
2023-01-01 18:00:00,1.1874532022500766,6556.8,1147.11,8145.965,4491.78,7459.96,6354.4,47391.205,3840.21,933.4,23594.0,9984.3,47936.0,,1826.85,5064.0,1908.0,4575.05,4072.005,26367.0,1219.35,452.3575,707.0,574.0,410.79,955.0,12348.13,19122.3,16506.95,5580.2,5396.79,3899.0,17047.0,1180.33,2655.0,1040.87
2023-01-01 19:00:00,1.1483600927109794,6215.5,1150.68,8012.4125,4372.63,7151.05,6249.99,44877.565,3687.48,905.5,24416.0,9723.8,46633.0,,1753.48,4992.0,1914.0,4500.0225,3931.215,25863.0,1178.6,437.5975,683.0,551.0,408.01,934.0,12026.2925,18692.78,16161.31,5727.5,5240.5,3883.0,16587.0,1166.23,2656.0,1013.03
2023-01-01 20:00:00,1.0750605123251722,5876.8,1092.27,7776.5475,4305.06,7408.21,5912.97,43235.985,3506.6,860.2,24588.0,10051.0,44972.0,,1661.87,4719.0,1928.5,4336.205,3789.815,24617.0,1105.54,420.7075,634.0,514.0,397.58,922.0,11548.7375,18752.14,15468.24,5709.4,5045.0,3806.0,16145.0,1113.53,2522.0,995.42
2023-01-01 21:00:00,0.9724410997850421,5856.4,1049.71,7756.8775,4108.65,7497.34,5804.24,42344.9725,3353.75,821.5,23403.0,9989.6,45049.0,,1574.0,4468.0,1827.75,4122.715,3659.67,22944.0,1021.82,421.145,585.0,472.0,383.41,927.0,10981.5125,18575.64,14698.23,5515.0,4796.75,3805.0,15869.0,1034.59,2380.0,1054.2
2023-01-01 22:00:00,0.8307285777058149,5479.2,494.31,7566.1175,3864.54,6775.05,5536.9,39160.855,3228.9,791.3,21497.0,9696.3,45320.0,,1507.88,4121.0,1648.75,3886.6825,3494.39,20791.0,972.46,398.33,543.0,433.0,341.24,905.0,10403.775,18078.37,13749.24,5214.1,4606.25,3858.0,15143.0,965.76,2263.0,794.9
2023-01-01 23:00:00,0.7183358877809105,5231.4,778.14,7184.39,3674.37,6905.48,5268.06,36946.4375,3055.49,771.1,19932.0,9393.8,43273.0,,1480.12,3808.0,1489.5,3650.475,3412.28,19198.0,931.69,369.3975,516.0,407.0,317.87,845.0,10044.4575,17933.71,13061.35,4742.5,4444.25,3874.0,14697.0,904.74,2196.0,1069.43
2023-01-02 00:00:00,0.6254897526255547,4995.0,790.29,6680.23,3571.7,7264.91,5252.41,35604.36,2992.17,762.4,18538.0,9195.4,41934.0,,1468.42,3733.0,1365.5,3515.4625,3278.145,17966.0,907.81,355.4725,505.0,395.0,283.97,756.0,9491.27,17876.23,12670.1,4351.3,4343.75,3654.0,14783.0,867.68,2090.0,975.66
2023-01-02 01:00:00,0.566850088316909,4952.9,960.36,6222.46,3529.88,7265.86,5128.73,35473.2825,2983.91,759.9,17653.0,9233.8,41269.0,,1454.32,3635.0,1296.5,3352.815,3100.755,17290.0,899.21,347.3275,494.0,390.0,262.95,686.0,9172.975,17699.22,12463.01,4022.4,4299.5,3423.0,14677.0,836.43,2089.0,871.52
2023-01-02 02:00:00,0.5375302561625861,4921.4,913.59,6200.1575,3530.47,7266.41,5016.74,36247.7025,2982.94,765.6,17227.0,9306.1,39070.0,,1454.59,3589.0,1271.5,3301.845,2979.64,17003.0,920.46,346.5125,505.0,390.0,254.66,640.0,9180.0725,17536.65,12498.0,3839.0,4312.25,3205.0,14495.0,841.85,2083.0,800.9
2023-01-02 03:00:00,0.5375302561625861,5081.2,744.88,6310.9625,3610.4,7266.32,5191.23,37984.555,3010.94,790.5,17209.0,9568.3,38453.0,,1496.07,3659.0,1298.5,3423.7,2908.955,17296.0,965.29,358.225,536.0,405.0,253.66,629.0,9327.485,17541.22,12940.94,3757.6,4387.75,3118.0,14784.0,862.97,2208.0,764.76
2023-01-02 04:00:00,0.5717367270092961,5646.5,1063.83,6712.66,3747.4,7264.08,5764.91,41087.6125,3234.23,874.9,17828.0,10235.0,40294.0,,1521.41,3947.0,1420.5,3745.625,2874.46,18763.0,1132.08,390.45,615.0,435.0,254.07,642.0,9742.4675,17874.48,14033.35,3741.8,4516.5,3140.0,15267.0,900.31,2351.0,756.67
2023-01-02 05:00:00,0.6548095847798776,6478.0,955.4,7497.9425,3983.0,7263.32,6775.55,47239.0375,3684.11,972.0,20015.0,10710.0,43926.0,,1611.9,4376.0,1674.0,4281.025,2885.23,22130.0,1299.79,444.1975,713.0,482.0,263.62,659.0,10707.02,18991.83,17060.16,3866.7,4680.75,3238.0,16163.0,932.06,2657.0,785.22
2023-01-02 06:00:00,0.8160686616286534,7252.5,1052.32,7873.97,4376.19,7325.54,7399.61,52321.71,4192.39,1066.8,22493.0,11039.0,47341.0,,1734.17,4861.0,1832.5,4610.05,2976.545,25693.0,1427.56,499.3175,799.0,570.0,286.32,650.0,11863.75,20390.75,19173.66,4224.2,4926.75,3370.0,17608.0,1009.64,2858.0,813.31
2023-01-02 07:00:00,1.001760931939365,7727.3,1240.79,8595.195,4627.03,7318.06,7693.03,56232.075,4454.28,1129.4,24364.0,11101.0,49840.0,,1793.6,5265.0,1974.25,4782.125,3120.735,28869.0,1471.81,537.5225,835.0,632.0,330.29,703.0,12917.6175,20524.64,20275.26,4745.8,5111.25,3625.0,18126.0,1095.5,3038.0,874.4
2023-01-02 08:00:00,1.0897204284023336,7975.5,1364.44,8962.555,4621.34,7461.16,7918.5,57441.165,4561.64,1146.3,25797.0,10923.0,51363.0,,1805.68,5457.0,2053.5,4850.345,3248.375,30962.0,1498.29,556.59,867.0,658.0,371.45,776.0,13512.6175,20581.55,20898.73,5507.2,5185.0,3835.0,18348.0,1147.68,3164.0,975.59
2023-01-02 09:00:00,1.0799471510175593,7983.7,1480.02,9278.6875,4490.15,7525.08,7999.95,59007.3175,4672.54,1153.6,26894.0,10617.0,52707.0,,1777.57,5503.0,2052.75,4887.3225,3428.295,31208.0,1531.03,574.0575,874.0,662.0,392.86,838.0,13560.8875,20615.23,20931.36,6140.1,5158.5,3901.0,18434.0,1147.57,3155.0,1041.31
2023-01-02 10:00:00,1.0310807640936879,7956.3,1333.52,9584.5725,4356.0,7387.44,8061.76,60422.8925,4717.2,1156.3,27160.0,10837.0,53699.0,,1755.77,5504.0,2054.75,4973.3625,3661.39,31206.0,1535.43,598.53,870.0,652.0,399.44,859.0,13445.0225,20762.52,20994.69,6318.9,5088.75,3872.0,18415.0,1165.24,3285.0,1064.26
2023-01-02 11:00:00,1.0164208480165264,7781.7,1309.68,9603.11,4185.35,7352.54,8113.35,61395.255,4650.87,1160.5,27244.0,10847.0,54244.0,,1734.73,5488.0,2028.75,5008.6275,3778.79,30554.0,1566.28,603.1225,891.0,635.0,384.4,865.0,13218.445,20674.53,21083.68,6400.3,5044.0,3818.0,18854.0,1149.5,3277.0,1047.43
2023-01-02 12:00:00,1.0115342093241393,7660.4,1337.67,9414.015,4091.83,7405.1,8142.54,60430.5475,4653.87,1157.8,27648.0,10872.0,52905.0,,1727.6,5325.0,1992.0,4977.6175,3840.65,30210.0,1557.23,590.4425,895.0,625.0,373.8,867.0,13469.96,20531.7,21114.68,6346.2,5025.25,3762.0,18827.0,1132.77,3256.0,1009.66
2023-01-02 13:00:00,1.0164208480165264,7620.4,1156.81,9355.1775,4154.98,7384.33,8011.27,59183.935,4593.98,1174.9,27618.0,11022.0,52608.0,,1772.7,5240.0,1940.0,5041.26,3869.36,30573.0,1552.76,574.965,895.0,627.0,373.34,874.0,13668.3125,20487.07,20818.25,6267.0,5143.0,3663.0,18905.0,1116.39,3182.0,974.16
2023-01-02 14:00:00,1.0506273188632365,7728.9,1197.21,9317.415,4462.67,7353.95,8040.96,59007.3375,4541.06,1198.6,26977.0,11115.0,51721.0,,1901.13,5253.0,1919.25,5219.1625,3833.11,30719.0,1574.63,563.565,927.0,647.0,375.3,902.0,13783.195,20647.96,21139.46,6365.9,5392.5,3684.0,19178.0,1151.81,3090.0,987.76
2023-01-02 15:00:00,1.1581333700957537,7968.5,1239.03,9382.6475,5018.5,7322.33,8157.84,59709.32,4693.77,1179.2,26800.0,11194.0,51130.0,,1917.8,5614.0,2038.5,5443.3725,3845.965,31317.0,1572.69,563.1275,915.0,702.0,388.37,951.0,14261.615,20705.31,22016.21,6347.2,5927.75,3936.0,19256.0,1225.37,3262.0,1079.48
2023-01-02 16:00:00,1.270526060020658,8217.2,1177.52,9953.96,5298.67,7613.0,8143.71,60864.075,4952.03,1122.8,26899.0,11115.0,53900.0,,1912.89,6131.0,2188.0,5453.5325,4050.965,33063.0,1539.82,593.82,891.0,698.0,414.97,968.0,15241.985,20474.1,22085.58,6435.4,6057.25,4098.0,19194.0,1298.02,3235.0,1128.85
2023-01-02 17:00:00,1.2802993374054323,8077.4,1117.81,10058.57,5249.14,7910.33,8043.03,60402.06,4679.76,1084.7,28084.0,11085.0,57466.0,,1898.64,6181.0,2176.75,5379.945,4493.81,33043.0,1491.44,600.315,855.0,673.0,415.85,950.0,14789.12,20355.54,21804.4,6751.2,6009.5,4086.0,18906.0,1336.39,3197.0,1113.65
2023-01-02 18:00:00,1.265639421328271,7676.8,1028.04,9643.87,5094.55,7481.65,8015.57,59401.1275,4409.69,1056.0,28691.0,10896.0,58044.0,,1856.44,6130.0,2177.0,5325.0625,4545.58,33006.0,1406.97,584.71,823.0,648.0,419.94,927.0,14212.8275,20079.05,21579.48,7220.6,5914.0,4064.0,18100.0,1350.41,3157.0,1118.83
2023-01-02 19:00:00,1.236319589173948,7135.1,1051.21,9168.2675,4898.7,7246.72,7682.65,55981.93,4117.82,1011.6,29394.0,10654.0,54791.0,,1782.19,5879.0,2127.0,5164.0325,4375.495,31363.0,1346.05,543.73,773.0,616.0,420.42,906.0,13568.9025,19884.5,21132.61,7462.5,5669.0,4027.0,17590.0,1301.07,3082.0,1103.46
2023-01-02 20:00:00,1.1532467314033665,6632.5,1045.81,8693.4675,4705.78,7569.52,7281.17,53134.3825,3896.17,944.8,28977.0,10742.0,51752.0,,1672.57,5492.0,2111.5,5028.265,4189.115,28981.0,1235.62,504.3725,707.0,564.0,404.38,901.0,12901.905,19737.99,19844.13,7351.6,5326.0,3917.0,16984.0,1221.37,2895.0,1097.53
2023-01-02 21:00:00,1.0115342093241393,6520.2,1168.11,8736.0875,4359.78,7098.59,6850.03,50180.56,3706.03,888.0,26833.0,10594.0,51817.0,,1583.95,5093.0,1960.25,4844.4275,4011.135,26236.0,1139.64,491.1925,642.0,505.0,381.39,1031.0,12091.8125,19346.72,18407.21,6948.0,5008.25,3949.0,16325.0,1127.72,2726.0,1127.9
2023-01-02 22:00:00,0.8551617711677506,6085.2,1095.46,8608.2225,4029.69,7304.47,6347.79,47103.965,3521.05,876.3,24393.0,10209.0,52074.0,,1515.41,4640.0,1767.5,4605.375,3711.66,23645.0,1056.91,461.53,581.0,456.0,369.73,1035.0,11372.4775,18945.48,17091.94,6417.8,4770.0,3985.0,16252.0,1041.86,2610.0,1149.17
2023-01-02 23:00:00,0.7525423586276205,5788.2,902.94,8108.44,3817.21,7279.24,6023.58,44238.94,3461.2,853.9,22789.0,9888.6,49787.0,,1481.29,4291.0,1573.5,4296.2925,3561.305,21133.0,1018.57,427.795,552.0,427.0,340.23,938.0,10819.1275,18475.76,16199.34,5835.0,4599.25,3977.0,15914.0,993.03,2469.0,1116.68
2023-01-03 00:00:00,0.669469500857039,5515.7,869.18,7749.48,3710.04,7370.05,6012.34,42404.2275,3477.79,830.8,21188.0,9711.6,48484.0,,1457.22,4171.0,1429.25,4068.4775,3364.915,19827.0,1000.02,406.585,536.0,407.0,302.75,823.0,10405.53,17834.52,15568.14,5321.9,4488.25,3737.0,15388.0,935.79,2368.0,996.67
2023-01-03 01:00:00,0.635263030010329,5390.6,825.29,7424.8925,3674.32,7370.26,5939.56,41866.34,3445.56,825.8,20142.0,9637.3,48031.0,,1462.9,4054.0,1355.75,3861.405,3146.18,19025.0,993.92,396.8525,523.0,400.0,270.83,730.0,10131.115,17652.35,15259.93,4952.8,4470.75,3431.0,15230.0,910.43,2369.0,883.66
2023-01-03 02:00:00,0.6157164752407804,5246.9,798.94,7332.4375,3736.66,7329.81,5858.61,41850.4125,3399.65,827.0,19668.0,9717.8,45924.0,,1481.22,3962.0,1332.5,3782.2075,2982.495,18755.0,1001.85,397.1575,530.0,404.0,253.06,678.0,9995.8975,17582.24,15292.7,4722.4,4516.25,3249.0,15189.0,914.4,2336.0,814.01
2023-01-03 03:00:00,0.6157164752407804,5342.0,789.96,7359.9325,3914.35,7328.95,6043.53,43469.69,3434.68,845.3,19563.0,9879.3,45101.0,,1547.69,4059.0,1351.0,3889.9825,2890.51,19029.0,1063.55,405.115,564.0,425.0,242.82,671.0,10045.6125,17741.83,15724.85,4632.0,4699.5,3173.0,15487.0,970.17,2428.0,780.15
2023-01-03 04:00:00,0.6645828621646519,5921.9,827.05,7689.09,4392.19,7369.61,6611.17,45865.245,3519.48,930.8,20217.0,10501.0,47529.0,,1632.01,4485.0,1461.75,4186.335,2839.785,20370.0,1228.15,432.69,654.0,482.0,248.35,694.0,10357.79,18087.01,16607.45,4613.8,5184.75,3222.0,16115.0,1114.39,2566.0,774.17
2023-01-03 05:00:00,0.7818621907819434,6690.9,974.4,8431.125,4925.75,6805.52,7737.68,50697.325,3920.98,1025.9,22758.0,10862.0,52575.0,,1766.29,5004.0,1723.25,4713.895,2873.75,23651.0,1391.57,482.1325,766.0,551.0,260.69,743.0,11190.8575,19145.67,19030.61,4715.8,5814.75,3345.0,17264.0,1388.79,2853.0,810.02
2023-01-03 06:00:00,0.9773277384774293,7445.4,1126.9,9113.085,5371.21,7774.41,8267.63,55683.1725,4434.8,1112.0,25882.0,11111.0,57717.0,,1878.31,5559.0,1890.75,5010.225,3077.49,27448.0,1512.93,540.2125,866.0,650.0,290.19,778.0,12420.705,20350.47,20891.19,5152.0,6304.0,3505.0,18274.0,1575.76,3003.0,851.48
2023-01-03 07:00:00,1.1727932861729151,7887.5,1343.55,9846.1925,5504.3,7485.64,8395.95,58166.5675,4681.89,1138.3,27877.0,11076.0,60312.0,,1938.01,6018.0,2019.0,5147.3325,3438.985,31105.0,1559.48,583.3675,905.0,702.0,344.85,860.0,13643.6225,20567.92,21600.19,5948.2,6524.0,3789.0,18802.0,1627.17,3158.0,955.76
2023-01-03 08:00:00,1.2460928665587223,8119.0,1429.73,10105.2175,5315.28,7534.96,8544.22,59148.6975,4650.61,1144.4,29565.0,11047.0,60696.0,,1940.24,6159.0,2069.5,5269.1725,3796.54,33069.0,1586.33,599.36,934.0,710.0,374.44,914.0,14117.5,20806.09,22186.51,6789.4,6548.75,3992.0,19102.0,1636.72,3284.0,1043.77
2023-01-03 09:00:00,1.236319589173948,8255.9,1441.96,10359.8175,5141.36,7749.35,8569.04,59864.5175,4692.89,1165.3,29646.0,11133.0,60684.0,,1905.37,6173.0,2077.5,5323.405,4074.16,33030.0,1588.16,615.805,944.0,700.0,385.99,941.0,14119.7,20791.82,22166.8,7093.4,6452.5,4027.0,19455.0,1640.15,3257.0,1102.21
2023-01-03 10:00:00,1.2118863957120123,8422.5,1391.38,10470.4075,4910.83,7891.59,8542.93,60751.52,4543.64,1163.9,29286.0,11158.0,60686.0,,1881.21,6163.0,2098.5,5366.5175,4250.39,32519.0,1603.46,630.305,926.0,681.0,380.3,940.0,14059.4275,20391.6,22221.78,7093.2,6406.5,4025.0,19517.0,1706.52,3365.0,1092.36
2023-01-03 11:00:00,1.1972264796348508,8353.2,1354.57,10252.895,4794.12,7834.82,8599.58,60446.6325,4537.71,1169.8,28899.0,11117.0,59777.0,,1856.68,6123.0,2093.75,5421.055,4361.655,31746.0,1609.34,628.5675,938.0,672.0,366.14,943.0,13945.945,20478.48,22251.58,7096.3,6374.0,4011.0,19432.0,1732.83,3352.0,1053.13
2023-01-03 12:00:00,1.2167730344043994,8201.9,1410.16,10181.8375,4729.91,7614.2,8623.69,58894.1775,4543.18,1158.9,28828.0,11117.0,57878.0,,1856.91,5895.0,2058.5,5410.1425,4462.305,31409.0,1605.62,609.885,943.0,663.0,343.11,940.0,13741.2225,20512.53,22225.9,6931.8,6366.75,3912.0,19684.0,1693.76,3313.0,1009.72
2023-01-03 13:00:00,1.2118863957120123,8060.8,1393.78,10036.705,4774.5,7468.49,8433.69,58129.32,4517.66,1163.1,28319.0,11180.0,57602.0,,1896.44,5837.0,2021.5,5450.4675,4454.43,32038.0,1576.81,592.995,941.0,668.0,345.41,944.0,13530.9675,20609.91,22031.46,6803.3,6377.25,3879.0,20295.0,1667.69,3250.0,962.46
2023-01-03 14:00:00,1.2558661439434966,8084.3,1398.2,10032.77,4951.28,7858.31,8465.73,57770.595,4501.52,1187.0,27664.0,11320.0,56649.0,,2011.98,5793.0,1994.75,5528.3375,4409.36,32353.0,1604.91,579.8725,962.0,689.0,355.72,964.0,13847.91,20741.64,22237.66,6903.8,6550.75,3905.0,20618.0,1638.05,3211.0,974.75
2023-01-03 15:00:00,1.334052363021691,8179.4,1480.15,10241.7775,5322.3,7738.36,8569.07,59056.18,4714.33,1176.8,27729.0,11323.0,55887.0,,2011.27,6161.0,2104.0,5686.1225,4371.915,32982.0,1622.83,586.2175,954.0,730.0,389.89,1011.0,14476.7625,20975.49,23150.1,6905.2,7037.25,4201.0,21119.0,1654.08,3354.0,1069.05
2023-01-03 16:00:00,1.4513316916389825,8303.9,1529.65,10847.0175,5611.04,8033.15,8557.86,61637.1175,5023.9,1160.9,28537.0,11286.0,58232.0,,1992.56,6630.0,2238.25,5629.09,4535.42,34869.0,1591.54,621.5425,931.0,717.0,418.03,1025.0,15445.39,20981.71,23203.08,7013.5,7108.5,4341.0,21184.0,1671.28,3313.0,1128.51
2023-01-03 17:00:00,1.4513316916389825,8135.7,1497.44,10848.0425,5594.46,7927.39,8471.92,61314.4,4844.25,1120.0,30216.0,11203.0,61700.0,,1977.82,6712.0,2225.5,5550.815,4835.165,34839.0,1546.84,629.8075,896.0,694.0,421.64,998.0,14935.3975,20681.87,22975.16,7341.1,6986.25,4348.0,20797.0,1672.6,3279.0,1120.19
2023-01-03 18:00:00,1.4268984981770467,7736.0,1461.27,10429.4,5406.1,7679.16,8409.55,59620.075,4648.99,1088.1,31099.0,10982.0,61966.0,,1915.84,6610.0,2224.5,5496.7425,4783.75,34600.0,1500.72,605.04,868.0,665.0,420.07,973.0,14308.475,20471.56,22792.25,7809.7,6853.75,4331.0,20221.0,1642.5,3244.0,1151.52
2023-01-03 19:00:00,1.3975786660227238,7191.9,1414.25,9860.965,5167.64,7752.22,8104.91,56568.8875,4323.8,1047.3,31527.0,10597.0,58433.0,,1818.79,6255.0,2179.75,5328.3625,4558.215,32500.0,1416.21,564.4,817.0,626.0,422.67,945.0,13632.4775,20255.96,22088.79,8115.1,6550.5,4278.0,19423.0,1606.71,3146.0,1143.39
2023-01-03 20:00:00,1.2851859760978195,6654.7,1323.14,9363.4825,4929.16,7252.69,7648.15,53652.02,4099.3,1007.6,31055.0,10769.0,55249.0,,1703.46,5800.0,2135.25,5155.6025,4327.685,29933.0,1311.8,527.7425,748.0,566.0,419.41,928.0,12914.895,20028.96,20808.94,8016.9,6032.25,4198.0,18905.0,1473.18,2962.0,1151.54
2023-01-03 21:00:00,1.1190402605566565,6547.7,1229.87,9385.4075,4597.87,7763.14,7283.86,51449.895,3877.57,922.2,28496.0,10620.0,54963.0,,1603.1,5344.0,1994.25,4939.875,4078.245,26951.0,1207.42,514.575,681.0,503.0,400.41,1065.0,12125.4675,19651.37,19307.16,7555.3,5647.75,4175.0,18316.0,1364.24,2782.0,1224.26
2023-01-03 22:00:00,0.9480079063231064,6067.2,1109.53,9126.8425,4255.59,7352.97,6893.72,48324.59,3746.62,875.5,25861.0,10217.0,54968.0,,1533.4,4821.0,1785.25,4710.165,3742.865,24108.0,1135.94,483.0175,617.0,450.0,378.26,1064.0,11481.5325,19016.15,17997.96,6973.4,5383.5,4173.0,17617.0,1252.12,2658.0,1212.61
2023-01-03 23:00:00,0.8160686616286534,5731.4,952.95,8543.405,4052.43,7752.6,6612.09,46228.245,3635.08,851.9,23893.0,9928.3,52487.0,,1501.57,4412.0,1584.0,4397.2475,3577.08,21516.0,1095.82,458.84,590.0,415.0,337.52,961.0,10984.415,18521.69,16934.73,6262.8,5194.5,4094.0,17265.0,1179.02,2546.0,1133.79
2023-01-04 00:00:00,0.6939026943189748,5529.7,856.37,7998.52,3934.81,6710.17,6653.56,44824.835,3587.09,842.6,22194.0,9749.8,51112.0,,1477.08,4308.0,1450.75,4166.6075,3433.745,19957.0,1072.84,437.2525,572.0,403.0,297.2,846.0,10559.99,18281.79,16426.33,5631.4,5096.5,3834.0,17089.0,1132.23,2445.0,992.83
