Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
166.0,116.0,69.0,41.0,0.0,0.0,0.0,0.0,0.0,436.0,436.0,0.0,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,81.0,107.0,0.0,331.0,0.0,48.0,0.0,346.0,491.0,497.0,1033.0,1037.0,64.0,98.0,357.0,303.0
174.0,117.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,436.0,0.0,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,109.0,142.0,0.0,300.0,0.0,0.0,0.0,411.0,491.0,497.0,1033.0,1037.0,78.0,84.0,357.0,301.0
231.0,135.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,436.0,0.0,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,112.0,123.0,0.0,314.0,0.0,0.0,0.0,417.0,491.0,497.0,1033.0,1037.0,67.0,101.0,354.0,284.0
146.0,109.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,436.0,0.0,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,129.0,163.0,0.0,318.0,0.0,0.0,0.0,416.0,491.0,497.0,1033.0,1037.0,88.0,129.0,353.0,205.0
134.0,105.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,436.0,0.0,1044.0,0.0,0.0,0.0,0.0,21.0,0.0,94.0,1.0,144.0,191.0,0.0,355.0,0.0,0.0,0.0,411.0,491.0,497.0,1033.0,1037.0,101.0,145.0,353.0,220.0
134.0,104.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,436.0,0.0,1045.0,0.0,0.0,0.0,47.0,70.0,32.0,94.0,147.0,151.0,192.0,0.0,354.0,0.0,0.0,0.0,411.0,491.0,498.0,1032.0,1036.0,109.0,142.0,352.0,233.0
144.0,107.0,145.0,0.0,0.0,39.0,2.0,0.0,0.0,436.0,436.0,0.0,1045.0,0.0,0.0,0.0,105.0,105.0,124.0,96.0,374.0,152.0,203.0,0.0,355.0,0.0,116.0,0.0,412.0,491.0,499.0,1032.0,1036.0,125.0,151.0,351.0,260.0
200.0,124.0,133.0,0.0,116.0,122.0,181.0,0.0,0.0,436.0,437.0,0.0,1044.0,0.0,0.0,0.0,101.0,100.0,123.0,99.0,386.0,150.0,195.0,60.0,363.0,0.0,343.0,0.0,413.0,492.0,498.0,1033.0,1036.0,119.0,148.0,347.0,297.0
