Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,ESCH-SUR-ALZETTE STEG,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
182.0,119.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,0.0,1031.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,80.0,223.0,0.0,0.0,42.0,0.0,0.0,209.0,0.0,0.0,318.0,483.0,498.0,0.0,882.0,26.0,22.0,248.0,254.0
201.0,126.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,1032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,223.0,0.0,0.0,57.0,0.0,0.0,209.0,0.0,0.0,333.0,483.0,498.0,0.0,881.0,30.0,21.0,230.0,272.0
216.0,131.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,1031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,225.0,0.0,0.0,60.0,0.0,0.0,209.0,0.0,0.0,340.0,483.0,498.0,0.0,880.0,35.0,24.0,229.0,261.0
112.0,101.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,0.0,1031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,226.0,0.0,0.0,59.0,0.0,0.0,209.0,0.0,0.0,296.0,483.0,498.0,0.0,881.0,34.0,24.0,229.0,253.0
156.0,111.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,0.0,1031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,229.0,0.0,0.0,64.0,0.0,0.0,209.0,0.0,0.0,344.0,483.0,499.0,0.0,882.0,34.0,32.0,229.0,262.0
223.0,134.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,0.0,1031.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,80.0,229.0,0.0,0.0,58.0,0.0,0.0,209.0,0.0,0.0,346.0,483.0,499.0,0.0,882.0,29.0,29.0,229.0,265.0
214.0,132.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,0.0,1031.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,80.0,231.0,0.0,66.0,85.0,0.0,0.0,209.0,0.0,0.0,339.0,483.0,499.0,0.0,882.0,40.0,41.0,353.0,278.0
218.0,132.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0,0.0,1031.0,0.0,0.0,0.0,267.0,0.0,0.0,0.0,80.0,231.0,0.0,184.0,102.0,0.0,0.0,209.0,0.0,0.0,342.0,483.0,499.0,0.0,882.0,50.0,47.0,369.0,254.0
