Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,Rentel Offshore WP,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
185.0,121.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,314.0,10.0,12.0,0.0,254.0,205.0,12.0,0.0,104.0,384.0,470.0,477.0,0.0,0.0,7.0,8.0,355.0,247.0
166.0,112.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,212.0,12.0,12.0,0.0,191.0,205.0,12.0,0.0,104.0,408.0,470.0,477.0,0.0,0.0,7.0,7.0,357.0,193.0
238.0,136.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,173.0,8.0,7.0,0.0,233.0,205.0,6.0,0.0,104.0,325.0,470.0,477.0,0.0,0.0,3.0,2.0,357.0,214.0
212.0,128.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,173.0,4.0,2.0,0.0,241.0,205.0,2.0,0.0,104.0,276.0,469.0,477.0,0.0,0.0,1.0,0.0,355.0,233.0
248.0,140.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,355.0,1.0,1.0,0.0,242.0,205.0,1.0,0.0,107.0,393.0,470.0,477.0,0.0,0.0,0.0,0.0,355.0,265.0
243.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,383.0,0.0,0.0,0.0,238.0,205.0,1.0,0.0,109.0,406.0,471.0,477.0,0.0,0.0,0.0,0.0,356.0,276.0
144.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,383.0,0.0,0.0,0.0,205.0,205.0,0.0,0.0,109.0,409.0,471.0,477.0,0.0,0.0,0.0,0.0,358.0,277.0
182.0,117.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,382.0,3.0,3.0,0.0,274.0,205.0,3.0,0.0,110.0,407.0,469.0,477.0,0.0,0.0,1.0,1.0,356.0,266.0
259.0,143.0,8.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,381.0,15.0,12.0,0.0,319.0,205.0,13.0,0.0,109.0,403.0,469.0,477.0,0.0,0.0,3.0,9.0,360.0,279.0
244.0,140.0,2.0,0.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,1010.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,127.0,349.0,3.0,3.0,0.0,294.0,205.0,4.0,0.0,104.0,398.0,468.0,478.0,0.0,0.0,1.0,0.0,351.0,272.0
255.0,142.0,0.0,0.0,0.0,0.0,61.0,180.0,152.0,0.0,0.0,1009.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,127.0,319.0,0.0,1.0,0.0,326.0,205.0,1.0,0.0,100.0,379.0,467.0,477.0,0.0,0.0,0.0,0.0,340.0,272.0
