Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,ESCH-SUR-ALZETTE STEG,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0,0.0,0.0,0.0,144.0,75.0,0.0,0.0,0.0,0.0,93.0,208.0,194.0,0.0,7.0,0.0,249.0,209.0,314.0,104.0,328.0,0.0,0.0,0.0,1024.0,7.0,9.0,0.0,286.0
0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,0.0,0.0,0.0,113.0,64.0,0.0,0.0,0.0,0.0,98.0,211.0,195.0,0.0,32.0,0.0,273.0,209.0,318.0,104.0,339.0,0.0,0.0,0.0,1024.0,18.0,20.0,0.0,276.0
0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,0.0,0.0,0.0,79.0,52.0,0.0,0.0,0.0,0.0,94.0,212.0,199.0,0.0,37.0,0.0,248.0,209.0,314.0,104.0,330.0,0.0,0.0,0.0,1025.0,16.0,21.0,0.0,256.0
0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,0.0,0.0,0.0,63.0,45.0,0.0,0.0,0.0,0.0,99.0,207.0,195.0,0.0,17.0,0.0,272.0,209.0,320.0,104.0,345.0,0.0,0.0,0.0,1025.0,11.0,14.0,0.0,289.0
0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,0.0,0.0,0.0,103.0,60.0,0.0,31.0,0.0,0.0,97.0,209.0,196.0,0.0,32.0,0.0,271.0,209.0,316.0,104.0,338.0,0.0,0.0,0.0,1024.0,19.0,24.0,0.0,253.0
0.0,0.0,51.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,0.0,0.0,0.0,119.0,66.0,0.0,54.0,11.0,19.0,99.0,209.0,199.0,116.0,74.0,0.0,286.0,209.0,319.0,104.0,344.0,0.0,0.0,0.0,1025.0,41.0,52.0,0.0,289.0
0.0,0.0,73.0,96.0,0.0,0.0,132.0,0.0,102.0,0.0,433.0,0.0,0.0,0.0,141.0,74.0,0.0,88.0,83.0,89.0,97.0,208.0,201.0,346.0,95.0,0.0,292.0,209.0,316.0,111.0,338.0,0.0,0.0,0.0,1026.0,57.0,73.0,0.0,291.0
0.0,0.0,91.0,131.0,0.0,0.0,189.0,0.0,143.0,0.0,433.0,0.0,0.0,0.0,141.0,75.0,0.0,140.0,136.0,144.0,99.0,208.0,209.0,370.0,134.0,0.0,300.0,209.0,318.0,122.0,342.0,0.0,0.0,0.0,1027.0,66.0,89.0,0.0,293.0
