Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
143.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,427.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,398.0,0.0,0.0,0.0,322.0,200.0,271.0,95.0,372.0,0.0,0.0,0.0,1037.0,0.0,0.0,382.0,274.0
175.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,427.0,1011.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,86.0,0.0,0.0,228.0,1.0,0.0,0.0,329.0,201.0,291.0,95.0,258.0,0.0,0.0,0.0,1037.0,0.0,0.0,381.0,233.0
202.0,128.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,427.0,1012.0,0.0,0.0,0.0,0.0,0.0,47.0,6.0,97.0,0.0,0.0,184.0,6.0,7.0,0.0,357.0,200.0,289.0,94.0,268.0,0.0,0.0,0.0,1037.0,0.0,2.0,382.0,275.0
195.0,126.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,427.0,1011.0,0.0,0.0,0.0,0.0,24.0,47.0,29.0,97.0,0.0,0.0,184.0,15.0,21.0,0.0,358.0,200.0,331.0,94.0,259.0,0.0,0.0,0.0,1038.0,6.0,12.0,382.0,279.0
174.0,120.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,426.0,1011.0,0.0,0.0,0.0,0.0,59.0,58.0,79.0,91.0,0.0,0.0,361.0,16.0,28.0,0.0,332.0,200.0,313.0,97.0,270.0,0.0,0.0,0.0,1038.0,13.0,19.0,382.0,282.0
171.0,119.0,24.0,0.0,0.0,4.0,0.0,0.0,125.0,431.0,426.0,1010.0,0.0,0.0,0.0,0.0,141.0,147.0,146.0,95.0,0.0,0.0,397.0,21.0,25.0,0.0,322.0,200.0,343.0,97.0,373.0,0.0,0.0,0.0,1037.0,8.0,16.0,382.0,295.0
263.0,149.0,31.0,0.0,52.0,112.0,118.0,0.0,149.0,430.0,426.0,1009.0,0.0,0.0,0.0,0.0,143.0,147.0,154.0,98.0,0.0,0.0,398.0,27.0,44.0,19.0,355.0,200.0,344.0,97.0,377.0,0.0,0.0,0.0,1037.0,17.0,25.0,382.0,293.0
273.0,153.0,23.0,0.0,117.0,118.0,162.0,124.0,150.0,431.0,426.0,1010.0,0.0,0.0,0.0,0.0,143.0,147.0,154.0,96.0,0.0,0.0,398.0,24.0,31.0,61.0,363.0,200.0,343.0,97.0,370.0,0.0,0.0,0.0,1036.0,16.0,18.0,382.0,294.0
