Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,EDF Luminus Seraing GT1,EDF Luminus Seraing GT2,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Norther Offshore WP,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,Rentel Offshore WP,SAINT-GHISLAIN STEG,SERAING TV,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,VILVOORDE GT,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
259.0,143.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,430.0,0.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,369.0,31.0,62.0,37.0,0.0,278.0,192.0,40.0,0.0,0.0,79.0,319.0,456.0,471.0,0.0,999.0,10.0,4.0,0.0,334.0,253.0
227.0,135.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,430.0,0.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,372.0,36.0,120.0,51.0,0.0,246.0,193.0,70.0,0.0,0.0,79.0,296.0,456.0,471.0,0.0,998.0,25.0,19.0,0.0,336.0,292.0
252.0,140.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,430.0,0.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,373.0,61.0,193.0,71.0,0.0,247.0,194.0,135.0,0.0,0.0,79.0,327.0,456.0,471.0,0.0,995.0,44.0,39.0,0.0,336.0,291.0
174.0,118.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,430.0,0.0,1002.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,374.0,82.0,230.0,109.0,0.0,238.0,194.0,196.0,0.0,0.0,79.0,307.0,456.0,471.0,0.0,994.0,66.0,58.0,0.0,336.0,293.0
95.0,90.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,430.0,0.0,1001.0,0.0,90.0,41.0,0.0,0.0,0.0,0.0,0.0,96.0,374.0,101.0,180.0,83.0,0.0,287.0,193.0,163.0,0.0,0.0,75.0,348.0,456.0,471.0,0.0,994.0,52.0,48.0,0.0,333.0,290.0
184.0,118.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,430.0,0.0,1001.0,0.0,121.0,68.0,0.0,0.0,0.0,39.0,0.0,96.0,372.0,96.0,181.0,83.0,0.0,266.0,194.0,164.0,100.0,0.0,74.0,318.0,456.0,471.0,0.0,993.0,48.0,55.0,0.0,330.0,289.0
205.0,124.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,431.0,0.0,1002.0,0.0,71.0,48.0,0.0,0.0,0.0,73.0,24.0,118.0,345.0,108.0,136.0,75.0,0.0,253.0,193.0,136.0,208.0,0.0,74.0,333.0,456.0,471.0,0.0,993.0,42.0,43.0,0.0,329.0,294.0
247.0,140.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,431.0,0.0,1003.0,0.0,137.0,73.0,0.0,0.0,0.0,133.0,69.0,121.0,366.0,85.0,47.0,48.0,0.0,288.0,193.0,55.0,291.0,0.0,74.0,342.0,456.0,471.0,0.0,990.0,13.0,18.0,0.0,324.0,292.0
