Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
193.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,433.0,0.0,1033.0,0.0,0.0,0.0,151.0,32.0,94.0,100.0,387.0,0.0,0.0,0.0,361.0,206.0,0.0,117.0,394.0,0.0,0.0,1009.0,1022.0,0.0,0.0,348.0,288.0
214.0,130.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,434.0,0.0,1034.0,0.0,0.0,0.0,32.0,0.0,18.0,100.0,386.0,2.0,3.0,0.0,361.0,206.0,0.0,115.0,398.0,0.0,0.0,1012.0,1023.0,1.0,2.0,347.0,285.0
201.0,125.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,434.0,0.0,1035.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,216.0,9.0,9.0,0.0,361.0,206.0,0.0,103.0,341.0,0.0,0.0,1013.0,1028.0,5.0,4.0,337.0,283.0
228.0,134.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,434.0,0.0,1034.0,0.0,0.0,0.0,14.0,0.0,0.0,100.0,174.0,22.0,26.0,0.0,361.0,206.0,0.0,104.0,349.0,0.0,0.0,1014.0,1029.0,15.0,12.0,336.0,277.0
178.0,117.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,433.0,0.0,1034.0,0.0,0.0,0.0,63.0,26.0,22.0,100.0,356.0,35.0,43.0,0.0,359.0,206.0,0.0,99.0,392.0,0.0,0.0,1015.0,1030.0,28.0,27.0,333.0,288.0
210.0,127.0,34.0,0.0,0.0,0.0,0.0,9.0,0.0,432.0,433.0,0.0,1034.0,0.0,0.0,0.0,132.0,120.0,127.0,100.0,388.0,51.0,55.0,0.0,359.0,206.0,0.0,96.0,397.0,0.0,0.0,1015.0,1029.0,34.0,35.0,338.0,292.0
227.0,134.0,34.0,0.0,47.0,65.0,0.0,16.0,0.0,431.0,434.0,0.0,1033.0,0.0,0.0,0.0,112.0,109.0,129.0,100.0,387.0,54.0,65.0,0.0,347.0,205.0,0.0,97.0,395.0,0.0,0.0,1014.0,1029.0,43.0,51.0,344.0,289.0
292.0,155.0,28.0,89.0,102.0,96.0,0.0,131.0,137.0,431.0,433.0,0.0,1033.0,0.0,0.0,0.0,91.0,91.0,118.0,99.0,387.0,43.0,62.0,0.0,342.0,204.0,0.0,98.0,382.0,0.0,0.0,1013.0,1028.0,43.0,40.0,352.0,279.0
