Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,EDF Luminus Seraing GT1,EDF Luminus Seraing GT2,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Norther Offshore WP,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,Rentel Offshore WP,SAINT-GHISLAIN STEG,SERAING TV,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,VILVOORDE GT,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,439.0,1014.0,1034.0,0.0,4.0,4.0,0.0,0.0,0.0,8.0,1.0,102.0,0.0,92.0,10.0,104.0,0.0,236.0,203.0,141.0,270.0,0.0,111.0,342.0,485.0,492.0,0.0,1036.0,43.0,64.0,0.0,0.0,304.0
0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,439.0,1013.0,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,131.0,15.0,150.0,0.0,246.0,204.0,193.0,144.0,0.0,112.0,325.0,485.0,492.0,0.0,1036.0,62.0,103.0,0.0,0.0,294.0
0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,439.0,1012.0,1032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,141.0,16.0,155.0,0.0,260.0,203.0,233.0,156.0,0.0,113.0,298.0,485.0,492.0,0.0,1035.0,92.0,136.0,0.0,0.0,299.0
0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,439.0,1012.0,1031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,152.0,16.0,191.0,0.0,225.0,203.0,282.0,223.0,0.0,117.0,278.0,485.0,492.0,0.0,1037.0,128.0,162.0,0.0,0.0,297.0
0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,439.0,1013.0,1032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,153.0,16.0,208.0,0.0,241.0,204.0,296.0,265.0,0.0,118.0,289.0,485.0,492.0,0.0,1037.0,139.0,164.0,0.0,0.0,302.0
0.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,438.0,1013.0,1032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,156.0,16.0,209.0,0.0,247.0,205.0,300.0,243.0,0.0,107.0,326.0,485.0,492.0,0.0,1037.0,140.0,165.0,0.0,0.0,297.0
0.0,0.0,159.0,0.0,57.0,0.0,0.0,0.0,61.0,63.0,438.0,1012.0,1031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,153.0,16.0,209.0,0.0,266.0,204.0,300.0,331.0,0.0,105.0,356.0,485.0,492.0,0.0,1036.0,140.0,165.0,0.0,0.0,297.0
0.0,0.0,160.0,0.0,5.0,0.0,0.0,0.0,19.0,68.0,438.0,1012.0,1031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,154.0,16.0,209.0,0.0,211.0,204.0,300.0,327.0,0.0,105.0,332.0,485.0,492.0,0.0,1035.0,139.0,165.0,0.0,0.0,296.0
