Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,ESCH-SUR-ALZETTE STEG,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
230.0,137.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,0.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,174.0,201.0,0.0,0.0,0.0,307.0,209.0,302.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0
231.0,137.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,0.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,173.0,203.0,0.0,13.0,0.0,299.0,208.0,277.0,90.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,297.0
232.0,137.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,0.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,189.0,205.0,0.0,40.0,0.0,309.0,208.0,291.0,90.0,0.0,0.0,0.0,0.0,0.0,14.0,21.0,0.0,296.0
233.0,138.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,0.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,196.0,197.0,0.0,34.0,0.0,293.0,207.0,271.0,90.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,124.0,250.0
233.0,138.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,0.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,196.0,199.0,0.0,22.0,0.0,303.0,206.0,281.0,90.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,239.0,239.0
234.0,138.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,0.0,1013.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,194.0,202.0,0.0,35.0,0.0,237.0,208.0,245.0,91.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0,359.0,231.0
233.0,138.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,0.0,1014.0,94.0,0.0,32.0,0.0,0.0,0.0,0.0,51.0,192.0,204.0,0.0,24.0,0.0,324.0,207.0,314.0,91.0,0.0,0.0,0.0,0.0,0.0,8.0,18.0,363.0,231.0
234.0,138.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,0.0,1012.0,128.0,0.0,70.0,0.0,0.0,0.0,0.0,51.0,190.0,206.0,0.0,57.0,0.0,280.0,208.0,260.0,91.0,0.0,0.0,0.0,0.0,0.0,19.0,36.0,363.0,260.0
