Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,Rentel Offshore WP,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
243.0,138.0,0.0,55.0,113.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,1.0,0.0,294.0,215.0,1.0,0.0,89.0,380.0,460.0,474.0,997.0,0.0,0.0,0.0,0.0,298.0
228.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,249.0,199.0,0.0,0.0,89.0,321.0,461.0,474.0,998.0,0.0,0.0,0.0,0.0,279.0
239.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,288.0,156.0,0.0,0.0,89.0,251.0,462.0,474.0,999.0,0.0,0.0,0.0,0.0,279.0
257.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,328.0,174.0,0.0,0.0,89.0,241.0,464.0,475.0,999.0,0.0,0.0,0.0,0.0,267.0
227.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,1.0,0.0,0.0,249.0,205.0,1.0,38.0,89.0,336.0,465.0,476.0,1000.0,0.0,0.0,0.0,0.0,273.0
234.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,17.0,0.0,0.0,0.0,269.0,205.0,0.0,251.0,89.0,401.0,466.0,476.0,1005.0,0.0,0.0,0.0,0.0,272.0
275.0,149.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,196.0,0.0,0.0,0.0,313.0,206.0,0.0,295.0,89.0,401.0,463.0,475.0,1003.0,0.0,0.0,0.0,0.0,266.0
273.0,149.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,376.0,0.0,0.0,0.0,295.0,206.0,0.0,289.0,89.0,400.0,460.0,474.0,1004.0,0.0,0.0,0.0,0.0,262.0
272.0,148.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,379.0,0.0,0.0,0.0,269.0,206.0,0.0,275.0,89.0,396.0,459.0,474.0,1004.0,0.0,0.0,0.0,0.0,259.0
267.0,147.0,0.0,57.0,0.0,65.0,0.0,0.0,109.0,0.0,0.0,0.0,1022.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,380.0,0.0,0.0,0.0,231.0,206.0,0.0,288.0,89.0,386.0,459.0,474.0,1003.0,0.0,0.0,0.0,0.0,272.0
264.0,146.0,0.0,112.0,0.0,89.0,0.0,0.0,161.0,0.0,0.0,0.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,370.0,0.0,0.0,0.0,219.0,205.0,0.0,314.0,89.0,370.0,456.0,474.0,999.0,0.0,0.0,0.0,0.0,303.0
