Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,EDF Luminus Seraing GT1,EDF Luminus Seraing GT2,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,Rentel Offshore WP,SAINT-GHISLAIN STEG,SERAING TV,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,VILVOORDE GT,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
127.0,102.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,1026.0,1038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,81.0,104.0,0.0,0.0,0.0,192.0,174.0,0.0,116.0,0.0,484.0,494.0,0.0,1038.0,109.0,111.0,0.0,0.0,234.0
87.0,88.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,1025.0,1039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,150.0,191.0,0.0,0.0,0.0,249.0,0.0,0.0,111.0,0.0,484.0,494.0,0.0,1038.0,118.0,132.0,0.0,0.0,250.0
103.0,92.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,1025.0,1038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,134.0,134.0,0.0,0.0,0.0,186.0,0.0,0.0,102.0,0.0,485.0,495.0,0.0,1038.0,78.0,99.0,0.0,0.0,253.0
174.0,116.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,1026.0,1039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,70.0,67.0,0.0,0.0,0.0,123.0,0.0,0.0,98.0,0.0,485.0,495.0,0.0,1038.0,63.0,71.0,0.0,0.0,260.0
119.0,98.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.0,1027.0,1039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,21.0,71.0,0.0,0.0,0.0,95.0,0.0,0.0,91.0,0.0,484.0,495.0,0.0,1037.0,19.0,28.0,0.0,0.0,277.0
94.0,91.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0,1026.0,1038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,30.0,85.0,0.0,0.0,0.0,130.0,0.0,0.0,93.0,0.0,483.0,495.0,0.0,1037.0,65.0,98.0,0.0,0.0,286.0
100.0,92.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0,1026.0,1038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,38.0,97.0,0.0,0.0,0.0,150.0,0.0,0.0,93.0,0.0,484.0,494.0,0.0,1037.0,41.0,71.0,0.0,0.0,286.0
124.0,98.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0,1025.0,1038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,38.0,66.0,0.0,0.0,0.0,154.0,0.0,0.0,89.0,0.0,484.0,495.0,0.0,1037.0,67.0,103.0,0.0,0.0,285.0
