Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
21.0,14.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,437.0,0.0,1042.0,0.0,82.0,51.0,60.0,58.0,87.0,62.0,0.0,158.0,206.0,0.0,176.0,204.0,0.0,97.0,0.0,485.0,495.0,1021.0,1041.0,140.0,173.0,0.0,165.0
0.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,437.0,0.0,1043.0,0.0,75.0,48.0,69.0,67.0,96.0,62.0,0.0,158.0,206.0,0.0,214.0,142.0,0.0,93.0,0.0,485.0,495.0,1022.0,1040.0,142.0,175.0,0.0,151.0
0.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,437.0,0.0,1042.0,0.0,75.0,48.0,72.0,71.0,97.0,62.0,0.0,158.0,206.0,0.0,232.0,130.0,0.0,93.0,0.0,486.0,495.0,1022.0,1040.0,144.0,175.0,0.0,142.0
0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,437.0,0.0,1043.0,0.0,75.0,48.0,66.0,64.0,97.0,62.0,0.0,158.0,206.0,0.0,203.0,128.0,0.0,93.0,0.0,486.0,495.0,1022.0,1041.0,143.0,175.0,0.0,148.0
0.0,0.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,436.0,0.0,1043.0,0.0,75.0,47.0,70.0,68.0,99.0,62.0,0.0,158.0,206.0,0.0,214.0,84.0,0.0,93.0,0.0,487.0,495.0,1022.0,1041.0,143.0,175.0,0.0,157.0
5.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,436.0,0.0,1043.0,0.0,79.0,49.0,69.0,68.0,95.0,61.0,0.0,156.0,206.0,0.0,220.0,120.0,0.0,91.0,0.0,487.0,496.0,1022.0,1041.0,144.0,175.0,0.0,151.0
55.0,19.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,437.0,0.0,1043.0,39.0,146.0,74.0,92.0,91.0,112.0,62.0,0.0,156.0,206.0,0.0,273.0,202.0,0.0,90.0,0.0,489.0,496.0,1023.0,1041.0,144.0,175.0,0.0,139.0
263.0,139.0,165.0,0.0,69.0,0.0,0.0,0.0,0.0,435.0,436.0,0.0,1042.0,130.0,146.0,129.0,88.0,87.0,113.0,100.0,0.0,158.0,206.0,0.0,272.0,207.0,0.0,94.0,0.0,489.0,495.0,1022.0,1042.0,144.0,175.0,0.0,147.0
