Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,Rentel Offshore WP,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
269.0,148.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1017.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,5.0,2.0,0.0,297.0,205.0,3.0,0.0,89.0,350.0,462.0,469.0,998.0,0.0,0.0,0.0,353.0,291.0
275.0,150.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1017.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,5.0,3.0,0.0,267.0,205.0,5.0,0.0,89.0,320.0,462.0,469.0,999.0,0.0,1.0,3.0,353.0,293.0
277.0,150.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,4.0,2.0,0.0,249.0,205.0,3.0,0.0,89.0,305.0,464.0,469.0,1000.0,0.0,0.0,0.0,354.0,266.0
279.0,151.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,3.0,2.0,0.0,270.0,205.0,4.0,0.0,89.0,323.0,466.0,469.0,1001.0,0.0,0.0,1.0,355.0,259.0
281.0,151.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,3.0,2.0,0.0,248.0,206.0,3.0,0.0,89.0,311.0,467.0,469.0,1003.0,0.0,0.0,1.0,358.0,292.0
282.0,151.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,121.0,3.0,1.0,0.0,270.0,205.0,1.0,37.0,89.0,328.0,468.0,470.0,1004.0,0.0,0.0,0.0,357.0,293.0
279.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,365.0,1.0,0.0,0.0,297.0,205.0,1.0,238.0,91.0,349.0,466.0,472.0,1004.0,0.0,0.0,0.0,359.0,283.0
272.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,377.0,1.0,0.0,11.0,273.0,205.0,0.0,282.0,91.0,323.0,466.0,472.0,1002.0,0.0,0.0,0.0,357.0,294.0
266.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1017.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,373.0,0.0,0.0,5.0,261.0,205.0,0.0,283.0,90.0,327.0,466.0,472.0,1001.0,0.0,0.0,0.0,350.0,293.0
260.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,369.0,0.0,0.0,0.0,275.0,205.0,0.0,301.0,89.0,326.0,460.0,472.0,998.0,0.0,0.0,0.0,350.0,279.0
258.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,367.0,0.0,0.0,0.0,284.0,205.0,0.0,251.0,89.0,336.0,458.0,472.0,996.0,0.0,0.0,0.0,346.0,295.0
