Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,EDF Luminus Seraing GT1,EDF Luminus Seraing GT2,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,Rentel Offshore WP,SAINT-GHISLAIN STEG,SERAING TV,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,VILVOORDE GT,Zandvliet Power,Zelzate 2 Knippegroen,Norther Offshore WP
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
265.0,149.0,28.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,0.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,40.0,32.0,0.0,274.0,81.0,81.0,0.0,0.0,123.0,412.0,487.0,493.0,0.0,1034.0,53.0,55.0,0.0,279.0,277.0,0.0
245.0,143.0,18.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,0.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,27.0,27.0,0.0,242.0,81.0,75.0,0.0,0.0,122.0,417.0,487.0,493.0,0.0,1033.0,52.0,52.0,0.0,279.0,266.0,0.0
201.0,128.0,15.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,0.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,23.0,23.0,0.0,236.0,80.0,59.0,0.0,0.0,128.0,416.0,487.0,493.0,0.0,1033.0,36.0,36.0,0.0,279.0,280.0,0.0
235.0,138.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,0.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,14.0,14.0,0.0,240.0,74.0,41.0,0.0,0.0,118.0,416.0,486.0,493.0,0.0,1033.0,24.0,24.0,0.0,279.0,295.0,0.0
185.0,123.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0,0.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,6.0,8.0,0.0,187.0,79.0,25.0,0.0,0.0,117.0,265.0,486.0,493.0,0.0,1033.0,13.0,14.0,0.0,279.0,282.0,0.0
218.0,133.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,0.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,4.0,3.0,0.0,260.0,84.0,10.0,0.0,0.0,124.0,289.0,487.0,493.0,0.0,1035.0,4.0,3.0,0.0,279.0,296.0,0.0
112.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,1.0,1.0,0.0,218.0,84.0,3.0,0.0,0.0,123.0,242.0,486.0,493.0,0.0,1034.0,0.0,0.0,0.0,279.0,279.0,0.0
236.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,0.0,1023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,1.0,0.0,0.0,219.0,84.0,2.0,0.0,0.0,121.0,239.0,487.0,493.0,0.0,1033.0,0.0,0.0,0.0,279.0,229.0,0.0
230.0,137.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,0.0,1022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,9.0,5.0,0.0,196.0,84.0,9.0,0.0,0.0,124.0,239.0,487.0,494.0,0.0,1032.0,3.0,3.0,0.0,279.0,278.0,0.0
241.0,141.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,0.0,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,21.0,22.0,0.0,253.0,90.0,31.0,0.0,0.0,124.0,393.0,487.0,494.0,0.0,1031.0,9.0,16.0,0.0,279.0,297.0,0.0
248.0,143.0,16.0,9.0,0.0,0.0,40.0,0.0,0.0,0.0,438.0,0.0,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,30.0,30.0,0.0,273.0,151.0,41.0,0.0,0.0,123.0,414.0,487.0,494.0,0.0,1030.0,19.0,32.0,0.0,279.0,276.0,0.0
253.0,144.0,18.0,128.0,50.0,20.0,175.0,0.0,0.0,0.0,438.0,0.0,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,30.0,22.0,0.0,282.0,196.0,29.0,0.0,0.0,119.0,415.0,486.0,494.0,0.0,1032.0,17.0,29.0,0.0,279.0,282.0,0.0
230.0,138.0,16.0,115.0,92.0,65.0,164.0,0.0,156.0,0.0,438.0,0.0,1022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,29.0,32.0,0.0,201.0,197.0,47.0,0.0,0.0,113.0,415.0,486.0,494.0,0.0,1032.0,19.0,27.0,0.0,279.0,303.0,0.0
244.0,141.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,12.0,14.0,0.0,234.0,201.0,33.0,0.0,0.0,104.0,416.0,486.0,493.0,0.0,1033.0,18.0,18.0,0.0,279.0,286.0,0.0
259.0,146.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,10.0,10.0,0.0,285.0,204.0,24.0,0.0,0.0,101.0,304.0,486.0,494.0,0.0,1033.0,10.0,8.0,0.0,279.0,272.0,0.0
249.0,144.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,0.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,11.0,15.0,0.0,245.0,187.0,36.0,0.0,0.0,106.0,396.0,486.0,493.0,0.0,1033.0,13.0,20.0,0.0,279.0,285.0,0.0
190.0,124.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,0.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,8.0,13.0,0.0,202.0,130.0,31.0,0.0,0.0,115.0,366.0,485.0,494.0,0.0,1033.0,11.0,22.0,0.0,279.0,294.0,0.0
