Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,EDF Luminus Seraing GT1,EDF Luminus Seraing GT2,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Norther Offshore WP,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,Rentel Offshore WP,SAINT-GHISLAIN STEG,SERAING TV,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,VILVOORDE GT,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
113.0,98.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,438.0,1010.0,1027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,86.0,62.0,89.0,0.0,264.0,0.0,117.0,0.0,0.0,123.0,369.0,478.0,491.0,0.0,1044.0,36.0,34.0,0.0,0.0,273.0
241.0,136.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0,438.0,1010.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,57.0,45.0,51.0,0.0,290.0,0.0,71.0,0.0,0.0,124.0,379.0,478.0,491.0,0.0,1044.0,27.0,24.0,0.0,0.0,265.0
266.0,147.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0,438.0,1011.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,28.0,21.0,27.0,0.0,309.0,0.0,43.0,0.0,0.0,125.0,394.0,478.0,491.0,0.0,1044.0,15.0,15.0,0.0,0.0,249.0
283.0,152.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,438.0,1012.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,14.0,14.0,14.0,0.0,277.0,0.0,26.0,0.0,0.0,123.0,381.0,478.0,491.0,0.0,1044.0,7.0,9.0,0.0,0.0,266.0
263.0,146.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,438.0,1012.0,1029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,19.0,21.0,19.0,0.0,280.0,0.0,32.0,0.0,0.0,121.0,370.0,479.0,491.0,0.0,1044.0,12.0,9.0,0.0,0.0,277.0
267.0,147.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,438.0,1011.0,1029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,19.0,19.0,18.0,0.0,281.0,0.0,30.0,0.0,0.0,123.0,380.0,480.0,491.0,0.0,1043.0,12.0,8.0,0.0,0.0,292.0
268.0,147.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,438.0,1011.0,1029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,27.0,20.0,23.0,0.0,295.0,0.0,38.0,0.0,0.0,125.0,385.0,481.0,491.0,0.0,1043.0,13.0,13.0,0.0,0.0,273.0
276.0,149.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,438.0,1012.0,1029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,24.0,14.0,20.0,0.0,303.0,0.0,31.0,0.0,0.0,126.0,386.0,481.0,491.0,0.0,1043.0,10.0,10.0,0.0,0.0,264.0
