Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,EDF Luminus Seraing GT1,EDF Luminus Seraing GT2,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Norther Offshore WP,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,Rentel Offshore WP,SAINT-GHISLAIN STEG,SERAING TV,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,VILVOORDE GT,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
267.0,146.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,438.0,1024.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,118.0,178.0,132.0,0.0,276.0,0.0,183.0,0.0,0.0,123.0,289.0,477.0,493.0,0.0,1037.0,76.0,93.0,0.0,365.0,286.0
271.0,148.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,438.0,1025.0,1022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,77.0,153.0,79.0,0.0,300.0,0.0,136.0,0.0,0.0,123.0,304.0,478.0,493.0,0.0,1037.0,63.0,86.0,0.0,362.0,293.0
277.0,150.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,438.0,1026.0,1023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,77.0,130.0,68.0,0.0,304.0,0.0,106.0,0.0,0.0,124.0,309.0,478.0,493.0,0.0,1038.0,45.0,61.0,0.0,362.0,300.0
251.0,142.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,437.0,1026.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,95.0,137.0,78.0,0.0,259.0,0.0,111.0,6.0,0.0,124.0,284.0,478.0,493.0,0.0,1038.0,51.0,63.0,0.0,364.0,300.0
227.0,135.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,437.0,1026.0,1026.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,95.0,105.0,158.0,86.0,0.0,257.0,0.0,112.0,225.0,0.0,124.0,322.0,478.0,493.0,0.0,1038.0,56.0,61.0,0.0,364.0,299.0
278.0,150.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,437.0,1026.0,1027.0,0.0,68.0,26.0,0.0,0.0,0.0,0.0,0.0,103.0,304.0,93.0,120.0,77.0,0.0,290.0,0.0,91.0,330.0,0.0,125.0,370.0,478.0,493.0,0.0,1038.0,41.0,48.0,0.0,367.0,300.0
287.0,153.0,61.0,123.0,0.0,0.0,201.0,66.0,189.0,456.0,438.0,1025.0,1028.0,0.0,137.0,69.0,0.0,0.0,0.0,0.0,0.0,105.0,347.0,87.0,100.0,86.0,32.0,293.0,0.0,85.0,326.0,0.0,125.0,371.0,479.0,492.0,0.0,1039.0,36.0,43.0,0.0,366.0,300.0
206.0,129.0,48.0,151.0,0.0,0.0,159.0,4.0,4.0,456.0,438.0,1025.0,1027.0,0.0,150.0,76.0,0.0,0.0,0.0,0.0,0.0,104.0,294.0,65.0,91.0,62.0,13.0,268.0,0.0,69.0,317.0,0.0,126.0,358.0,480.0,492.0,0.0,1041.0,31.0,42.0,0.0,367.0,296.0
