Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
220.0,134.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,429.0,998.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,17.0,0.0,356.0,181.0,0.0,90.0,295.0,461.0,468.0,991.0,1013.0,7.0,5.0,360.0,0.0
215.0,132.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0,428.0,998.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,13.0,0.0,354.0,175.0,0.0,90.0,285.0,462.0,468.0,991.0,1013.0,7.0,7.0,357.0,0.0
216.0,133.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,429.0,999.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,15.0,0.0,357.0,168.0,0.0,90.0,281.0,463.0,468.0,992.0,1013.0,7.0,7.0,356.0,0.0
243.0,141.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,430.0,1001.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,12.0,0.0,357.0,178.0,0.0,90.0,331.0,463.0,468.0,991.0,1014.0,2.0,1.0,355.0,0.0
212.0,132.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,430.0,1002.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,7.0,0.0,350.0,177.0,0.0,90.0,289.0,463.0,468.0,994.0,1015.0,0.0,0.0,356.0,0.0
210.0,131.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,429.0,431.0,1002.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,4.0,0.0,358.0,179.0,0.0,90.0,333.0,465.0,468.0,994.0,1015.0,0.0,1.0,353.0,0.0
211.0,131.0,2.0,44.0,0.0,0.0,0.0,0.0,0.0,428.0,431.0,1001.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,4.0,0.0,357.0,183.0,0.0,90.0,338.0,465.0,468.0,994.0,1016.0,1.0,0.0,353.0,0.0
210.0,131.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,428.0,430.0,999.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,7.0,10.0,355.0,183.0,0.0,90.0,337.0,467.0,468.0,993.0,1012.0,5.0,3.0,351.0,0.0
232.0,138.0,4.0,131.0,88.0,0.0,0.0,0.0,0.0,428.0,430.0,997.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,3.0,35.0,356.0,185.0,0.0,90.0,360.0,465.0,468.0,992.0,1010.0,1.0,0.0,355.0,0.0
261.0,147.0,2.0,101.0,104.0,1.0,0.0,0.0,0.0,428.0,430.0,995.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,2.0,35.0,354.0,185.0,0.0,90.0,382.0,463.0,466.0,990.0,1008.0,0.0,0.0,351.0,0.0
220.0,135.0,2.0,110.0,112.0,14.0,0.0,0.0,0.0,428.0,429.0,993.0,1002.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,8.0,54.0,352.0,180.0,0.0,90.0,320.0,461.0,465.0,990.0,1007.0,3.0,3.0,341.0,0.0
