Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,EDF Luminus Seraing GT1,EDF Luminus Seraing GT2,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Norther Offshore WP,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,Rentel Offshore WP,SAINT-GHISLAIN STEG,SERAING TV,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,VILVOORDE GT,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
0.0,0.0,24.0,0.0,0.0,87.0,0.0,0.0,0.0,453.0,436.0,1018.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,386.0,30.0,46.0,42.0,0.0,0.0,0.0,49.0,239.0,0.0,107.0,1.0,478.0,488.0,0.0,1040.0,14.0,14.0,0.0,340.0,299.0
0.0,0.0,27.0,0.0,0.0,86.0,0.0,0.0,0.0,452.0,436.0,1020.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,220.0,33.0,45.0,38.0,0.0,0.0,0.0,46.0,247.0,0.0,108.0,1.0,479.0,488.0,0.0,1042.0,13.0,17.0,0.0,340.0,292.0
0.0,0.0,35.0,0.0,0.0,87.0,0.0,0.0,0.0,452.0,436.0,1019.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,173.0,44.0,76.0,50.0,0.0,0.0,0.0,60.0,289.0,0.0,107.0,1.0,479.0,488.0,0.0,1042.0,20.0,34.0,0.0,342.0,293.0
0.0,0.0,41.0,0.0,0.0,85.0,0.0,0.0,0.0,452.0,436.0,1018.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,173.0,49.0,75.0,56.0,0.0,0.0,0.0,69.0,270.0,0.0,106.0,1.0,479.0,488.0,0.0,1042.0,21.0,33.0,0.0,342.0,293.0
0.0,0.0,49.0,0.0,0.0,87.0,0.0,0.0,0.0,453.0,436.0,1020.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,357.0,58.0,92.0,67.0,0.0,0.0,0.0,81.0,224.0,0.0,107.0,1.0,479.0,488.0,0.0,1042.0,24.0,42.0,0.0,344.0,292.0
0.0,0.0,52.0,0.0,0.0,94.0,0.0,0.0,0.0,453.0,436.0,1020.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,2.0,92.0,388.0,64.0,102.0,84.0,0.0,0.0,0.0,98.0,222.0,0.0,107.0,1.0,479.0,488.0,0.0,1042.0,30.0,40.0,0.0,346.0,299.0
0.0,0.0,61.0,0.0,0.0,1.0,0.0,0.0,5.0,452.0,436.0,1020.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,52.0,99.0,386.0,69.0,104.0,82.0,0.0,0.0,0.0,100.0,257.0,0.0,105.0,1.0,479.0,488.0,0.0,1042.0,28.0,47.0,0.0,337.0,264.0
0.0,0.0,44.0,0.0,0.0,135.0,149.0,0.0,103.0,452.0,436.0,1020.0,1027.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,66.0,100.0,386.0,57.0,97.0,81.0,0.0,0.0,0.0,89.0,337.0,0.0,104.0,0.0,479.0,488.0,0.0,1038.0,29.0,35.0,0.0,334.0,298.0
