Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
146.0,108.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,432.0,0.0,1032.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,206.0,158.0,211.0,0.0,280.0,198.0,0.0,95.0,365.0,0.0,0.0,1024.0,1036.0,141.0,153.0,0.0,284.0
78.0,86.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,432.0,0.0,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,174.0,158.0,211.0,0.0,303.0,132.0,0.0,94.0,347.0,0.0,0.0,1024.0,1037.0,141.0,154.0,0.0,290.0
105.0,96.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,432.0,0.0,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,174.0,158.0,211.0,0.0,250.0,108.0,0.0,94.0,298.0,0.0,0.0,1024.0,1036.0,141.0,152.0,0.0,289.0
68.0,82.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,432.0,0.0,1033.0,0.0,0.0,0.0,5.0,0.0,0.0,93.0,174.0,158.0,210.0,0.0,251.0,153.0,0.0,93.0,307.0,0.0,0.0,1024.0,1037.0,137.0,146.0,0.0,278.0
69.0,82.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,431.0,0.0,1034.0,0.0,0.0,0.0,55.0,0.0,9.0,87.0,174.0,158.0,210.0,0.0,225.0,190.0,0.0,94.0,288.0,0.0,0.0,1025.0,1036.0,136.0,141.0,0.0,274.0
270.0,145.0,150.0,0.0,0.0,41.0,0.0,35.0,0.0,431.0,431.0,0.0,1033.0,49.0,0.0,0.0,100.0,0.0,54.0,101.0,359.0,159.0,210.0,0.0,268.0,199.0,0.0,95.0,354.0,0.0,0.0,1024.0,1036.0,132.0,138.0,0.0,267.0
293.0,155.0,123.0,0.0,0.0,111.0,0.0,19.0,0.0,431.0,432.0,0.0,1033.0,114.0,0.0,0.0,97.0,0.0,54.0,99.0,395.0,153.0,197.0,0.0,270.0,195.0,0.0,96.0,359.0,0.0,0.0,1024.0,1035.0,110.0,119.0,0.0,290.0
293.0,155.0,132.0,0.0,0.0,97.0,0.0,0.0,0.0,431.0,432.0,0.0,1033.0,114.0,0.0,0.0,97.0,0.0,54.0,101.0,397.0,154.0,199.0,0.0,265.0,194.0,0.0,98.0,361.0,0.0,0.0,1025.0,1037.0,110.0,116.0,0.0,290.0
