Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,EDF Luminus Seraing GT1,EDF Luminus Seraing GT2,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Norther Offshore WP,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,Rentel Offshore WP,SAINT-GHISLAIN STEG,SERAING TV,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,VILVOORDE GT,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
178.0,119.0,0.0,0.0,22.0,55.0,0.0,0.0,0.0,457.0,438.0,1012.0,1033.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,51.0,102.0,0.0,0.0,0.0,0.0,25.0,347.0,0.0,0.0,257.0,0.0,74.0,413.0,479.0,493.0,0.0,1042.0,0.0,0.0,0.0,272.0,241.0
195.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,438.0,1013.0,1033.0,0.0,0.0,0.0,1.0,0.0,98.0,0.0,55.0,102.0,0.0,0.0,0.0,0.0,1.0,362.0,0.0,0.0,262.0,0.0,74.0,413.0,480.0,493.0,0.0,1042.0,0.0,0.0,0.0,272.0,229.0
188.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,438.0,1013.0,1034.0,0.0,0.0,0.0,26.0,0.0,98.0,0.0,54.0,103.0,0.0,0.0,0.0,0.0,0.0,357.0,0.0,0.0,285.0,0.0,74.0,413.0,480.0,493.0,0.0,1043.0,0.0,0.0,0.0,274.0,244.0
186.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,438.0,1014.0,1034.0,0.0,0.0,0.0,48.0,0.0,98.0,0.0,54.0,103.0,0.0,0.0,0.0,0.0,0.0,364.0,0.0,0.0,233.0,0.0,74.0,413.0,482.0,493.0,0.0,1046.0,0.0,0.0,0.0,274.0,295.0
184.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,438.0,1014.0,1034.0,0.0,0.0,0.0,53.0,0.0,98.0,0.0,55.0,103.0,0.0,0.0,0.0,0.0,0.0,354.0,0.0,0.0,295.0,16.0,74.0,413.0,482.0,493.0,0.0,1045.0,0.0,0.0,0.0,274.0,296.0
192.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,439.0,1014.0,1033.0,0.0,0.0,0.0,74.0,0.0,94.0,60.0,75.0,103.0,0.0,0.0,0.0,0.0,0.0,351.0,0.0,0.0,271.0,37.0,74.0,413.0,482.0,493.0,0.0,1044.0,0.0,0.0,0.0,274.0,285.0
204.0,127.0,0.0,0.0,75.0,0.0,38.0,0.0,0.0,456.0,439.0,1013.0,1033.0,0.0,0.0,0.0,113.0,0.0,77.0,67.0,105.0,103.0,0.0,0.0,0.0,0.0,0.0,358.0,0.0,0.0,335.0,59.0,74.0,413.0,482.0,494.0,0.0,1044.0,0.0,0.0,0.0,274.0,284.0
172.0,118.0,0.0,0.0,113.0,0.0,157.0,0.0,0.0,458.0,439.0,1012.0,1032.0,0.0,0.0,0.0,105.0,0.0,107.0,129.0,133.0,102.0,0.0,0.0,0.0,0.0,0.0,352.0,0.0,0.0,353.0,55.0,74.0,397.0,482.0,494.0,0.0,1044.0,0.0,0.0,0.0,277.0,276.0
