Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
193.0,127.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,436.0,1029.0,1037.0,0.0,0.0,,86.0,85.0,114.0,101.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,207.0,338.0,124.0,303.0,0.0,0.0,1025.0,1044.0,41.0,78.0,112.0,275.0
230.0,139.0,111.0,0.0,0.0,89.0,138.0,0.0,0.0,432.0,436.0,1029.0,1037.0,0.0,0.0,0.0,39.0,65.0,51.0,101.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,207.0,338.0,120.0,397.0,0.0,0.0,1025.0,1045.0,44.0,82.0,0.0,252.0
209.0,133.0,114.0,0.0,0.0,0.0,33.0,0.0,0.0,432.0,436.0,1028.0,1037.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,207.0,337.0,112.0,408.0,0.0,0.0,1025.0,1045.0,48.0,82.0,0.0,277.0
193.0,125.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,436.0,1029.0,1037.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,207.0,333.0,112.0,408.0,0.0,0.0,1024.0,1045.0,53.0,75.0,0.0,299.0
212.0,133.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,436.0,1029.0,1037.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,207.0,40.0,118.0,396.0,0.0,0.0,1025.0,1045.0,66.0,105.0,0.0,302.0
218.0,134.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,436.0,1030.0,1038.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,207.0,0.0,122.0,313.0,0.0,0.0,1024.0,1045.0,81.0,119.0,0.0,300.0
207.0,131.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,435.0,1030.0,1037.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,207.0,0.0,121.0,262.0,0.0,0.0,1022.0,1044.0,95.0,129.0,0.0,294.0
216.0,134.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,435.0,1029.0,1038.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,165.0,0.0,0.0,207.0,0.0,121.0,258.0,0.0,0.0,1017.0,1043.0,90.0,109.0,0.0,264.0
