Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
190.0,123.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,436.0,1028.0,1039.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,32.0,101.0,0.0,288.0,185.0,0.0,107.0,291.0,0.0,0.0,1016.0,1043.0,60.0,59.0,346.0,150.0
203.0,129.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,435.0,1027.0,1039.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,29.0,84.0,0.0,227.0,186.0,0.0,108.0,248.0,0.0,0.0,1016.0,1043.0,39.0,60.0,348.0,113.0
220.0,133.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,435.0,1026.0,1039.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,23.0,66.0,0.0,266.0,186.0,0.0,108.0,240.0,0.0,0.0,1016.0,1042.0,29.0,44.0,349.0,119.0
220.0,135.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,435.0,1026.0,1039.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,21.0,69.0,0.0,263.0,185.0,0.0,107.0,240.0,0.0,0.0,1016.0,1042.0,34.0,54.0,357.0,123.0
219.0,134.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,435.0,1026.0,1038.0,0.0,0.0,0.0,0.0,43.0,5.0,82.0,0.0,0.0,0.0,12.0,33.0,0.0,281.0,185.0,0.0,108.0,250.0,0.0,0.0,1016.0,1043.0,15.0,31.0,362.0,123.0
209.0,131.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,435.0,1027.0,1038.0,0.0,0.0,0.0,32.0,51.0,36.0,97.0,0.0,0.0,113.0,15.0,36.0,0.0,291.0,186.0,10.0,108.0,307.0,0.0,0.0,1016.0,1043.0,10.0,20.0,359.0,193.0
254.0,144.0,27.0,0.0,0.0,0.0,20.0,0.0,0.0,433.0,435.0,1026.0,1036.0,0.0,0.0,0.0,126.0,129.0,131.0,102.0,0.0,0.0,370.0,18.0,48.0,5.0,318.0,185.0,249.0,108.0,387.0,0.0,0.0,1016.0,1043.0,21.0,28.0,361.0,264.0
288.0,156.0,27.0,0.0,32.0,0.0,165.0,0.0,0.0,434.0,435.0,1026.0,1037.0,0.0,0.0,0.0,109.0,109.0,130.0,98.0,0.0,0.0,390.0,17.0,47.0,28.0,302.0,185.0,344.0,114.0,397.0,0.0,0.0,1016.0,1043.0,15.0,27.0,364.0,300.0
