Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
156.0,113.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,437.0,0.0,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,390.0,75.0,76.0,0.0,343.0,208.0,174.0,125.0,408.0,491.0,484.0,1023.0,1042.0,38.0,37.0,0.0,274.0
184.0,120.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,436.0,0.0,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,200.0,83.0,100.0,0.0,324.0,207.0,23.0,125.0,408.0,491.0,484.0,1024.0,1042.0,38.0,51.0,0.0,254.0
211.0,129.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,436.0,0.0,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,173.0,83.0,99.0,0.0,352.0,207.0,0.0,125.0,410.0,491.0,484.0,1024.0,1042.0,43.0,54.0,0.0,280.0
176.0,118.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,436.0,0.0,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,173.0,68.0,68.0,0.0,340.0,207.0,0.0,125.0,258.0,491.0,484.0,1024.0,1042.0,33.0,40.0,0.0,253.0
135.0,104.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,436.0,0.0,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,172.0,62.0,59.0,0.0,334.0,207.0,0.0,125.0,240.0,492.0,484.0,1024.0,1041.0,19.0,31.0,0.0,261.0
183.0,120.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,436.0,0.0,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,172.0,52.0,57.0,0.0,267.0,207.0,0.0,125.0,240.0,493.0,484.0,1024.0,1041.0,31.0,34.0,0.0,278.0
188.0,122.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,436.0,0.0,1045.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,172.0,44.0,39.0,0.0,271.0,207.0,0.0,125.0,242.0,493.0,484.0,1024.0,1041.0,18.0,23.0,0.0,262.0
194.0,124.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,436.0,0.0,1045.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,358.0,38.0,44.0,0.0,298.0,207.0,0.0,125.0,329.0,493.0,483.0,1023.0,1041.0,18.0,24.0,0.0,269.0
