Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
0.0,0.0,13.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,422.0,1005.0,1019.0,0.0,0.0,0.0,0.0,125.0,0.0,94.0,0.0,0.0,377.0,23.0,42.0,0.0,343.0,207.0,0.0,90.0,338.0,459.0,472.0,992.0,1007.0,18.0,21.0,229.0,298.0
0.0,0.0,11.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,422.0,1005.0,1020.0,0.0,0.0,0.0,0.0,110.0,0.0,92.0,0.0,0.0,379.0,16.0,36.0,0.0,326.0,207.0,0.0,90.0,350.0,460.0,473.0,991.0,1006.0,25.0,21.0,229.0,297.0
0.0,0.0,11.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,422.0,1007.0,1022.0,0.0,0.0,0.0,0.0,104.0,0.0,95.0,0.0,0.0,379.0,15.0,31.0,0.0,304.0,207.0,0.0,90.0,328.0,460.0,472.0,990.0,1006.0,22.0,18.0,229.0,298.0
0.0,0.0,6.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,423.0,1009.0,1023.0,0.0,0.0,0.0,0.0,131.0,0.0,95.0,0.0,0.0,379.0,6.0,12.0,0.0,330.0,207.0,0.0,90.0,350.0,460.0,473.0,989.0,1005.0,8.0,10.0,229.0,297.0
0.0,0.0,10.0,0.0,0.0,81.0,0.0,142.0,0.0,0.0,423.0,1009.0,1023.0,0.0,0.0,0.0,0.0,129.0,0.0,95.0,0.0,0.0,381.0,11.0,17.0,0.0,319.0,207.0,0.0,90.0,354.0,459.0,472.0,988.0,1003.0,9.0,8.0,229.0,297.0
0.0,0.0,6.0,0.0,0.0,85.0,0.0,121.0,0.0,0.0,423.0,1008.0,1023.0,0.0,0.0,0.0,0.0,122.0,0.0,95.0,0.0,0.0,381.0,7.0,11.0,0.0,333.0,206.0,0.0,90.0,351.0,457.0,472.0,987.0,1002.0,6.0,6.0,336.0,297.0
0.0,0.0,5.0,0.0,0.0,103.0,85.0,195.0,0.0,0.0,422.0,1008.0,1023.0,0.0,0.0,0.0,9.0,137.0,0.0,95.0,0.0,0.0,381.0,9.0,11.0,3.0,347.0,206.0,0.0,90.0,364.0,458.0,472.0,988.0,1004.0,3.0,5.0,361.0,297.0
0.0,0.0,3.0,0.0,0.0,88.0,120.0,167.0,0.0,0.0,422.0,1009.0,1022.0,0.0,0.0,0.0,140.0,137.0,0.0,90.0,0.0,0.0,379.0,5.0,3.0,4.0,350.0,206.0,0.0,90.0,353.0,458.0,472.0,988.0,1004.0,0.0,0.0,361.0,298.0
