Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
223.0,137.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,436.0,1019.0,1034.0,0.0,0.0,0.0,0.0,46.0,21.0,102.0,0.0,0.0,395.0,0.0,38.0,0.0,308.0,208.0,296.0,106.0,407.0,0.0,0.0,1019.0,1037.0,16.0,24.0,375.0,261.0
228.0,138.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,436.0,1019.0,1035.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,395.0,0.0,7.0,0.0,264.0,208.0,236.0,106.0,383.0,0.0,0.0,1019.0,1037.0,1.0,5.0,378.0,284.0
250.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,435.0,1019.0,1035.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,395.0,0.0,0.0,0.0,294.0,208.0,270.0,106.0,411.0,0.0,0.0,1019.0,1036.0,0.0,0.0,378.0,301.0
263.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,436.0,1020.0,1035.0,0.0,0.0,0.0,0.0,26.0,0.0,102.0,0.0,0.0,395.0,0.0,0.0,0.0,328.0,208.0,293.0,106.0,413.0,0.0,0.0,1019.0,1035.0,0.0,0.0,379.0,294.0
264.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,436.0,1021.0,1035.0,0.0,0.0,0.0,37.0,67.0,39.0,103.0,0.0,0.0,395.0,0.0,0.0,0.0,330.0,208.0,296.0,106.0,413.0,0.0,0.0,1019.0,1035.0,0.0,0.0,379.0,298.0
251.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,436.0,1022.0,1035.0,0.0,0.0,0.0,111.0,110.0,127.0,108.0,0.0,0.0,395.0,0.0,0.0,0.0,318.0,208.0,317.0,107.0,413.0,0.0,0.0,1019.0,1037.0,0.0,0.0,380.0,282.0
254.0,148.0,0.0,0.0,0.0,0.0,50.0,31.0,0.0,434.0,435.0,1021.0,1034.0,7.0,16.0,0.0,127.0,125.0,139.0,107.0,0.0,0.0,395.0,0.0,0.0,0.0,320.0,208.0,324.0,108.0,413.0,0.0,0.0,1019.0,1039.0,0.0,1.0,379.0,285.0
233.0,138.0,7.0,0.0,0.0,34.0,32.0,13.0,0.0,435.0,436.0,1020.0,1034.0,104.0,106.0,0.0,157.0,150.0,159.0,108.0,0.0,0.0,393.0,0.0,8.0,0.0,325.0,208.0,349.0,109.0,410.0,0.0,0.0,1018.0,1040.0,1.0,7.0,379.0,304.0
