Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
97.0,92.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,431.0,0.0,1037.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,157.0,208.0,0.0,261.0,206.0,0.0,89.0,343.0,0.0,0.0,1019.0,1035.0,140.0,157.0,0.0,246.0
119.0,100.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,430.0,0.0,1036.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,157.0,207.0,0.0,280.0,206.0,0.0,91.0,347.0,0.0,0.0,1019.0,1035.0,136.0,152.0,0.0,232.0
92.0,91.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,431.0,0.0,1037.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,158.0,208.0,0.0,278.0,206.0,0.0,90.0,298.0,0.0,0.0,1019.0,1035.0,138.0,157.0,0.0,236.0
83.0,87.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,432.0,0.0,1038.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,156.0,207.0,0.0,280.0,206.0,0.0,92.0,358.0,0.0,0.0,1019.0,1035.0,135.0,150.0,112.0,228.0
81.0,87.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,433.0,0.0,1038.0,0.0,0.0,0.0,44.0,0.0,7.0,89.0,70.0,156.0,205.0,0.0,240.0,206.0,0.0,93.0,320.0,0.0,0.0,1019.0,1035.0,129.0,145.0,211.0,224.0
259.0,142.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,433.0,0.0,1038.0,27.0,4.0,0.0,83.0,0.0,48.0,99.0,140.0,149.0,191.0,0.0,276.0,206.0,0.0,92.0,350.0,0.0,0.0,1018.0,1034.0,116.0,124.0,351.0,257.0
293.0,156.0,104.0,0.0,112.0,115.0,0.0,85.0,0.0,433.0,433.0,0.0,1037.0,114.0,110.0,0.0,114.0,0.0,61.0,107.0,315.0,127.0,155.0,0.0,321.0,206.0,0.0,95.0,391.0,0.0,0.0,1018.0,1035.0,86.0,93.0,376.0,297.0
293.0,156.0,93.0,124.0,137.0,135.0,0.0,20.0,0.0,433.0,432.0,0.0,1037.0,114.0,115.0,0.0,151.0,16.0,76.0,103.0,389.0,117.0,147.0,0.0,278.0,206.0,0.0,101.0,358.0,0.0,0.0,1018.0,1035.0,75.0,81.0,378.0,300.0
