Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
160.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,0.0,1013.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,105.0,302.0,0.0,0.0,1020.0,1035.0,0.0,0.0,232.0,244.0
171.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,0.0,1014.0,1029.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,105.0,311.0,0.0,0.0,1020.0,1036.0,0.0,0.0,230.0,255.0
189.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,0.0,1015.0,1029.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,105.0,320.0,0.0,0.0,1020.0,1038.0,0.0,0.0,229.0,263.0
161.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,0.0,1014.0,1029.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,0.0,105.0,305.0,0.0,0.0,1020.0,1038.0,0.0,0.0,229.0,256.0
137.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,0.0,1015.0,1029.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,0.0,105.0,295.0,0.0,0.0,1020.0,1039.0,0.0,0.0,231.0,269.0
155.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,0.0,1016.0,1030.0,0.0,0.0,0.0,0.0,21.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,105.0,297.0,0.0,0.0,1020.0,1039.0,0.0,0.0,351.0,285.0
176.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,0.0,1016.0,1029.0,0.0,0.0,0.0,0.0,100.0,39.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,105.0,350.0,0.0,0.0,1023.0,1038.0,0.0,0.0,359.0,275.0
252.0,144.0,0.0,0.0,0.0,117.0,151.0,151.0,105.0,435.0,0.0,1017.0,1029.0,0.0,0.0,0.0,0.0,151.0,70.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,106.0,343.0,0.0,0.0,1023.0,1037.0,0.0,0.0,357.0,240.0
280.0,156.0,0.0,0.0,0.0,36.0,143.0,146.0,7.0,433.0,0.0,1015.0,1029.0,0.0,0.0,0.0,0.0,150.0,69.0,42.0,0.0,0.0,0.0,0.0,36.0,0.0,207.0,0.0,105.0,339.0,0.0,0.0,1024.0,1036.0,0.0,0.0,353.0,236.0
275.0,155.0,0.0,0.0,0.0,57.0,132.0,136.0,0.0,432.0,0.0,1014.0,1032.0,0.0,0.0,0.0,0.0,149.0,69.0,41.0,0.0,0.0,0.0,0.0,11.0,0.0,208.0,0.0,105.0,319.0,0.0,0.0,1022.0,1034.0,0.0,0.0,351.0,196.0
270.0,153.0,0.0,0.0,0.0,55.0,155.0,160.0,0.0,432.0,0.0,1011.0,1030.0,0.0,0.0,0.0,0.0,77.0,33.0,41.0,0.0,0.0,0.0,0.0,35.0,0.0,208.0,0.0,105.0,340.0,0.0,0.0,1023.0,1032.0,0.0,0.0,348.0,273.0
