Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
276.0,151.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,435.0,1028.0,1037.0,155.0,151.0,159.0,92.0,92.0,116.0,109.0,0.0,0.0,395.0,4.0,54.0,0.0,364.0,186.0,356.0,0.0,1.0,0.0,0.0,1022.0,1044.0,20.0,17.0,370.0,296.0
269.0,150.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,435.0,1029.0,1038.0,146.0,145.0,156.0,111.0,112.0,124.0,111.0,0.0,0.0,395.0,2.0,37.0,0.0,364.0,186.0,356.0,0.0,1.0,0.0,0.0,1022.0,1043.0,17.0,16.0,373.0,273.0
270.0,150.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,435.0,1029.0,1040.0,154.0,151.0,159.0,109.0,111.0,129.0,111.0,0.0,0.0,395.0,1.0,36.0,0.0,364.0,186.0,355.0,0.0,1.0,0.0,0.0,1022.0,1041.0,16.0,16.0,375.0,216.0
269.0,150.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,434.0,1030.0,1040.0,153.0,151.0,159.0,123.0,126.0,138.0,111.0,0.0,0.0,395.0,1.0,25.0,0.0,364.0,186.0,355.0,0.0,1.0,0.0,0.0,1019.0,1039.0,10.0,14.0,373.0,218.0
267.0,149.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,434.0,1030.0,1040.0,148.0,147.0,157.0,101.0,101.0,122.0,111.0,0.0,0.0,394.0,1.0,30.0,0.0,364.0,186.0,355.0,0.0,1.0,0.0,0.0,1019.0,1039.0,13.0,17.0,370.0,221.0
271.0,150.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,434.0,1030.0,1039.0,155.0,153.0,160.0,101.0,100.0,121.0,114.0,0.0,0.0,394.0,2.0,44.0,0.0,364.0,186.0,355.0,0.0,1.0,0.0,0.0,1019.0,1039.0,21.0,29.0,371.0,286.0
270.0,150.0,34.0,0.0,0.0,23.0,9.0,0.0,6.0,435.0,434.0,1029.0,1038.0,148.0,147.0,156.0,99.0,100.0,116.0,131.0,0.0,0.0,394.0,3.0,53.0,0.0,364.0,186.0,355.0,0.0,1.0,0.0,0.0,1019.0,1032.0,25.0,27.0,370.0,296.0
287.0,156.0,33.0,0.0,106.0,111.0,178.0,0.0,111.0,434.0,434.0,1028.0,1038.0,156.0,150.0,161.0,137.0,152.0,150.0,134.0,0.0,0.0,393.0,2.0,51.0,0.0,359.0,186.0,355.0,0.0,1.0,0.0,0.0,1019.0,1036.0,22.0,32.0,370.0,295.0
