Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,437.0,0.0,1043.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,57.0,60.0,0.0,231.0,206.0,0.0,121.0,276.0,484.0,490.0,1021.0,1042.0,40.0,60.0,0.0,268.0
0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,436.0,0.0,1043.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,35.0,48.0,0.0,215.0,206.0,0.0,117.0,267.0,485.0,490.0,1020.0,1042.0,24.0,33.0,0.0,284.0
0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,436.0,0.0,1043.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,20.0,35.0,0.0,243.0,206.0,0.0,117.0,281.0,485.0,490.0,1021.0,1042.0,21.0,27.0,0.0,289.0
0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,436.0,0.0,1043.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,8.0,10.0,0.0,277.0,206.0,0.0,119.0,292.0,485.0,490.0,1021.0,1042.0,7.0,7.0,0.0,280.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,437.0,0.0,1045.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,2.0,1.0,0.0,229.0,206.0,0.0,122.0,270.0,485.0,490.0,1021.0,1042.0,0.0,0.0,0.0,279.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,437.0,0.0,1045.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,1.0,0.0,0.0,253.0,206.0,0.0,120.0,292.0,486.0,490.0,1022.0,1042.0,0.0,0.0,0.0,260.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,437.0,0.0,1045.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,243.0,206.0,0.0,118.0,290.0,487.0,490.0,1024.0,1042.0,0.0,0.0,0.0,268.0
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,437.0,0.0,1045.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,3.0,2.0,0.0,228.0,206.0,0.0,116.0,273.0,487.0,490.0,1021.0,1042.0,0.0,0.0,0.0,276.0
