Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,EDF Luminus Seraing GT1,EDF Luminus Seraing GT2,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Norther Offshore WP,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,Rentel Offshore WP,SAINT-GHISLAIN STEG,SERAING TV,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,VILVOORDE GT,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
222.0,132.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,449.0,433.0,0.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,1.0,1.0,0.0,0.0,202.0,0.0,12.0,0.0,96.0,364.0,463.0,480.0,0.0,1017.0,0.0,0.0,0.0,231.0,294.0
209.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.0,433.0,0.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,7.0,0.0,0.0,0.0,203.0,4.0,0.0,0.0,93.0,357.0,464.0,480.0,0.0,1019.0,0.0,0.0,0.0,232.0,291.0
219.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.0,433.0,0.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,3.0,0.0,0.0,99.0,350.0,465.0,480.0,0.0,1019.0,0.0,0.0,0.0,232.0,283.0
189.0,119.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,449.0,433.0,0.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,5.0,17.0,3.0,0.0,0.0,202.0,9.0,0.0,0.0,99.0,286.0,466.0,480.0,0.0,1019.0,2.0,0.0,0.0,233.0,294.0
173.0,116.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,433.0,0.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,5.0,33.0,7.0,0.0,0.0,202.0,10.0,0.0,0.0,102.0,273.0,466.0,481.0,0.0,1019.0,2.0,1.0,0.0,234.0,290.0
210.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.0,433.0,0.0,1027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,1.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,101.0,308.0,466.0,481.0,0.0,1023.0,0.0,0.0,0.0,350.0,289.0
217.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,432.0,0.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,100.0,365.0,466.0,481.0,0.0,1025.0,0.0,0.0,0.0,364.0,276.0
195.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,432.0,0.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,100.0,340.0,467.0,481.0,0.0,1025.0,0.0,0.0,0.0,365.0,284.0
