Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,EDF Luminus Seraing GT1,EDF Luminus Seraing GT2,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,Rentel Offshore WP,SAINT-GHISLAIN STEG,SERAING TV,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,VILVOORDE GT,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
188.0,123.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028.0,0.0,149.0,92.0,143.0,157.0,158.0,136.0,68.0,124.0,0.0,392.0,16.0,19.0,0.0,363.0,205.0,25.0,279.0,161.0,127.0,325.0,482.0,494.0,0.0,0.0,11.0,14.0,0.0,356.0,156.0
285.0,150.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028.0,0.0,150.0,110.0,149.0,156.0,158.0,136.0,101.0,136.0,0.0,391.0,15.0,11.0,0.0,363.0,204.0,21.0,275.0,161.0,127.0,320.0,482.0,494.0,0.0,0.0,9.0,12.0,0.0,357.0,200.0
293.0,154.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029.0,0.0,108.0,115.0,134.0,151.0,152.0,136.0,64.0,120.0,0.0,389.0,11.0,10.0,0.0,362.0,205.0,17.0,309.0,158.0,127.0,361.0,484.0,494.0,0.0,0.0,8.0,9.0,0.0,359.0,257.0
292.0,153.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,0.0,107.0,119.0,134.0,153.0,155.0,135.0,96.0,130.0,0.0,387.0,8.0,18.0,0.0,362.0,204.0,31.0,298.0,159.0,127.0,349.0,483.0,494.0,0.0,0.0,14.0,14.0,0.0,360.0,243.0
168.0,116.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,0.0,79.0,61.0,101.0,158.0,159.0,135.0,96.0,133.0,0.0,387.0,22.0,23.0,0.0,362.0,205.0,32.0,305.0,161.0,127.0,353.0,483.0,494.0,0.0,0.0,13.0,15.0,0.0,358.0,209.0
289.0,150.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029.0,0.0,109.0,99.0,123.0,153.0,154.0,136.0,73.0,124.0,0.0,387.0,31.0,30.0,0.0,362.0,205.0,39.0,293.0,157.0,127.0,342.0,484.0,493.0,0.0,0.0,17.0,18.0,0.0,359.0,244.0
293.0,153.0,19.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1029.0,0.0,153.0,114.0,149.0,148.0,149.0,136.0,91.0,130.0,0.0,389.0,27.0,25.0,0.0,362.0,205.0,35.0,290.0,156.0,127.0,334.0,484.0,494.0,0.0,0.0,16.0,20.0,147.0,359.0,273.0
293.0,153.0,15.0,0.0,117.0,0.0,0.0,203.0,0.0,0.0,0.0,1028.0,0.0,152.0,148.0,161.0,145.0,145.0,135.0,142.0,147.0,0.0,390.0,20.0,18.0,20.0,362.0,204.0,30.0,341.0,153.0,127.0,390.0,484.0,493.0,0.0,0.0,15.0,18.0,261.0,353.0,305.0
