Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,ESCH-SUR-ALZETTE STEG,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
181.0,121.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,109.0,0.0,204.0,0.0,0.0,208.0,140.0,119.0,273.0,481.0,497.0,0.0,0.0,144.0,157.0,229.0,216.0
176.0,119.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,72.0,0.0,204.0,0.0,0.0,209.0,136.0,117.0,269.0,481.0,497.0,0.0,0.0,144.0,157.0,229.0,206.0
188.0,123.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,70.0,0.0,204.0,0.0,0.0,208.0,135.0,117.0,275.0,481.0,497.0,0.0,0.0,143.0,154.0,229.0,226.0
171.0,118.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,88.0,0.0,72.0,0.0,201.0,0.0,0.0,208.0,146.0,117.0,273.0,481.0,497.0,0.0,0.0,142.0,154.0,229.0,218.0
166.0,117.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,88.0,0.0,114.0,0.0,201.0,0.0,0.0,208.0,147.0,114.0,270.0,481.0,497.0,0.0,0.0,130.0,153.0,229.0,242.0
160.0,114.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,80.0,0.0,166.0,14.0,186.0,0.0,0.0,208.0,167.0,112.0,276.0,481.0,497.0,0.0,0.0,114.0,146.0,231.0,239.0
193.0,126.0,112.0,0.0,0.0,14.0,0.0,0.0,175.0,0.0,0.0,0.0,1032.0,0.0,0.0,0.0,337.0,0.0,0.0,0.0,96.0,0.0,212.0,77.0,157.0,4.0,0.0,208.0,322.0,114.0,310.0,481.0,497.0,0.0,0.0,96.0,121.0,352.0,238.0
217.0,133.0,76.0,0.0,0.0,94.0,0.0,0.0,116.0,0.0,0.0,0.0,1031.0,0.0,0.0,0.0,364.0,0.0,0.0,0.0,96.0,0.0,220.0,194.0,111.0,6.0,0.0,208.0,237.0,122.0,304.0,481.0,497.0,0.0,0.0,66.0,85.0,338.0,242.0
