Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,ESCH-SUR-ALZETTE STEG,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
135.0,106.0,31.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,1034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,197.0,186.0,0.0,48.0,0.0,0.0,209.0,0.0,0.0,290.0,479.0,498.0,0.0,0.0,27.0,32.0,229.0,235.0
150.0,111.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,182.0,128.0,0.0,41.0,0.0,0.0,209.0,0.0,0.0,293.0,480.0,498.0,0.0,0.0,21.0,25.0,229.0,226.0
178.0,120.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,138.0,103.0,0.0,24.0,0.0,0.0,208.0,0.0,0.0,300.0,481.0,498.0,0.0,0.0,13.0,13.0,229.0,214.0
179.0,120.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,144.0,111.0,0.0,14.0,0.0,0.0,208.0,0.0,0.0,301.0,481.0,498.0,0.0,0.0,7.0,7.0,229.0,232.0
168.0,117.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,187.0,147.0,0.0,11.0,0.0,0.0,208.0,0.0,0.0,298.0,480.0,497.0,0.0,0.0,6.0,5.0,229.0,218.0
120.0,102.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,218.0,175.0,0.0,11.0,0.0,0.0,208.0,0.0,0.0,290.0,479.0,497.0,0.0,0.0,6.0,7.0,229.0,218.0
133.0,106.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,219.0,199.0,0.0,13.0,0.0,0.0,208.0,0.0,0.0,275.0,479.0,497.0,0.0,0.0,8.0,10.0,229.0,229.0
143.0,109.0,12.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,1032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,219.0,219.0,0.0,21.0,0.0,0.0,208.0,0.0,0.0,299.0,481.0,497.0,0.0,0.0,11.0,13.0,229.0,215.0
