Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
241.0,139.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,63.0,70.0,0.0,0.0,205.0,0.0,89.0,317.0,455.0,477.0,993.0,0.0,53.0,57.0,229.0,252.0
232.0,135.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,97.0,104.0,0.0,0.0,204.0,0.0,89.0,297.0,456.0,476.0,994.0,0.0,72.0,76.0,272.0,245.0
239.0,138.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,40.0,51.0,0.0,0.0,206.0,0.0,89.0,350.0,458.0,476.0,996.0,0.0,35.0,43.0,360.0,239.0
230.0,134.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,49.0,61.0,0.0,0.0,205.0,54.0,89.0,359.0,459.0,476.0,997.0,0.0,38.0,42.0,358.0,287.0
213.0,128.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,72.0,81.0,0.0,0.0,206.0,326.0,89.0,340.0,460.0,476.0,999.0,0.0,48.0,57.0,357.0,192.0
237.0,136.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,107.0,93.0,100.0,0.0,0.0,205.0,329.0,89.0,369.0,462.0,477.0,1000.0,0.0,54.0,59.0,358.0,235.0
262.0,145.0,38.0,0.0,72.0,0.0,0.0,54.0,171.0,0.0,0.0,0.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,367.0,61.0,83.0,0.0,0.0,205.0,330.0,89.0,382.0,463.0,477.0,1004.0,0.0,43.0,45.0,360.0,219.0
280.0,151.0,37.0,0.0,12.0,0.0,0.0,96.0,165.0,0.0,0.0,0.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,382.0,64.0,88.0,0.0,0.0,205.0,330.0,91.0,356.0,461.0,477.0,1007.0,0.0,49.0,54.0,358.0,226.0
