Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
169.0,113.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,436.0,0.0,1041.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,50.0,64.0,0.0,0.0,205.0,0.0,127.0,0.0,488.0,493.0,1020.0,0.0,24.0,56.0,0.0,256.0
204.0,126.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,436.0,0.0,1041.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,87.0,82.0,0.0,0.0,206.0,0.0,127.0,0.0,488.0,493.0,1019.0,0.0,27.0,56.0,0.0,254.0
189.0,122.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,436.0,0.0,1042.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,77.0,76.0,0.0,0.0,206.0,0.0,126.0,0.0,488.0,493.0,1020.0,0.0,34.0,60.0,0.0,243.0
158.0,111.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,436.0,0.0,1042.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,101.0,91.0,0.0,0.0,206.0,0.0,127.0,0.0,488.0,494.0,1014.0,0.0,35.0,54.0,0.0,250.0
193.0,122.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,436.0,0.0,1042.0,0.0,0.0,0.0,0.0,1.0,0.0,51.0,0.0,72.0,63.0,0.0,0.0,206.0,0.0,128.0,0.0,487.0,493.0,1015.0,0.0,34.0,52.0,0.0,241.0
162.0,113.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,436.0,0.0,1042.0,0.0,0.0,0.0,0.0,68.0,14.0,100.0,0.0,63.0,54.0,0.0,83.0,206.0,0.0,128.0,0.0,487.0,493.0,1022.0,0.0,37.0,48.0,0.0,264.0
236.0,138.0,74.0,0.0,0.0,0.0,137.0,0.0,0.0,433.0,435.0,0.0,1042.0,0.0,0.0,0.0,0.0,103.0,59.0,96.0,0.0,0.0,0.0,0.0,177.0,206.0,0.0,129.0,0.0,487.0,494.0,1022.0,0.0,39.0,50.0,0.0,295.0
287.0,153.0,78.0,112.0,98.0,114.0,160.0,156.0,165.0,433.0,436.0,0.0,1041.0,0.0,0.0,0.0,0.0,148.0,76.0,112.0,0.0,0.0,0.0,0.0,324.0,206.0,0.0,128.0,0.0,487.0,494.0,1021.0,0.0,43.0,67.0,0.0,298.0
