Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,ESCH-SUR-ALZETTE STEG,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
164.0,114.0,4.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,431.0,0.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,200.0,0.0,0.0,6.0,0.0,0.0,209.0,0.0,90.0,312.0,0.0,0.0,0.0,1010.0,1.0,3.0,348.0,246.0
172.0,117.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,198.0,0.0,0.0,4.0,0.0,0.0,209.0,0.0,91.0,318.0,0.0,0.0,0.0,1011.0,0.0,0.0,350.0,243.0
171.0,116.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,0.0,1017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,188.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,91.0,317.0,0.0,0.0,0.0,1014.0,0.0,2.0,358.0,258.0
168.0,116.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,0.0,1019.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,174.0,0.0,0.0,4.0,0.0,0.0,208.0,0.0,90.0,314.0,0.0,0.0,0.0,1014.0,0.0,1.0,359.0,241.0
163.0,115.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,0.0,1019.0,28.0,0.0,3.0,0.0,0.0,0.0,0.0,78.0,160.0,0.0,0.0,1.0,0.0,0.0,209.0,0.0,90.0,332.0,0.0,0.0,0.0,1016.0,0.0,0.0,366.0,289.0
137.0,106.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,0.0,1019.0,71.0,0.0,33.0,0.0,0.0,0.0,0.0,80.0,163.0,0.0,112.0,2.0,0.0,0.0,208.0,60.0,90.0,328.0,0.0,0.0,0.0,1018.0,1.0,2.0,364.0,262.0
145.0,108.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,0.0,1019.0,103.0,0.0,59.0,0.0,0.0,0.0,0.0,80.0,162.0,0.0,328.0,6.0,0.0,0.0,208.0,206.0,91.0,326.0,0.0,0.0,0.0,1018.0,3.0,2.0,366.0,281.0
145.0,108.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,1017.0,84.0,0.0,53.0,0.0,0.0,0.0,0.0,80.0,176.0,0.0,370.0,13.0,4.0,0.0,209.0,169.0,98.0,325.0,0.0,0.0,0.0,1018.0,7.0,7.0,364.0,280.0
