Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,ESCH-SUR-ALZETTE STEG,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
157.0,113.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,1031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,200.0,0.0,0.0,203.0,0.0,292.0,209.0,0.0,0.0,0.0,481.0,499.0,0.0,0.0,130.0,145.0,229.0,300.0
162.0,115.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,1032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,205.0,0.0,0.0,203.0,0.0,260.0,209.0,0.0,0.0,0.0,481.0,499.0,0.0,0.0,131.0,147.0,229.0,301.0
122.0,103.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,205.0,0.0,0.0,180.0,0.0,236.0,209.0,0.0,0.0,0.0,481.0,499.0,0.0,0.0,104.0,124.0,229.0,300.0
160.0,113.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,210.0,0.0,0.0,168.0,0.0,294.0,209.0,0.0,0.0,0.0,481.0,499.0,0.0,0.0,78.0,81.0,229.0,299.0
189.0,123.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,1033.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,101.0,225.0,0.0,70.0,176.0,0.0,291.0,209.0,0.0,0.0,0.0,481.0,499.0,0.0,0.0,76.0,74.0,229.0,297.0
162.0,115.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,1033.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,100.0,228.0,0.0,168.0,187.0,0.0,273.0,208.0,152.0,0.0,0.0,481.0,499.0,0.0,0.0,89.0,97.0,229.0,290.0
209.0,131.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,1032.0,0.0,0.0,0.0,343.0,0.0,0.0,0.0,94.0,227.0,0.0,359.0,203.0,0.0,237.0,208.0,280.0,0.0,0.0,481.0,499.0,0.0,0.0,126.0,130.0,344.0,290.0
222.0,136.0,150.0,59.0,0.0,0.0,0.0,0.0,189.0,0.0,440.0,0.0,1032.0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,96.0,227.0,0.0,385.0,203.0,0.0,239.0,208.0,345.0,0.0,0.0,482.0,499.0,0.0,0.0,125.0,131.0,358.0,292.0
