Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,ESCH-SUR-ALZETTE STEG,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
111.0,100.0,42.0,0.0,0.0,0.0,0.0,2.0,53.0,0.0,439.0,0.0,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0,0.0,50.0,0.0,223.0,209.0,0.0,0.0,0.0,484.0,492.0,0.0,0.0,27.0,43.0,0.0,253.0
131.0,106.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,0.0,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,0.0,0.0,52.0,0.0,248.0,209.0,0.0,0.0,0.0,484.0,492.0,0.0,0.0,13.0,19.0,0.0,264.0
167.0,116.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,0.0,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0,0.0,63.0,0.0,283.0,209.0,0.0,0.0,0.0,485.0,492.0,0.0,0.0,17.0,21.0,0.0,251.0
187.0,123.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,0.0,1034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,48.0,0.0,266.0,209.0,0.0,0.0,0.0,484.0,492.0,0.0,0.0,16.0,25.0,0.0,260.0
178.0,121.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,0.0,1034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,27.0,0.0,240.0,208.0,0.0,0.0,0.0,484.0,492.0,0.0,0.0,11.0,24.0,0.0,265.0
127.0,106.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,0.0,1035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,25.0,0.0,221.0,208.0,0.0,0.0,0.0,484.0,492.0,0.0,0.0,7.0,19.0,0.0,253.0
118.0,102.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,1035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,0.0,0.0,28.0,0.0,232.0,208.0,0.0,0.0,0.0,484.0,492.0,0.0,0.0,12.0,34.0,0.0,249.0
121.0,104.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,1035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,44.0,0.0,235.0,208.0,0.0,0.0,0.0,484.0,492.0,0.0,0.0,22.0,44.0,0.0,271.0
