Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
185.0,121.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,437.0,0.0,1044.0,0.0,0.0,0.0,0.0,44.0,20.0,53.0,392.0,7.0,11.0,0.0,365.0,205.0,33.0,0.0,417.0,491.0,492.0,1028.0,1042.0,2.0,5.0,381.0,263.0
184.0,120.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,437.0,0.0,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,392.0,3.0,8.0,0.0,365.0,205.0,0.0,0.0,417.0,491.0,492.0,1028.0,1042.0,1.0,3.0,381.0,252.0
204.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,436.0,0.0,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,392.0,1.0,2.0,0.0,365.0,206.0,0.0,0.0,417.0,492.0,492.0,1029.0,1042.0,0.0,0.0,380.0,282.0
180.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,436.0,0.0,1045.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,220.0,2.0,1.0,0.0,365.0,205.0,0.0,0.0,339.0,491.0,492.0,1029.0,1042.0,0.0,0.0,382.0,277.0
165.0,114.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,436.0,0.0,1045.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,179.0,6.0,6.0,0.0,365.0,205.0,0.0,0.0,330.0,491.0,492.0,1028.0,1042.0,1.0,1.0,381.0,247.0
172.0,116.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,436.0,0.0,1045.0,22.0,0.0,0.0,0.0,54.0,9.0,52.0,357.0,4.0,5.0,0.0,364.0,205.0,0.0,0.0,415.0,491.0,492.0,1028.0,1042.0,1.0,2.0,381.0,257.0
167.0,114.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,436.0,0.0,1045.0,88.0,53.0,51.0,69.0,91.0,59.0,52.0,391.0,4.0,4.0,0.0,364.0,205.0,141.0,0.0,417.0,491.0,492.0,1028.0,1042.0,1.0,1.0,381.0,261.0
210.0,128.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,435.0,436.0,0.0,1044.0,142.0,144.0,147.0,141.0,157.0,152.0,52.0,392.0,0.0,0.0,0.0,361.0,202.0,346.0,0.0,416.0,492.0,492.0,1029.0,1041.0,0.0,0.0,375.0,301.0
