Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,EDF Luminus Seraing GT1,EDF Luminus Seraing GT2,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Norther Offshore WP,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,Rentel Offshore WP,SAINT-GHISLAIN STEG,SERAING TV,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,VILVOORDE GT,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
242.0,140.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,449.0,432.0,0.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,6.0,37.0,4.0,0.0,0.0,180.0,17.0,0.0,0.0,91.0,380.0,466.0,484.0,0.0,1033.0,4.0,4.0,0.0,0.0,296.0
158.0,113.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,449.0,432.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,13.0,35.0,14.0,0.0,0.0,183.0,23.0,0.0,0.0,91.0,339.0,468.0,484.0,0.0,1032.0,4.0,6.0,0.0,0.0,296.0
195.0,123.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,431.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,25.0,32.0,29.0,0.0,0.0,189.0,32.0,0.0,0.0,92.0,345.0,469.0,484.0,0.0,1032.0,8.0,8.0,0.0,102.0,296.0
180.0,119.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,431.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,43.0,52.0,40.0,0.0,0.0,193.0,62.0,0.0,0.0,98.0,323.0,469.0,484.0,0.0,1031.0,16.0,18.0,0.0,127.0,296.0
76.0,84.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,431.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,40.0,57.0,35.0,0.0,0.0,148.0,59.0,0.0,0.0,96.0,246.0,471.0,484.0,0.0,1032.0,18.0,19.0,0.0,231.0,290.0
159.0,111.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,431.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,30.0,34.0,22.0,0.0,0.0,150.0,39.0,0.0,0.0,98.0,272.0,472.0,484.0,0.0,1032.0,10.0,11.0,0.0,340.0,256.0
206.0,126.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,431.0,0.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,44.0,70.0,42.0,0.0,0.0,198.0,65.0,0.0,0.0,98.0,346.0,472.0,484.0,0.0,1031.0,20.0,22.0,0.0,364.0,254.0
207.0,128.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,449.0,433.0,0.0,1027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,43.0,76.0,43.0,0.0,0.0,203.0,59.0,0.0,0.0,93.0,356.0,473.0,484.0,0.0,1030.0,19.0,19.0,0.0,363.0,292.0
