Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
164.0,115.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,0.0,1034.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,6.0,4.0,0.0,0.0,203.0,0.0,89.0,0.0,475.0,485.0,1022.0,0.0,0.0,0.0,0.0,0.0
148.0,109.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,0.0,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,6.0,3.0,0.0,0.0,198.0,0.0,89.0,0.0,475.0,485.0,1022.0,0.0,0.0,1.0,0.0,0.0
194.0,123.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,0.0,1034.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,6.0,3.0,0.0,0.0,202.0,0.0,89.0,0.0,477.0,485.0,1023.0,0.0,1.0,4.0,0.0,0.0
175.0,117.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,0.0,1034.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,8.0,7.0,0.0,0.0,201.0,0.0,91.0,0.0,477.0,485.0,1023.0,0.0,3.0,6.0,0.0,0.0
149.0,110.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,0.0,1034.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,7.0,7.0,0.0,0.0,195.0,0.0,91.0,0.0,477.0,487.0,1024.0,0.0,3.0,7.0,0.0,0.0
167.0,115.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,0.0,1034.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,8.0,9.0,0.0,0.0,196.0,0.0,89.0,0.0,477.0,487.0,1023.0,0.0,5.0,7.0,0.0,0.0
166.0,115.0,2.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,433.0,0.0,1034.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,6.0,6.0,0.0,0.0,195.0,0.0,94.0,0.0,477.0,487.0,1023.0,0.0,2.0,3.0,0.0,0.0
177.0,119.0,2.0,0.0,100.0,0.0,0.0,140.0,144.0,0.0,433.0,0.0,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,7.0,13.0,0.0,0.0,194.0,0.0,100.0,0.0,475.0,487.0,1023.0,0.0,5.0,6.0,0.0,0.0
