Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,Rentel Offshore WP,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
247.0,141.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1015.0,0.0,121.0,123.0,140.0,0.0,113.0,64.0,23.0,391.0,142.0,173.0,0.0,328.0,89.0,193.0,234.0,109.0,410.0,432.0,453.0,0.0,0.0,67.0,112.0,373.0,97.0
199.0,125.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1015.0,0.0,104.0,105.0,128.0,0.0,114.0,65.0,23.0,225.0,146.0,168.0,0.0,328.0,100.0,183.0,184.0,109.0,411.0,432.0,453.0,0.0,0.0,68.0,126.0,374.0,97.0
141.0,105.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1017.0,0.0,59.0,56.0,87.0,0.0,95.0,58.0,23.0,174.0,148.0,179.0,0.0,278.0,132.0,226.0,144.0,109.0,336.0,432.0,453.0,0.0,0.0,84.0,142.0,374.0,97.0
220.0,131.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.0,0.0,87.0,88.0,110.0,0.0,113.0,64.0,23.0,173.0,135.0,154.0,0.0,188.0,172.0,168.0,183.0,109.0,244.0,432.0,454.0,0.0,0.0,50.0,104.0,374.0,97.0
139.0,106.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.0,0.0,82.0,83.0,109.0,0.0,119.0,66.0,23.0,360.0,137.0,161.0,0.0,335.0,184.0,179.0,184.0,109.0,331.0,432.0,453.0,0.0,0.0,57.0,110.0,373.0,97.0
170.0,114.0,98.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,1018.0,0.0,114.0,115.0,132.0,0.0,116.0,65.0,23.0,377.0,109.0,132.0,0.0,299.0,182.0,144.0,231.0,109.0,403.0,432.0,454.0,0.0,0.0,47.0,88.0,374.0,97.0
285.0,153.0,54.0,0.0,0.0,5.0,0.0,0.0,98.0,0.0,0.0,1018.0,0.0,132.0,134.0,150.0,0.0,136.0,72.0,23.0,391.0,60.0,72.0,4.0,360.0,192.0,75.0,336.0,109.0,412.0,432.0,454.0,0.0,0.0,26.0,44.0,375.0,97.0
287.0,154.0,32.0,57.0,0.0,110.0,0.0,183.0,191.0,0.0,0.0,1018.0,0.0,148.0,149.0,160.0,0.0,146.0,76.0,23.0,393.0,43.0,48.0,34.0,362.0,204.0,49.0,338.0,109.0,413.0,439.0,454.0,0.0,0.0,18.0,38.0,378.0,97.0
289.0,154.0,25.0,0.0,0.0,90.0,0.0,9.0,127.0,0.0,0.0,1020.0,0.0,147.0,150.0,161.0,0.0,141.0,75.0,23.0,393.0,35.0,43.0,7.0,306.0,205.0,43.0,338.0,109.0,413.0,438.0,455.0,0.0,0.0,15.0,32.0,375.0,98.0
286.0,154.0,17.0,0.0,0.0,39.0,0.0,0.0,93.0,0.0,0.0,1021.0,0.0,146.0,149.0,161.0,0.0,133.0,71.0,23.0,315.0,27.0,33.0,0.0,240.0,204.0,32.0,338.0,109.0,382.0,438.0,457.0,0.0,0.0,9.0,16.0,374.0,85.0
285.0,154.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1020.0,0.0,145.0,149.0,161.0,0.0,89.0,56.0,23.0,271.0,18.0,22.0,0.0,253.0,204.0,24.0,337.0,109.0,346.0,428.0,460.0,0.0,0.0,8.0,13.0,372.0,93.0
