Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
218.0,134.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,409.0,1023.0,1036.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,76.0,0.0,82.0,208.0,0.0,120.0,280.0,483.0,496.0,1030.0,1045.0,53.0,57.0,229.0,262.0
200.0,128.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,409.0,1023.0,1036.0,16.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,73.0,0.0,27.0,208.0,0.0,120.0,274.0,483.0,496.0,1030.0,1044.0,45.0,44.0,230.0,247.0
183.0,122.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,409.0,1023.0,1036.0,37.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,53.0,0.0,0.0,208.0,0.0,122.0,272.0,482.0,495.0,1031.0,1044.0,38.0,28.0,229.0,234.0
219.0,132.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,409.0,1024.0,1038.0,45.0,0.0,9.0,0.0,18.0,0.0,101.0,0.0,0.0,0.0,31.0,0.0,0.0,208.0,0.0,129.0,282.0,483.0,496.0,1030.0,1044.0,21.0,15.0,229.0,257.0
236.0,141.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,408.0,1025.0,1038.0,52.0,1.0,21.0,8.0,97.0,42.0,101.0,0.0,0.0,7.0,13.0,0.0,0.0,208.0,0.0,129.0,287.0,483.0,495.0,1031.0,1044.0,11.0,7.0,230.0,265.0
214.0,135.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,432.0,408.0,1026.0,1038.0,94.0,66.0,52.0,109.0,149.0,110.0,103.0,0.0,0.0,171.0,6.0,0.0,0.0,216.0,128.0,129.0,375.0,482.0,496.0,1031.0,1045.0,2.0,1.0,359.0,292.0
268.0,147.0,0.0,0.0,8.0,74.0,170.0,91.0,0.0,431.0,408.0,1025.0,1038.0,148.0,152.0,158.0,163.0,159.0,160.0,102.0,0.0,0.0,350.0,4.0,0.0,0.0,225.0,344.0,129.0,375.0,482.0,496.0,1030.0,1045.0,0.0,0.0,375.0,293.0
295.0,158.0,0.0,31.0,126.0,126.0,195.0,196.0,0.0,432.0,409.0,1026.0,1040.0,148.0,152.0,162.0,162.0,158.0,160.0,106.0,0.0,0.0,385.0,1.0,69.0,0.0,225.0,353.0,129.0,383.0,480.0,496.0,1029.0,1045.0,0.0,0.0,380.0,297.0
294.0,158.0,1.0,96.0,110.0,98.0,176.0,176.0,84.0,433.0,410.0,1027.0,1042.0,148.0,151.0,162.0,161.0,157.0,160.0,100.0,0.0,0.0,385.0,1.0,69.0,0.0,225.0,352.0,129.0,360.0,483.0,496.0,1029.0,1045.0,0.0,0.0,381.0,296.0
293.0,158.0,4.0,1.0,2.0,91.0,17.0,3.0,0.0,432.0,408.0,1025.0,1037.0,109.0,109.0,134.0,161.0,157.0,160.0,99.0,0.0,0.0,387.0,4.0,5.0,0.0,225.0,350.0,129.0,342.0,483.0,494.0,1029.0,1045.0,0.0,0.0,378.0,297.0
292.0,158.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,409.0,1024.0,1036.0,102.0,102.0,125.0,159.0,156.0,159.0,101.0,0.0,0.0,387.0,6.0,1.0,0.0,214.0,349.0,129.0,350.0,481.0,491.0,1030.0,1045.0,0.0,1.0,378.0,256.0
