Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,Rentel Offshore WP,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen,EDF Luminus Seraing GT1,EDF Luminus Seraing GT2,SERAING TV
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
266.0,146.0,24.0,0.0,0.0,0.0,0.0,28.0,188.0,0.0,0.0,1015.0,0.0,137.0,143.0,156.0,0.0,117.0,65.0,24.0,382.0,44.0,38.0,3.0,347.0,0.0,57.0,324.0,69.0,354.0,0.0,0.0,0.0,0.0,22.0,42.0,362.0,297.0,0.0,0.0,0.0
265.0,145.0,27.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,1014.0,0.0,137.0,143.0,156.0,0.0,139.0,72.0,24.0,381.0,48.0,48.0,0.0,336.0,0.0,59.0,323.0,69.0,339.0,0.0,0.0,0.0,0.0,18.0,29.0,359.0,298.0,0.0,0.0,0.0
265.0,146.0,26.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,1014.0,0.0,136.0,142.0,156.0,0.0,137.0,71.0,24.0,380.0,47.0,49.0,0.0,344.0,0.0,60.0,323.0,69.0,351.0,0.0,0.0,0.0,0.0,18.0,31.0,358.0,295.0,0.0,0.0,0.0
263.0,145.0,29.0,31.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,1012.0,0.0,136.0,142.0,156.0,0.0,136.0,71.0,24.0,379.0,51.0,66.0,0.0,348.0,0.0,104.0,322.0,69.0,363.0,0.0,0.0,0.0,0.0,43.0,52.0,357.0,296.0,0.0,12.0,0.0
260.0,145.0,37.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,1012.0,0.0,123.0,127.0,147.0,0.0,136.0,70.0,24.0,378.0,63.0,70.0,0.0,282.0,0.0,96.0,320.0,69.0,300.0,0.0,0.0,0.0,0.0,42.0,59.0,357.0,296.0,0.0,41.0,0.0
257.0,144.0,33.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.0,0.0,119.0,122.0,143.0,0.0,135.0,69.0,25.0,373.0,51.0,62.0,0.0,254.0,0.0,98.0,317.0,69.0,302.0,0.0,0.0,0.0,0.0,40.0,73.0,355.0,299.0,0.0,38.0,0.0
253.0,142.0,26.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010.0,0.0,118.0,121.0,143.0,0.0,135.0,69.0,24.0,371.0,37.0,39.0,0.0,277.0,0.0,60.0,315.0,69.0,308.0,0.0,0.0,0.0,0.0,16.0,26.0,354.0,298.0,0.0,38.0,9.0
250.0,141.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.0,0.0,121.0,125.0,145.0,0.0,134.0,69.0,24.0,371.0,19.0,21.0,0.0,325.0,0.0,23.0,314.0,69.0,320.0,0.0,0.0,0.0,0.0,3.0,7.0,353.0,299.0,39.0,45.0,30.0
249.0,141.0,12.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.0,0.0,122.0,125.0,145.0,0.0,134.0,69.0,24.0,375.0,15.0,14.0,0.0,275.0,0.0,16.0,313.0,69.0,319.0,0.0,0.0,0.0,0.0,2.0,5.0,353.0,299.0,78.0,75.0,103.0
250.0,142.0,6.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1008.0,0.0,125.0,128.0,148.0,0.0,137.0,71.0,23.0,376.0,9.0,6.0,0.0,226.0,0.0,18.0,313.0,69.0,339.0,0.0,0.0,0.0,0.0,5.0,7.0,354.0,298.0,76.0,78.0,108.0
254.0,143.0,0.0,134.0,0.0,32.0,2.0,0.0,199.0,0.0,0.0,1010.0,0.0,128.0,132.0,151.0,0.0,139.0,72.0,23.0,379.0,0.0,0.0,5.0,336.0,0.0,0.0,315.0,69.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,298.0,83.0,85.0,112.0
263.0,146.0,0.0,128.0,0.0,126.0,90.0,0.0,199.0,0.0,0.0,1012.0,0.0,120.0,124.0,145.0,0.0,140.0,73.0,23.0,382.0,0.0,0.0,19.0,340.0,0.0,0.0,321.0,69.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0,298.0,111.0,113.0,133.0
271.0,148.0,0.0,87.0,0.0,89.0,54.0,0.0,179.0,0.0,0.0,1012.0,0.0,137.0,142.0,156.0,0.0,141.0,73.0,23.0,383.0,0.0,0.0,0.0,316.0,0.0,0.0,325.0,69.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,298.0,82.0,84.0,113.0
277.0,149.0,0.0,41.0,0.0,3.0,0.0,0.0,166.0,0.0,0.0,1012.0,0.0,139.0,144.0,157.0,0.0,142.0,73.0,24.0,384.0,0.0,0.0,20.0,296.0,0.0,0.0,326.0,69.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,297.0,94.0,100.0,122.0
282.0,151.0,0.0,101.0,0.0,0.0,0.0,0.0,189.0,0.0,0.0,1012.0,0.0,140.0,145.0,158.0,0.0,141.0,73.0,23.0,384.0,0.0,0.0,0.0,285.0,0.0,0.0,328.0,69.0,382.0,0.0,0.0,0.0,0.0,0.0,0.0,368.0,299.0,0.0,95.0,52.0
285.0,152.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1011.0,0.0,141.0,19.0,91.0,0.0,113.0,64.0,23.0,385.0,0.0,0.0,0.0,280.0,0.0,0.0,329.0,69.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,369.0,299.0,0.0,0.0,0.0
284.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010.0,0.0,143.0,0.0,75.0,0.0,106.0,61.0,23.0,384.0,0.0,0.0,0.0,267.0,0.0,0.0,330.0,69.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,369.0,300.0,0.0,0.0,0.0
289.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010.0,0.0,128.0,0.0,69.0,0.0,95.0,57.0,23.0,384.0,0.0,0.0,25.0,274.0,0.0,0.0,315.0,69.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,369.0,295.0,0.0,0.0,0.0
289.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010.0,0.0,82.0,0.0,49.0,0.0,113.0,63.0,23.0,207.0,0.0,0.0,0.0,279.0,0.0,0.0,155.0,69.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,369.0,296.0,0.0,0.0,0.0
270.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1011.0,0.0,83.0,0.0,49.0,0.0,104.0,61.0,23.0,174.0,0.0,0.0,0.0,354.0,0.0,2.0,157.0,69.0,294.0,0.0,0.0,0.0,0.0,0.0,1.0,367.0,297.0,0.0,0.0,0.0
268.0,148.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1011.0,0.0,85.0,0.0,49.0,0.0,109.0,61.0,23.0,173.0,4.0,3.0,0.0,353.0,0.0,8.0,170.0,69.0,318.0,0.0,0.0,0.0,0.0,1.0,3.0,369.0,295.0,0.0,0.0,0.0
272.0,148.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.0,0.0,80.0,49.0,64.0,0.0,105.0,60.0,23.0,357.0,13.0,13.0,0.0,346.0,0.0,15.0,283.0,69.0,339.0,0.0,0.0,0.0,0.0,5.0,6.0,370.0,293.0,0.0,0.0,0.0
287.0,153.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1015.0,0.0,122.0,124.0,138.0,0.0,120.0,66.0,23.0,387.0,5.0,7.0,0.0,337.0,0.0,9.0,332.0,69.0,367.0,0.0,0.0,0.0,0.0,2.0,1.0,368.0,292.0,0.0,0.0,0.0
287.0,153.0,5.0,10.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,1016.0,0.0,139.0,142.0,156.0,0.0,122.0,66.0,23.0,388.0,9.0,6.0,0.0,342.0,0.0,9.0,332.0,69.0,366.0,0.0,0.0,0.0,0.0,6.0,8.0,368.0,299.0,0.0,0.0,0.0
290.0,154.0,9.0,58.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,1018.0,0.0,144.0,148.0,160.0,0.0,143.0,74.0,23.0,387.0,18.0,15.0,0.0,350.0,0.0,15.0,333.0,69.0,349.0,0.0,0.0,0.0,0.0,6.0,12.0,370.0,271.0,0.0,0.0,0.0
290.0,154.0,11.0,58.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,1021.0,0.0,143.0,147.0,159.0,0.0,142.0,73.0,23.0,384.0,21.0,19.0,0.0,352.0,0.0,23.0,332.0,69.0,344.0,0.0,0.0,0.0,0.0,8.0,19.0,371.0,258.0,0.0,0.0,0.0
281.0,152.0,13.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,1017.0,0.0,140.0,145.0,159.0,0.0,131.0,70.0,23.0,380.0,22.0,16.0,0.0,351.0,0.0,27.0,331.0,69.0,338.0,0.0,0.0,0.0,0.0,7.0,22.0,370.0,303.0,0.0,0.0,0.0
271.0,150.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1014.0,0.0,137.0,143.0,158.0,0.0,114.0,63.0,23.0,377.0,22.0,16.0,20.0,349.0,0.0,26.0,327.0,69.0,358.0,0.0,0.0,0.0,0.0,6.0,19.0,366.0,302.0,0.0,0.0,0.0
263.0,147.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1013.0,0.0,135.0,140.0,157.0,0.0,114.0,63.0,23.0,375.0,15.0,12.0,34.0,350.0,0.0,18.0,322.0,69.0,356.0,0.0,0.0,0.0,0.0,2.0,9.0,361.0,300.0,0.0,0.0,0.0
256.0,145.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1011.0,0.0,134.0,139.0,157.0,0.0,118.0,64.0,24.0,372.0,11.0,11.0,34.0,350.0,0.0,16.0,318.0,69.0,361.0,0.0,0.0,0.0,0.0,3.0,8.0,358.0,304.0,0.0,0.0,0.0
251.0,144.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.0,0.0,133.0,139.0,156.0,0.0,108.0,60.0,23.0,370.0,13.0,7.0,34.0,347.0,0.0,8.0,315.0,69.0,342.0,0.0,0.0,0.0,0.0,0.0,2.0,356.0,286.0,0.0,0.0,0.0
248.0,143.0,4.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,1008.0,0.0,130.0,136.0,154.0,4.0,102.0,58.0,23.0,368.0,8.0,1.0,11.0,343.0,0.0,1.0,314.0,69.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,357.0,263.0,0.0,0.0,0.0
251.0,143.0,0.0,36.0,12.0,0.0,0.0,0.0,202.0,0.0,0.0,1010.0,0.0,125.0,129.0,148.0,49.0,134.0,72.0,23.0,369.0,1.0,0.0,4.0,342.0,0.0,3.0,313.0,69.0,356.0,0.0,0.0,0.0,0.0,1.0,1.0,356.0,300.0,0.0,0.0,0.0
245.0,140.0,0.0,42.0,111.0,3.0,0.0,0.0,24.0,0.0,0.0,1009.0,0.0,127.0,130.0,150.0,134.0,134.0,135.0,23.0,372.0,0.0,0.0,7.0,335.0,0.0,6.0,298.0,69.0,347.0,0.0,0.0,0.0,0.0,3.0,5.0,356.0,301.0,0.0,0.0,0.0
261.0,146.0,0.0,86.0,0.0,90.0,0.0,0.0,166.0,0.0,0.0,1007.0,0.0,136.0,140.0,157.0,142.0,135.0,140.0,23.0,374.0,0.0,0.0,13.0,341.0,0.0,8.0,318.0,69.0,334.0,0.0,0.0,0.0,0.0,5.0,5.0,357.0,299.0,0.0,0.0,0.0
270.0,149.0,0.0,114.0,0.0,109.0,53.0,0.0,173.0,0.0,0.0,1010.0,0.0,136.0,142.0,157.0,143.0,117.0,135.0,23.0,377.0,1.0,0.0,40.0,329.0,0.0,0.0,322.0,69.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0,298.0,0.0,0.0,0.0
276.0,150.0,1.0,46.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,1012.0,0.0,130.0,134.0,153.0,144.0,137.0,143.0,23.0,381.0,3.0,0.0,0.0,331.0,0.0,0.0,326.0,69.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0,298.0,0.0,0.0,0.0
281.0,152.0,11.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,1013.0,0.0,119.0,122.0,143.0,141.0,123.0,142.0,23.0,384.0,16.0,11.0,0.0,336.0,0.0,17.0,329.0,71.0,328.0,0.0,0.0,0.0,0.0,3.0,9.0,358.0,299.0,0.0,0.0,0.0
283.0,152.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1013.0,0.0,117.0,119.0,141.0,131.0,125.0,139.0,23.0,386.0,40.0,41.0,0.0,312.0,0.0,62.0,331.0,80.0,316.0,0.0,0.0,0.0,0.0,18.0,28.0,358.0,298.0,0.0,0.0,0.0
286.0,153.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1014.0,0.0,117.0,119.0,142.0,131.0,79.0,126.0,23.0,388.0,16.0,24.0,0.0,329.0,0.0,44.0,332.0,90.0,323.0,0.0,0.0,0.0,0.0,13.0,21.0,362.0,299.0,0.0,0.0,0.0
285.0,153.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1015.0,0.0,129.0,131.0,149.0,131.0,101.0,126.0,23.0,387.0,13.0,13.0,0.0,339.0,0.0,22.0,311.0,91.0,360.0,0.0,0.0,0.0,0.0,6.0,10.0,363.0,299.0,0.0,0.0,0.0
