Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,ESCH-SUR-ALZETTE STEG,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
205.0,129.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,1033.0,0.0,0.0,0.0,370.0,0.0,0.0,0.0,99.0,214.0,214.0,2.0,37.0,0.0,260.0,208.0,351.0,105.0,0.0,493.0,488.0,0.0,988.0,20.0,32.0,0.0,229.0
203.0,128.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,1032.0,0.0,0.0,0.0,370.0,0.0,0.0,0.0,98.0,214.0,216.0,0.0,79.0,0.0,255.0,208.0,352.0,105.0,0.0,493.0,488.0,0.0,988.0,34.0,61.0,0.0,285.0
195.0,125.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,1032.0,0.0,0.0,0.0,370.0,0.0,0.0,0.0,97.0,215.0,216.0,0.0,75.0,0.0,254.0,209.0,342.0,105.0,0.0,493.0,488.0,0.0,987.0,34.0,65.0,0.0,265.0
240.0,141.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,1032.0,0.0,0.0,0.0,370.0,0.0,0.0,0.0,93.0,217.0,216.0,0.0,62.0,0.0,311.0,209.0,130.0,105.0,0.0,494.0,488.0,0.0,986.0,28.0,55.0,0.0,230.0
187.0,123.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,1032.0,0.0,0.0,0.0,239.0,0.0,0.0,0.0,101.0,218.0,216.0,0.0,54.0,0.0,292.0,208.0,140.0,105.0,0.0,494.0,488.0,0.0,986.0,29.0,54.0,0.0,256.0
235.0,138.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,1032.0,0.0,0.0,0.0,256.0,63.0,0.0,11.0,103.0,218.0,215.0,0.0,80.0,0.0,309.0,209.0,349.0,105.0,0.0,494.0,488.0,0.0,986.0,44.0,75.0,0.0,238.0
255.0,145.0,69.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,1032.0,0.0,0.0,0.0,331.0,122.0,21.0,63.0,108.0,216.0,215.0,94.0,108.0,4.0,335.0,210.0,352.0,105.0,0.0,494.0,488.0,0.0,986.0,49.0,80.0,0.0,252.0
288.0,154.0,97.0,65.0,47.0,0.0,0.0,0.0,149.0,0.0,440.0,0.0,1032.0,0.0,0.0,0.0,372.0,137.0,109.0,123.0,91.0,222.0,215.0,361.0,140.0,19.0,253.0,208.0,341.0,105.0,0.0,493.0,488.0,0.0,985.0,91.0,110.0,0.0,291.0
