Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,ESCH-SUR-ALZETTE STEG,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
217.0,134.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,0.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,73.0,0.0,0.0,161.0,0.0,107.0,328.0,470.0,483.0,0.0,1038.0,35.0,54.0,229.0,230.0
159.0,114.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,0.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,68.0,0.0,0.0,159.0,0.0,107.0,312.0,470.0,483.0,0.0,1038.0,31.0,47.0,229.0,231.0
159.0,116.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,0.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,60.0,0.0,0.0,200.0,0.0,107.0,316.0,470.0,483.0,0.0,1038.0,30.0,39.0,229.0,226.0
159.0,115.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,0.0,1027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,43.0,0.0,0.0,208.0,0.0,107.0,313.0,470.0,483.0,0.0,1038.0,26.0,33.0,229.0,216.0
113.0,101.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,0.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,37.0,0.0,0.0,208.0,0.0,105.0,293.0,470.0,483.0,0.0,1039.0,20.0,28.0,229.0,227.0
176.0,119.0,38.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,436.0,0.0,1029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,33.0,0.0,0.0,207.0,0.0,105.0,314.0,470.0,483.0,0.0,1039.0,17.0,21.0,229.0,236.0
244.0,144.0,28.0,0.0,0.0,3.0,0.0,52.0,0.0,0.0,436.0,0.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,25.0,34.0,0.0,207.0,0.0,105.0,371.0,467.0,482.0,0.0,1037.0,14.0,17.0,340.0,247.0
284.0,156.0,22.0,113.0,37.0,140.0,86.0,187.0,0.0,0.0,436.0,0.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,26.0,69.0,0.0,208.0,0.0,105.0,377.0,466.0,482.0,0.0,1034.0,12.0,17.0,353.0,243.0
