Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,EDF Luminus Seraing GT1,EDF Luminus Seraing GT2,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Norther Offshore WP,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,Rentel Offshore WP,SAINT-GHISLAIN STEG,SERAING TV,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,VILVOORDE GT,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
209.0,131.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,426.0,0.0,1009.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,3.0,1.0,1.0,0.0,290.0,203.0,4.0,286.0,0.0,0.0,402.0,463.0,472.0,411.0,1013.0,0.0,0.0,0.0,314.0,276.0
266.0,145.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,426.0,0.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,5.0,7.0,4.0,0.0,292.0,203.0,9.0,286.0,0.0,0.0,403.0,463.0,472.0,446.0,1014.0,0.0,0.0,0.0,315.0,293.0
272.0,149.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,425.0,0.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,13.0,22.0,12.0,0.0,280.0,203.0,21.0,280.0,0.0,0.0,403.0,466.0,473.0,475.0,1016.0,4.0,5.0,0.0,313.0,295.0
237.0,138.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,426.0,0.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,21.0,31.0,17.0,0.0,307.0,203.0,26.0,295.0,0.0,0.0,404.0,466.0,473.0,498.0,1016.0,6.0,7.0,0.0,313.0,295.0
223.0,133.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,427.0,0.0,1005.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,53.0,17.0,17.0,7.0,0.0,260.0,203.0,14.0,270.0,0.0,0.0,403.0,466.0,472.0,527.0,1016.0,2.0,5.0,0.0,317.0,295.0
270.0,148.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0,428.0,0.0,1004.0,0.0,111.0,51.0,0.0,0.0,0.0,0.0,0.0,103.0,142.0,8.0,11.0,3.0,0.0,292.0,202.0,6.0,286.0,0.0,0.0,402.0,467.0,473.0,560.0,1016.0,1.0,3.0,0.0,312.0,295.0
267.0,148.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0,428.0,0.0,1002.0,0.0,142.0,75.0,0.0,0.0,0.0,0.0,0.0,113.0,326.0,5.0,4.0,1.0,0.0,305.0,203.0,2.0,290.0,0.0,0.0,400.0,468.0,473.0,588.0,1014.0,0.0,2.0,0.0,303.0,296.0
271.0,150.0,4.0,88.0,0.0,0.0,0.0,153.0,0.0,442.0,427.0,0.0,1004.0,0.0,144.0,76.0,0.0,0.0,0.0,0.0,0.0,113.0,382.0,4.0,0.0,1.0,0.0,317.0,203.0,2.0,332.0,0.0,0.0,395.0,466.0,472.0,618.0,1011.0,0.0,1.0,0.0,308.0,288.0
