Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
125.0,102.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,433.0,0.0,1034.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,90.0,113.0,0.0,311.0,0.0,0.0,108.0,412.0,0.0,0.0,1012.0,1024.0,40.0,55.0,371.0,285.0
176.0,117.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,433.0,0.0,1034.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,62.0,59.0,0.0,332.0,0.0,0.0,108.0,347.0,0.0,0.0,1011.0,1023.0,21.0,31.0,380.0,277.0
177.0,117.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,433.0,0.0,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,59.0,48.0,0.0,191.0,0.0,0.0,109.0,250.0,0.0,0.0,1011.0,1021.0,16.0,33.0,378.0,189.0
164.0,114.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,433.0,0.0,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,50.0,50.0,0.0,176.0,0.0,0.0,108.0,244.0,0.0,0.0,1010.0,1021.0,22.0,28.0,315.0,198.0
134.0,103.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,432.0,0.0,1033.0,0.0,0.0,0.0,18.0,55.0,13.0,66.0,116.0,46.0,50.0,0.0,162.0,0.0,0.0,103.0,244.0,0.0,0.0,1010.0,1020.0,13.0,20.0,284.0,240.0
277.0,149.0,39.0,85.0,0.0,68.0,0.0,0.0,85.0,430.0,432.0,0.0,1032.0,34.0,0.0,0.0,104.0,99.0,113.0,105.0,369.0,49.0,41.0,12.0,333.0,0.0,0.0,102.0,403.0,0.0,0.0,1009.0,1019.0,13.0,25.0,272.0,284.0
287.0,154.0,75.0,114.0,0.0,115.0,0.0,78.0,147.0,429.0,433.0,0.0,1032.0,112.0,17.0,0.0,136.0,139.0,145.0,100.0,391.0,95.0,79.0,0.0,359.0,0.0,0.0,103.0,406.0,0.0,0.0,1010.0,1020.0,18.0,37.0,269.0,288.0
287.0,155.0,59.0,99.0,89.0,99.0,0.0,163.0,164.0,430.0,434.0,0.0,1032.0,114.0,112.0,0.0,140.0,145.0,150.0,98.0,392.0,77.0,84.0,0.0,357.0,0.0,0.0,106.0,412.0,0.0,0.0,1009.0,1020.0,34.0,59.0,257.0,287.0
