Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,ESCH-SUR-ALZETTE STEG,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
262.0,148.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,206.0,206.0,2.0,77.0,0.0,221.0,209.0,0.0,105.0,305.0,0.0,0.0,0.0,1028.0,32.0,36.0,229.0,173.0
261.0,148.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,155.0,186.0,0.0,100.0,0.0,207.0,209.0,0.0,105.0,301.0,0.0,0.0,0.0,1029.0,42.0,50.0,229.0,166.0
261.0,148.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,144.0,144.0,0.0,118.0,0.0,205.0,209.0,0.0,105.0,305.0,0.0,0.0,0.0,1029.0,55.0,61.0,229.0,185.0
255.0,147.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,148.0,150.0,0.0,115.0,0.0,221.0,209.0,0.0,105.0,320.0,0.0,0.0,0.0,1029.0,57.0,64.0,229.0,197.0
229.0,138.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,97.0,189.0,188.0,106.0,139.0,0.0,240.0,209.0,0.0,105.0,334.0,0.0,0.0,0.0,1030.0,59.0,67.0,229.0,211.0
258.0,147.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,28.0,24.0,97.0,206.0,211.0,319.0,144.0,0.0,254.0,209.0,0.0,105.0,339.0,0.0,0.0,0.0,1031.0,69.0,84.0,229.0,203.0
282.0,156.0,88.0,19.0,0.0,0.0,0.0,7.0,0.0,0.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,141.0,133.0,97.0,204.0,210.0,370.0,148.0,0.0,250.0,209.0,0.0,110.0,330.0,0.0,0.0,0.0,1031.0,68.0,83.0,361.0,198.0
281.0,156.0,84.0,49.0,0.0,0.0,0.0,40.0,0.0,0.0,431.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,151.0,147.0,97.0,205.0,212.0,370.0,146.0,0.0,261.0,209.0,0.0,119.0,337.0,0.0,0.0,0.0,1030.0,71.0,85.0,378.0,193.0
