Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
273.0,152.0,57.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1033.0,0.0,127.0,68.0,122.0,27.0,77.0,98.0,207.0,217.0,0.0,149.0,0.0,245.0,207.0,0.0,118.0,326.0,482.0,489.0,0.0,1040.0,71.0,61.0,374.0,235.0
163.0,118.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1033.0,0.0,124.0,66.0,126.0,0.0,65.0,101.0,207.0,214.0,0.0,19.0,0.0,277.0,205.0,0.0,109.0,351.0,482.0,489.0,0.0,1040.0,8.0,23.0,372.0,222.0
192.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1034.0,0.0,118.0,63.0,127.0,0.0,65.0,96.0,209.0,214.0,0.0,15.0,0.0,237.0,210.0,0.0,111.0,326.0,483.0,489.0,0.0,1040.0,18.0,26.0,375.0,209.0
126.0,107.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,0.0,118.0,63.0,98.0,0.0,57.0,96.0,209.0,213.0,0.0,21.0,0.0,229.0,211.0,0.0,116.0,311.0,483.0,490.0,0.0,1040.0,25.0,10.0,374.0,219.0
131.0,106.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.0,5.0,90.0,53.0,122.0,0.0,64.0,97.0,207.0,214.0,0.0,26.0,0.0,231.0,207.0,13.0,111.0,312.0,483.0,490.0,0.0,1040.0,14.0,3.0,376.0,242.0
244.0,149.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,74.0,88.0,56.0,132.0,70.0,81.0,98.0,211.0,215.0,8.0,17.0,0.0,230.0,207.0,2.0,110.0,322.0,483.0,490.0,0.0,1039.0,10.0,5.0,378.0,276.0
243.0,150.0,22.0,0.0,0.0,39.0,0.0,0.0,27.0,0.0,0.0,0.0,1031.0,115.0,118.0,133.0,149.0,149.0,151.0,101.0,211.0,216.0,87.0,37.0,0.0,286.0,211.0,2.0,115.0,358.0,483.0,489.0,0.0,1040.0,7.0,3.0,378.0,302.0
244.0,150.0,14.0,0.0,0.0,15.0,0.0,0.0,173.0,0.0,0.0,0.0,1031.0,138.0,139.0,148.0,156.0,154.0,158.0,102.0,209.0,220.0,215.0,1.0,0.0,327.0,209.0,0.0,123.0,372.0,482.0,490.0,0.0,1040.0,0.0,1.0,377.0,302.0
245.0,150.0,2.0,0.0,0.0,85.0,0.0,0.0,150.0,0.0,0.0,0.0,1032.0,155.0,152.0,162.0,164.0,161.0,162.0,99.0,208.0,234.0,370.0,0.0,19.0,321.0,209.0,0.0,129.0,360.0,482.0,490.0,0.0,1040.0,0.0,0.0,377.0,303.0
246.0,150.0,0.0,0.0,0.0,70.0,0.0,0.0,11.0,0.0,0.0,0.0,1033.0,155.0,153.0,162.0,163.0,160.0,162.0,98.0,209.0,234.0,370.0,0.0,27.0,303.0,209.0,0.0,129.0,337.0,483.0,490.0,0.0,1039.0,0.0,0.0,378.0,303.0
246.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,123.0,122.0,142.0,163.0,159.0,162.0,100.0,209.0,233.0,370.0,0.0,0.0,304.0,209.0,18.0,129.0,327.0,482.0,490.0,0.0,1039.0,0.0,0.0,374.0,264.0
