Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,EDF Luminus Seraing GT1,EDF Luminus Seraing GT2,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Norther Offshore WP,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,Rentel Offshore WP,SAINT-GHISLAIN STEG,SERAING TV,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,VILVOORDE GT,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
166.0,115.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,1016.0,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,18.0,0.0,13.0,0.0,0.0,0.0,15.0,0.0,0.0,126.0,47.0,483.0,492.0,0.0,1036.0,8.0,17.0,0.0,99.0,273.0
157.0,112.0,16.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,1016.0,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,29.0,0.0,22.0,0.0,0.0,0.0,28.0,0.0,0.0,125.0,0.0,483.0,492.0,0.0,1035.0,13.0,39.0,0.0,0.0,272.0
155.0,112.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0,1016.0,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,44.0,0.0,40.0,0.0,0.0,0.0,58.0,0.0,0.0,128.0,0.0,483.0,492.0,0.0,1036.0,20.0,42.0,0.0,0.0,268.0
152.0,108.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,1015.0,1032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,39.0,0.0,42.0,0.0,0.0,0.0,74.0,0.0,0.0,127.0,0.0,483.0,492.0,0.0,1036.0,20.0,48.0,0.0,0.0,286.0
173.0,116.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,1015.0,1031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,48.0,0.0,62.0,0.0,0.0,0.0,79.0,0.0,0.0,128.0,0.0,483.0,492.0,0.0,1036.0,30.0,54.0,0.0,0.0,268.0
155.0,111.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0,1014.0,1031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,63.0,0.0,81.0,0.0,0.0,0.0,99.0,0.0,0.0,128.0,0.0,483.0,492.0,0.0,1035.0,41.0,57.0,0.0,0.0,278.0
156.0,110.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,1014.0,1030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,77.0,0.0,90.0,0.0,0.0,0.0,105.0,0.0,0.0,125.0,0.0,484.0,492.0,0.0,1035.0,48.0,61.0,0.0,0.0,288.0
201.0,125.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0,1014.0,1029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,87.0,0.0,87.0,0.0,0.0,0.0,97.0,0.0,0.0,117.0,0.0,484.0,492.0,0.0,1035.0,48.0,62.0,0.0,0.0,277.0
