Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
0.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,436.0,0.0,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,162.0,199.0,0.0,228.0,206.0,0.0,119.0,277.0,490.0,496.0,1029.0,1040.0,144.0,175.0,252.0,289.0
0.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,436.0,0.0,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,162.0,200.0,0.0,221.0,206.0,0.0,119.0,282.0,491.0,495.0,1029.0,1041.0,144.0,175.0,230.0,268.0
0.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,436.0,0.0,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,162.0,200.0,0.0,268.0,206.0,0.0,119.0,312.0,491.0,495.0,1030.0,1041.0,143.0,175.0,229.0,297.0
0.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,436.0,0.0,1045.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,162.0,200.0,0.0,286.0,206.0,0.0,119.0,336.0,490.0,495.0,1031.0,1041.0,142.0,174.0,233.0,297.0
0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,436.0,0.0,1046.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,162.0,199.0,0.0,267.0,206.0,0.0,119.0,297.0,490.0,495.0,1029.0,1041.0,140.0,167.0,230.0,298.0
0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,436.0,0.0,1045.0,0.0,44.0,8.0,0.0,0.0,0.0,94.0,54.0,157.0,193.0,0.0,267.0,206.0,39.0,119.0,308.0,490.0,495.0,1029.0,1041.0,127.0,152.0,230.0,299.0
0.0,0.0,93.0,0.0,0.0,9.0,0.0,0.0,0.0,435.0,436.0,0.0,1045.0,40.0,65.0,43.0,0.0,0.0,0.0,106.0,129.0,134.0,166.0,0.0,289.0,206.0,339.0,119.0,375.0,490.0,495.0,1029.0,1040.0,106.0,140.0,356.0,297.0
0.0,0.0,115.0,0.0,95.0,100.0,129.0,147.0,147.0,435.0,436.0,0.0,1044.0,125.0,123.0,115.0,0.0,0.0,0.0,111.0,314.0,144.0,159.0,8.0,309.0,206.0,348.0,119.0,382.0,491.0,495.0,1028.0,1039.0,99.0,134.0,371.0,297.0
