Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
198.0,126.0,157.0,0.0,0.0,0.0,0.0,85.0,0.0,436.0,435.0,0.0,1042.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,159.0,193.0,0.0,0.0,205.0,0.0,0.0,240.0,486.0,495.0,1027.0,1038.0,139.0,164.0,244.0,247.0
216.0,130.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,435.0,0.0,1042.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,159.0,194.0,0.0,0.0,205.0,0.0,0.0,240.0,486.0,494.0,1027.0,1038.0,139.0,161.0,229.0,274.0
234.0,134.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,435.0,0.0,1042.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,160.0,195.0,0.0,0.0,204.0,0.0,0.0,240.0,486.0,494.0,1027.0,1038.0,139.0,157.0,229.0,230.0
163.0,114.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,435.0,0.0,1042.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,158.0,199.0,0.0,0.0,205.0,0.0,0.0,240.0,486.0,495.0,1027.0,1038.0,139.0,157.0,229.0,234.0
137.0,104.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,435.0,0.0,1042.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,162.0,199.0,0.0,0.0,205.0,0.0,0.0,240.0,486.0,495.0,1027.0,1038.0,139.0,155.0,229.0,257.0
153.0,108.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,435.0,0.0,1042.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,4.0,159.0,199.0,0.0,0.0,205.0,0.0,0.0,240.0,486.0,495.0,1027.0,1038.0,139.0,146.0,229.0,261.0
148.0,108.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,434.0,0.0,1043.0,0.0,36.0,5.0,0.0,0.0,0.0,88.0,160.0,161.0,199.0,0.0,0.0,204.0,121.0,0.0,240.0,485.0,495.0,1027.0,1038.0,140.0,146.0,344.0,263.0
217.0,129.0,157.0,0.0,0.0,0.0,0.0,0.0,75.0,435.0,434.0,0.0,1042.0,0.0,125.0,59.0,0.0,0.0,0.0,95.0,370.0,161.0,199.0,0.0,9.0,204.0,343.0,0.0,240.0,485.0,495.0,1027.0,1038.0,141.0,142.0,360.0,259.0
