Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,ESCH-SUR-ALZETTE STEG,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
272.0,153.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,211.0,207.0,0.0,22.0,0.0,289.0,208.0,340.0,107.0,354.0,0.0,0.0,0.0,1032.0,12.0,13.0,229.0,221.0
260.0,149.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,212.0,207.0,0.0,35.0,0.0,238.0,208.0,328.0,107.0,311.0,0.0,0.0,0.0,1032.0,16.0,18.0,229.0,229.0
250.0,144.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,213.0,208.0,0.0,40.0,0.0,213.0,208.0,321.0,107.0,301.0,0.0,0.0,0.0,1027.0,19.0,21.0,229.0,233.0
274.0,153.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,214.0,208.0,0.0,43.0,0.0,238.0,208.0,324.0,107.0,301.0,0.0,0.0,0.0,1023.0,18.0,20.0,229.0,233.0
264.0,151.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1.0,91.0,213.0,206.0,0.0,39.0,0.0,260.0,208.0,328.0,106.0,310.0,0.0,0.0,0.0,1025.0,20.0,22.0,229.0,256.0
226.0,136.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,144.0,73.0,95.0,213.0,209.0,115.0,34.0,0.0,265.0,208.0,329.0,105.0,345.0,0.0,0.0,0.0,1027.0,15.0,15.0,366.0,291.0
278.0,154.0,18.0,82.0,0.0,0.0,0.0,26.0,0.0,0.0,431.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,151.0,150.0,97.0,213.0,210.0,364.0,34.0,0.0,278.0,208.0,332.0,114.0,352.0,0.0,0.0,0.0,1027.0,18.0,18.0,381.0,248.0
282.0,156.0,16.0,109.0,0.0,0.0,0.0,144.0,0.0,0.0,431.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,151.0,155.0,93.0,214.0,208.0,370.0,43.0,0.0,240.0,209.0,333.0,125.0,328.0,0.0,0.0,0.0,1026.0,29.0,32.0,382.0,292.0
