Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,EDF Luminus Seraing GT1,EDF Luminus Seraing GT2,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,Rentel Offshore WP,SAINT-GHISLAIN STEG,SERAING TV,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,VILVOORDE GT,Zandvliet Power,Zelzate 2 Knippegroen
213.0,127.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,159.0,211.0,0.0,238.0,85.0,284.0,0.0,0.0,119.0,311.0,483.0,489.0,0.0,0.0,137.0,161.0,0.0,345.0,229.0
255.0,142.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,161.0,212.0,0.0,343.0,85.0,284.0,0.0,0.0,119.0,368.0,484.0,490.0,0.0,0.0,138.0,161.0,0.0,345.0,236.0
277.0,150.0,151.0,0.0,0.0,108.0,0.0,166.0,0.0,0.0,0.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,160.0,209.0,0.0,322.0,152.0,284.0,29.0,0.0,119.0,350.0,484.0,490.0,0.0,0.0,138.0,163.0,0.0,346.0,241.0
276.0,150.0,129.0,0.0,0.0,83.0,0.0,28.0,0.0,0.0,0.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,160.0,209.0,0.0,317.0,205.0,284.0,313.0,0.0,119.0,349.0,484.0,490.0,0.0,0.0,138.0,162.0,0.0,350.0,275.0
275.0,150.0,157.0,0.0,0.0,69.0,0.0,66.0,0.0,0.0,0.0,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,162.0,209.0,22.0,321.0,205.0,285.0,332.0,0.0,120.0,358.0,483.0,490.0,0.0,0.0,138.0,163.0,0.0,349.0,297.0
275.0,150.0,159.0,0.0,0.0,62.0,0.0,138.0,0.0,0.0,0.0,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,162.0,206.0,33.0,307.0,205.0,285.0,293.0,0.0,119.0,345.0,483.0,490.0,0.0,0.0,136.0,160.0,0.0,352.0,292.0
245.0,141.0,159.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,162.0,209.0,10.0,287.0,173.0,285.0,236.0,0.0,120.0,319.0,483.0,490.0,0.0,0.0,136.0,163.0,0.0,352.0,218.0
171.0,114.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,162.0,209.0,0.0,296.0,107.0,285.0,213.0,0.0,119.0,318.0,483.0,489.0,0.0,0.0,137.0,161.0,0.0,352.0,206.0
195.0,121.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,162.0,209.0,0.0,288.0,104.0,285.0,241.0,0.0,120.0,331.0,483.0,490.0,0.0,0.0,137.0,161.0,0.0,352.0,240.0
275.0,149.0,158.0,0.0,1.0,12.0,4.0,0.0,0.0,0.0,0.0,1019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,162.0,209.0,0.0,310.0,162.0,285.0,332.0,0.0,120.0,337.0,483.0,490.0,0.0,0.0,138.0,161.0,0.0,351.0,245.0
277.0,150.0,158.0,0.0,131.0,122.0,197.0,194.0,0.0,0.0,0.0,1019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,162.0,209.0,0.0,305.0,204.0,284.0,333.0,0.0,120.0,346.0,483.0,490.0,0.0,0.0,135.0,151.0,0.0,350.0,299.0
277.0,150.0,151.0,0.0,138.0,131.0,205.0,205.0,0.0,0.0,0.0,1019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,161.0,203.0,0.0,344.0,204.0,276.0,333.0,0.0,120.0,380.0,482.0,490.0,0.0,0.0,129.0,153.0,0.0,350.0,297.0
277.0,150.0,154.0,0.0,0.0,30.0,0.0,81.0,0.0,0.0,0.0,1019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,161.0,202.0,0.0,322.0,204.0,282.0,333.0,0.0,120.0,357.0,483.0,490.0,0.0,0.0,135.0,155.0,0.0,350.0,298.0
277.0,150.0,159.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,162.0,209.0,0.0,319.0,205.0,283.0,174.0,0.0,120.0,346.0,483.0,490.0,0.0,0.0,135.0,156.0,0.0,351.0,256.0
278.0,150.0,156.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,162.0,209.0,0.0,336.0,194.0,284.0,0.0,0.0,120.0,372.0,483.0,489.0,0.0,0.0,136.0,160.0,0.0,350.0,215.0
213.0,131.0,159.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,162.0,209.0,0.0,268.0,112.0,284.0,0.0,0.0,119.0,310.0,483.0,489.0,0.0,0.0,137.0,163.0,0.0,352.0,236.0
195.0,123.0,159.0,23.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,162.0,209.0,0.0,180.0,83.0,285.0,0.0,0.0,120.0,243.0,483.0,489.0,0.0,0.0,138.0,164.0,0.0,239.0,235.0
227.0,132.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,162.0,209.0,0.0,152.0,83.0,285.0,0.0,0.0,120.0,239.0,479.0,487.0,0.0,0.0,138.0,162.0,0.0,230.0,213.0
184.0,120.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,162.0,209.0,0.0,142.0,83.0,284.0,0.0,0.0,120.0,239.0,476.0,486.0,0.0,0.0,137.0,163.0,0.0,230.0,242.0
179.0,116.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,162.0,208.0,0.0,142.0,83.0,285.0,0.0,0.0,120.0,239.0,475.0,486.0,0.0,0.0,138.0,163.0,0.0,230.0,240.0
150.0,108.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1021.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,0.0,0.0,68.0,0.0,160.0,205.0,0.0,142.0,83.0,282.0,0.0,0.0,120.0,239.0,474.0,485.0,0.0,0.0,137.0,159.0,0.0,230.0,247.0
153.0,108.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1021.0,0.0,0.0,21.0,0.0,0.0,0.0,44.0,0.0,15.0,68.0,0.0,162.0,205.0,0.0,142.0,83.0,284.0,0.0,0.0,120.0,240.0,474.0,485.0,0.0,0.0,137.0,163.0,0.0,230.0,240.0
171.0,114.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1021.0,0.0,0.0,38.0,6.0,1.0,0.0,80.0,0.0,43.0,81.0,0.0,162.0,206.0,0.0,268.0,108.0,283.0,38.0,0.0,120.0,325.0,476.0,485.0,0.0,0.0,133.0,161.0,0.0,232.0,239.0
253.0,142.0,127.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,1020.0,0.0,0.0,60.0,35.0,69.0,0.0,125.0,0.0,66.0,94.0,0.0,161.0,203.0,0.0,361.0,195.0,273.0,316.0,0.0,120.0,397.0,476.0,485.0,0.0,0.0,114.0,141.0,0.0,347.0,254.0
259.0,144.0,138.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1019.0,0.0,0.0,128.0,63.0,142.0,28.0,128.0,0.0,69.0,94.0,0.0,162.0,205.0,0.0,360.0,205.0,282.0,271.0,0.0,121.0,393.0,477.0,485.0,0.0,0.0,134.0,153.0,0.0,352.0,298.0
189.0,114.0,120.0,0.0,38.0,95.0,115.0,0.0,0.0,0.0,0.0,1019.0,0.0,0.0,148.0,71.0,147.0,34.0,128.0,0.0,69.0,94.0,0.0,158.0,189.0,10.0,361.0,205.0,263.0,315.0,43.0,120.0,393.0,477.0,485.0,0.0,0.0,119.0,143.0,0.0,352.0,299.0
271.0,142.0,115.0,0.0,0.0,80.0,20.0,0.0,0.0,0.0,0.0,1020.0,0.0,0.0,148.0,71.0,151.0,147.0,130.0,0.0,70.0,95.0,0.0,147.0,170.0,0.0,363.0,205.0,240.0,284.0,134.0,120.0,393.0,477.0,485.0,0.0,0.0,98.0,122.0,0.0,350.0,301.0
259.0,143.0,146.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1021.0,0.0,0.0,147.0,71.0,150.0,150.0,131.0,0.0,70.0,95.0,0.0,157.0,193.0,0.0,363.0,205.0,264.0,248.0,146.0,120.0,390.0,477.0,485.0,0.0,0.0,105.0,136.0,0.0,345.0,300.0
243.0,140.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022.0,0.0,0.0,146.0,71.0,139.0,139.0,132.0,0.0,71.0,95.0,0.0,159.0,199.0,0.0,361.0,197.0,265.0,222.0,143.0,120.0,390.0,477.0,485.0,0.0,0.0,121.0,147.0,0.0,348.0,277.0
244.0,140.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1021.0,0.0,0.0,97.0,56.0,142.0,143.0,133.0,0.0,71.0,95.0,0.0,162.0,205.0,0.0,362.0,120.0,283.0,204.0,150.0,120.0,390.0,478.0,485.0,0.0,0.0,133.0,160.0,0.0,349.0,235.0
261.0,144.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.0,0.0,0.0,118.0,62.0,132.0,133.0,133.0,0.0,71.0,94.0,0.0,162.0,203.0,0.0,362.0,102.0,285.0,205.0,144.0,120.0,390.0,478.0,485.0,0.0,0.0,137.0,162.0,0.0,346.0,240.0
239.0,138.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.0,0.0,0.0,126.0,65.0,143.0,144.0,133.0,43.0,72.0,96.0,0.0,162.0,206.0,0.0,361.0,140.0,285.0,208.0,151.0,120.0,390.0,477.0,485.0,0.0,0.0,138.0,159.0,0.0,348.0,225.0
215.0,131.0,146.0,0.0,0.0,7.0,4.0,1.0,37.0,0.0,0.0,1018.0,0.0,0.0,143.0,70.0,131.0,133.0,135.0,132.0,140.0,94.0,0.0,160.0,205.0,0.0,351.0,200.0,283.0,192.0,143.0,120.0,392.0,477.0,485.0,0.0,0.0,136.0,161.0,0.0,350.0,299.0
279.0,149.0,138.0,106.0,110.0,108.0,133.0,174.0,133.0,0.0,0.0,1018.0,0.0,0.0,147.0,71.0,136.0,137.0,135.0,142.0,145.0,95.0,0.0,153.0,203.0,0.0,229.0,204.0,283.0,334.0,146.0,119.0,391.0,477.0,485.0,0.0,0.0,134.0,165.0,0.0,352.0,303.0
281.0,151.0,158.0,83.0,82.0,85.0,140.0,126.0,141.0,0.0,0.0,1018.0,0.0,0.0,147.0,71.0,130.0,131.0,136.0,142.0,146.0,95.0,0.0,161.0,205.0,0.0,304.0,204.0,284.0,335.0,143.0,108.0,385.0,477.0,485.0,0.0,0.0,129.0,158.0,0.0,347.0,298.0
283.0,151.0,156.0,2.0,84.0,88.0,136.0,1.0,137.0,0.0,0.0,1020.0,0.0,0.0,147.0,71.0,113.0,114.0,136.0,30.0,88.0,110.0,0.0,161.0,206.0,0.0,350.0,188.0,280.0,326.0,132.0,100.0,386.0,477.0,485.0,0.0,0.0,130.0,156.0,0.0,342.0,226.0
121.0,101.0,154.0,0.0,2.0,143.0,2.0,0.0,170.0,0.0,0.0,1019.0,0.0,0.0,141.0,70.0,78.0,78.0,137.0,0.0,73.0,110.0,0.0,160.0,204.0,0.0,315.0,113.0,270.0,26.0,110.0,99.0,378.0,477.0,485.0,0.0,0.0,120.0,153.0,0.0,343.0,216.0
130.0,102.0,115.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,1021.0,0.0,0.0,87.0,52.0,85.0,86.0,138.0,0.0,73.0,111.0,0.0,133.0,154.0,0.0,208.0,92.0,170.0,0.0,114.0,99.0,378.0,477.0,485.0,0.0,0.0,66.0,113.0,0.0,343.0,244.0
165.0,113.0,92.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,1024.0,0.0,0.0,113.0,60.0,107.0,108.0,138.0,0.0,73.0,110.0,0.0,103.0,108.0,0.0,279.0,88.0,110.0,0.0,127.0,99.0,378.0,478.0,485.0,0.0,0.0,39.0,63.0,0.0,347.0,215.0
235.0,136.0,73.0,0.0,41.0,102.0,0.0,0.0,22.0,0.0,0.0,1024.0,0.0,0.0,149.0,71.0,147.0,147.0,138.0,0.0,73.0,110.0,0.0,92.0,95.0,0.0,363.0,91.0,81.0,0.0,153.0,99.0,379.0,478.0,485.0,0.0,0.0,26.0,58.0,0.0,350.0,282.0
174.0,118.0,61.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,147.0,71.0,84.0,85.0,138.0,0.0,73.0,110.0,0.0,74.0,76.0,0.0,210.0,92.0,72.0,0.0,116.0,99.0,246.0,478.0,485.0,0.0,0.0,23.0,50.0,0.0,320.0,262.0
207.0,126.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,149.0,72.0,81.0,82.0,138.0,0.0,73.0,110.0,0.0,62.0,62.0,0.0,145.0,93.0,59.0,0.0,112.0,99.0,239.0,478.0,485.0,0.0,0.0,18.0,39.0,0.0,348.0,229.0
148.0,109.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,121.0,63.0,80.0,81.0,138.0,0.0,73.0,110.0,0.0,55.0,57.0,0.0,146.0,93.0,57.0,0.0,111.0,99.0,239.0,479.0,487.0,0.0,0.0,20.0,45.0,0.0,349.0,235.0
185.0,118.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.0,0.0,0.0,99.0,56.0,81.0,82.0,138.0,0.0,73.0,98.0,0.0,58.0,71.0,0.0,146.0,93.0,59.0,0.0,112.0,99.0,240.0,479.0,489.0,0.0,0.0,15.0,29.0,0.0,353.0,227.0
193.0,123.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,0.0,0.0,97.0,55.0,82.0,83.0,138.0,0.0,72.0,95.0,0.0,49.0,56.0,0.0,146.0,92.0,54.0,0.0,113.0,99.0,240.0,479.0,489.0,0.0,0.0,16.0,30.0,0.0,350.0,225.0
245.0,139.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.0,0.0,0.0,118.0,62.0,82.0,83.0,138.0,0.0,72.0,96.0,53.0,42.0,57.0,0.0,189.0,88.0,65.0,0.0,113.0,99.0,317.0,479.0,490.0,0.0,0.0,21.0,44.0,0.0,319.0,226.0
246.0,140.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.0,0.0,0.0,146.0,71.0,138.0,139.0,138.0,44.0,73.0,99.0,140.0,36.0,39.0,0.0,363.0,122.0,41.0,96.0,147.0,99.0,392.0,479.0,490.0,0.0,0.0,14.0,27.0,0.0,348.0,231.0
269.0,147.0,16.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0,1024.0,0.0,0.0,154.0,74.0,147.0,147.0,137.0,147.0,146.0,121.0,317.0,22.0,30.0,12.0,362.0,197.0,32.0,344.0,155.0,99.0,395.0,479.0,491.0,0.0,0.0,11.0,22.0,90.0,347.0,168.0
290.0,154.0,7.0,0.0,0.0,91.0,196.0,0.0,131.0,0.0,0.0,1024.0,0.0,0.0,154.0,74.0,150.0,151.0,137.0,151.0,153.0,123.0,388.0,11.0,13.0,10.0,361.0,205.0,13.0,341.0,157.0,99.0,398.0,479.0,495.0,0.0,0.0,3.0,10.0,260.0,347.0,202.0
291.0,154.0,8.0,116.0,0.0,132.0,161.0,171.0,161.0,0.0,0.0,1021.0,0.0,0.0,154.0,73.0,151.0,152.0,137.0,151.0,153.0,122.0,388.0,13.0,16.0,7.0,359.0,204.0,13.0,349.0,158.0,99.0,399.0,479.0,496.0,0.0,0.0,2.0,9.0,259.0,349.0,292.0
291.0,155.0,6.0,2.0,0.0,88.0,41.0,2.0,106.0,0.0,0.0,1022.0,0.0,0.0,154.0,73.0,145.0,146.0,137.0,151.0,153.0,121.0,389.0,9.0,10.0,0.0,340.0,205.0,7.0,314.0,155.0,99.0,400.0,479.0,496.0,0.0,0.0,0.0,4.0,238.0,349.0,302.0
260.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1025.0,0.0,0.0,154.0,74.0,132.0,133.0,137.0,150.0,153.0,110.0,389.0,1.0,1.0,0.0,329.0,205.0,2.0,202.0,146.0,99.0,410.0,479.0,495.0,0.0,0.0,0.0,0.0,9.0,344.0,301.0
248.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.0,0.0,0.0,154.0,74.0,118.0,119.0,137.0,150.0,153.0,100.0,389.0,0.0,0.0,0.0,353.0,205.0,0.0,164.0,138.0,99.0,413.0,479.0,496.0,0.0,0.0,0.0,0.0,0.0,345.0,305.0
259.0,146.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,1023.0,0.0,0.0,153.0,74.0,117.0,118.0,137.0,150.0,153.0,94.0,390.0,0.0,0.0,0.0,355.0,205.0,0.0,186.0,137.0,99.0,414.0,479.0,496.0,0.0,0.0,0.0,0.0,0.0,344.0,304.0
264.0,147.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1020.0,0.0,0.0,154.0,74.0,126.0,127.0,137.0,150.0,153.0,97.0,390.0,0.0,0.0,0.0,353.0,205.0,0.0,191.0,143.0,99.0,414.0,482.0,496.0,0.0,0.0,0.0,0.0,0.0,341.0,306.0
261.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.0,0.0,0.0,140.0,70.0,136.0,137.0,137.0,149.0,152.0,95.0,390.0,0.0,0.0,0.0,363.0,205.0,0.0,225.0,148.0,99.0,401.0,484.0,496.0,0.0,0.0,0.0,0.0,0.0,341.0,222.0
266.0,147.0,0.0,0.0,0.0,7.0,12.0,0.0,47.0,0.0,0.0,1025.0,0.0,0.0,151.0,74.0,144.0,144.0,137.0,149.0,152.0,96.0,391.0,0.0,0.0,5.0,363.0,205.0,0.0,232.0,153.0,99.0,415.0,484.0,496.0,0.0,0.0,0.0,0.0,0.0,338.0,193.0
268.0,148.0,0.0,0.0,21.0,139.0,202.0,0.0,201.0,0.0,0.0,1026.0,0.0,0.0,155.0,75.0,151.0,152.0,137.0,152.0,153.0,94.0,391.0,0.0,0.0,4.0,363.0,204.0,0.0,282.0,159.0,101.0,417.0,483.0,496.0,0.0,0.0,0.0,0.0,0.0,338.0,182.0
248.0,143.0,1.0,0.0,90.0,90.0,144.0,0.0,143.0,0.0,0.0,1026.0,0.0,0.0,156.0,75.0,148.0,149.0,137.0,152.0,153.0,95.0,391.0,4.0,2.0,0.0,359.0,204.0,2.0,263.0,156.0,108.0,416.0,482.0,496.0,0.0,0.0,0.0,0.0,0.0,339.0,224.0
266.0,147.0,6.0,0.0,60.0,99.0,45.0,0.0,53.0,0.0,0.0,1026.0,0.0,0.0,157.0,75.0,152.0,152.0,136.0,152.0,153.0,94.0,391.0,11.0,6.0,0.0,358.0,204.0,8.0,271.0,159.0,110.0,399.0,482.0,496.0,0.0,0.0,1.0,2.0,0.0,339.0,193.0
256.0,145.0,13.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,1026.0,0.0,0.0,157.0,75.0,143.0,145.0,136.0,151.0,153.0,94.0,391.0,21.0,14.0,0.0,363.0,204.0,15.0,230.0,153.0,118.0,399.0,483.0,496.0,0.0,0.0,4.0,6.0,0.0,340.0,128.0
187.0,124.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.0,0.0,0.0,156.0,75.0,134.0,135.0,137.0,23.0,85.0,94.0,391.0,29.0,19.0,0.0,363.0,204.0,17.0,181.0,147.0,119.0,398.0,483.0,496.0,0.0,0.0,5.0,9.0,0.0,343.0,124.0
253.0,141.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.0,0.0,0.0,152.0,73.0,148.0,150.0,137.0,0.0,72.0,94.0,390.0,31.0,20.0,0.0,363.0,204.0,16.0,321.0,156.0,119.0,398.0,483.0,496.0,0.0,0.0,5.0,7.0,0.0,340.0,124.0
216.0,134.0,19.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,1026.0,0.0,0.0,135.0,68.0,147.0,148.0,137.0,0.0,72.0,94.0,390.0,29.0,16.0,0.0,363.0,204.0,18.0,102.0,156.0,119.0,397.0,483.0,496.0,0.0,0.0,7.0,10.0,0.0,337.0,125.0
184.0,121.0,15.0,0.0,66.0,36.0,0.0,0.0,0.0,0.0,0.0,1026.0,0.0,0.0,149.0,72.0,85.0,85.0,136.0,0.0,72.0,65.0,391.0,27.0,16.0,0.0,338.0,203.0,20.0,0.0,117.0,119.0,276.0,482.0,496.0,0.0,0.0,10.0,15.0,0.0,336.0,126.0
