Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
203.0,128.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,429.0,990.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,50.0,0.0,274.0,0.0,0.0,93.0,399.0,0.0,0.0,1002.0,0.0,28.0,31.0,0.0,255.0
212.0,132.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,429.0,989.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,73.0,0.0,217.0,0.0,0.0,93.0,287.0,0.0,0.0,1002.0,0.0,39.0,38.0,0.0,239.0
200.0,128.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,429.0,990.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,58.0,0.0,214.0,0.0,0.0,93.0,241.0,0.0,0.0,1002.0,0.0,37.0,41.0,0.0,220.0
219.0,134.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,430.0,991.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,62.0,0.0,223.0,0.0,0.0,93.0,240.0,0.0,0.0,994.0,0.0,35.0,34.0,0.0,223.0
205.0,129.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,430.0,991.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,69.0,0.0,209.0,0.0,0.0,93.0,240.0,0.0,0.0,994.0,0.0,39.0,39.0,0.0,200.0
191.0,123.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,430.0,990.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,78.0,0.0,197.0,0.0,0.0,93.0,240.0,0.0,0.0,998.0,0.0,43.0,42.0,0.0,224.0
195.0,126.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,429.0,991.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,91.0,0.0,204.0,0.0,0.0,90.0,240.0,0.0,0.0,997.0,0.0,46.0,43.0,0.0,250.0
199.0,126.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,429.0,992.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,87.0,0.0,272.0,0.0,0.0,90.0,296.0,0.0,0.0,1000.0,0.0,43.0,42.0,0.0,290.0
219.0,134.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,428.0,992.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,79.0,0.0,297.0,0.0,0.0,90.0,390.0,0.0,0.0,1002.0,0.0,27.0,40.0,0.0,281.0
232.0,140.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,429.0,993.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,52.0,0.0,312.0,0.0,0.0,90.0,399.0,0.0,0.0,1001.0,0.0,18.0,20.0,0.0,286.0
226.0,137.0,19.0,0.0,23.0,0.0,0.0,0.0,0.0,425.0,429.0,992.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,22.0,20.0,310.0,0.0,0.0,90.0,399.0,0.0,0.0,1002.0,0.0,11.0,14.0,0.0,291.0
227.0,138.0,11.0,0.0,20.0,0.0,0.0,0.0,0.0,425.0,429.0,992.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,11.0,0.0,318.0,0.0,0.0,90.0,399.0,0.0,0.0,1002.0,0.0,7.0,9.0,0.0,295.0
