Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,ESCH-SUR-ALZETTE STEG,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
197.0,128.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,0.0,1029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,1.0,0.0,0.0,208.0,0.0,105.0,283.0,462.0,485.0,0.0,1040.0,0.0,0.0,229.0,278.0
189.0,124.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,0.0,1029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,4.0,0.0,0.0,209.0,0.0,105.0,285.0,466.0,485.0,0.0,1040.0,0.0,1.0,229.0,276.0
232.0,139.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,0.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,10.0,0.0,0.0,208.0,0.0,105.0,353.0,467.0,485.0,0.0,1041.0,3.0,5.0,229.0,274.0
194.0,126.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,0.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,14.0,0.0,0.0,205.0,0.0,105.0,325.0,467.0,485.0,0.0,1041.0,6.0,12.0,229.0,292.0
158.0,116.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,0.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,8.0,0.0,0.0,207.0,0.0,105.0,280.0,467.0,485.0,0.0,1043.0,1.0,3.0,229.0,287.0
192.0,125.0,7.0,17.0,0.0,45.0,0.0,0.0,0.0,0.0,435.0,0.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,8.0,2.0,0.0,208.0,0.0,105.0,354.0,468.0,485.0,0.0,1042.0,1.0,1.0,229.0,266.0
245.0,144.0,8.0,9.0,0.0,129.0,0.0,173.0,0.0,0.0,436.0,0.0,1027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,8.0,93.0,0.0,206.0,0.0,105.0,376.0,468.0,485.0,0.0,1041.0,1.0,3.0,341.0,270.0
205.0,131.0,1.0,15.0,0.0,110.0,0.0,147.0,0.0,0.0,435.0,0.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,2.0,80.0,0.0,206.0,0.0,105.0,346.0,467.0,485.0,0.0,1040.0,1.0,1.0,352.0,263.0
