Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,ESCH-SUR-ALZETTE STEG,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
209.0,131.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,0.0,1032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,0.0,0.0,147.0,0.0,270.0,210.0,115.0,0.0,0.0,485.0,496.0,0.0,0.0,90.0,89.0,229.0,245.0
207.0,130.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,0.0,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,0.0,154.0,0.0,272.0,209.0,0.0,0.0,0.0,485.0,496.0,0.0,0.0,94.0,99.0,229.0,240.0
130.0,106.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,0.0,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,0.0,144.0,0.0,251.0,210.0,0.0,0.0,0.0,485.0,496.0,0.0,0.0,85.0,79.0,229.0,233.0
137.0,107.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,0.0,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,0.0,0.0,136.0,0.0,265.0,209.0,0.0,0.0,0.0,485.0,496.0,0.0,0.0,84.0,75.0,231.0,243.0
212.0,130.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,0.0,1034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,126.0,0.0,283.0,208.0,0.0,0.0,0.0,485.0,496.0,0.0,0.0,86.0,79.0,232.0,227.0
176.0,120.0,89.0,98.0,0.0,98.0,0.0,0.0,0.0,0.0,436.0,0.0,1034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,0.0,68.0,133.0,0.0,240.0,208.0,6.0,0.0,0.0,485.0,496.0,0.0,0.0,76.0,75.0,360.0,291.0
203.0,128.0,90.0,46.0,0.0,13.0,0.0,0.0,23.0,0.0,436.0,0.0,1034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,179.0,154.0,0.0,267.0,216.0,207.0,0.0,0.0,485.0,495.0,0.0,0.0,81.0,71.0,380.0,297.0
244.0,142.0,80.0,33.0,0.0,0.0,0.0,0.0,174.0,0.0,435.0,0.0,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,358.0,142.0,0.0,296.0,208.0,347.0,0.0,0.0,485.0,495.0,0.0,0.0,85.0,69.0,382.0,291.0
