Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
278.0,154.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,436.0,1030.0,1042.0,55.0,143.0,118.0,85.0,80.0,104.0,104.0,0.0,0.0,397.0,7.0,51.0,0.0,355.0,200.0,316.0,137.0,0.0,0.0,0.0,1022.0,1042.0,26.0,27.0,347.0,302.0
130.0,106.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,436.0,1030.0,1043.0,0.0,140.0,73.0,6.0,0.0,1.0,101.0,0.0,0.0,397.0,6.0,34.0,0.0,358.0,200.0,286.0,137.0,0.0,0.0,0.0,1022.0,1042.0,18.0,18.0,345.0,281.0
134.0,107.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,436.0,1032.0,1043.0,0.0,149.0,76.0,0.0,0.0,0.0,104.0,0.0,0.0,397.0,6.0,27.0,0.0,359.0,200.0,296.0,137.0,0.0,0.0,0.0,1022.0,1042.0,15.0,17.0,347.0,278.0
151.0,111.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,436.0,1032.0,1043.0,0.0,154.0,77.0,0.0,0.0,0.0,104.0,0.0,0.0,397.0,6.0,31.0,0.0,360.0,200.0,326.0,137.0,0.0,0.0,0.0,1022.0,1042.0,20.0,22.0,350.0,261.0
171.0,118.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,436.0,1032.0,1043.0,0.0,154.0,77.0,0.0,0.0,0.0,102.0,0.0,0.0,396.0,7.0,45.0,0.0,360.0,201.0,343.0,137.0,0.0,0.0,0.0,1022.0,1042.0,23.0,24.0,347.0,276.0
190.0,123.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,436.0,1033.0,1043.0,0.0,154.0,77.0,27.0,0.0,0.0,104.0,0.0,0.0,396.0,8.0,51.0,0.0,359.0,201.0,343.0,137.0,0.0,0.0,0.0,1022.0,1042.0,21.0,21.0,262.0,292.0
246.0,143.0,54.0,0.0,0.0,0.0,0.0,72.0,0.0,434.0,435.0,1031.0,1043.0,42.0,154.0,77.0,113.0,43.0,48.0,105.0,0.0,0.0,396.0,13.0,79.0,0.0,359.0,200.0,344.0,137.0,0.0,0.0,0.0,1023.0,1042.0,38.0,40.0,0.0,300.0
274.0,152.0,58.0,0.0,1.0,50.0,0.0,182.0,0.0,433.0,435.0,1032.0,1042.0,145.0,153.0,141.0,145.0,151.0,148.0,105.0,0.0,0.0,396.0,13.0,69.0,40.0,358.0,200.0,342.0,137.0,0.0,0.0,0.0,1024.0,1041.0,31.0,38.0,0.0,302.0
