Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,Rentel Offshore WP,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
203.0,123.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,27.0,29.0,0.0,287.0,204.0,29.0,88.0,89.0,325.0,450.0,463.0,978.0,0.0,16.0,15.0,346.0,285.0
200.0,125.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,1002.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,37.0,43.0,0.0,294.0,206.0,37.0,0.0,89.0,340.0,450.0,463.0,976.0,0.0,21.0,20.0,344.0,284.0
127.0,100.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,38.0,46.0,0.0,288.0,206.0,43.0,0.0,89.0,313.0,448.0,463.0,976.0,0.0,24.0,21.0,346.0,281.0
126.0,99.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.0,997.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,80.0,84.0,0.0,291.0,206.0,63.0,0.0,89.0,313.0,447.0,463.0,974.0,0.0,31.0,28.0,341.0,284.0
127.0,100.0,72.0,0.0,0.0,0.0,0.0,38.0,164.0,0.0,0.0,853.0,998.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,104.0,135.0,0.0,272.0,205.0,115.0,0.0,89.0,312.0,447.0,460.0,973.0,0.0,63.0,54.0,340.0,284.0
170.0,113.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,109.0,152.0,0.0,293.0,203.0,117.0,0.0,89.0,334.0,449.0,460.0,972.0,0.0,66.0,61.0,342.0,283.0
191.0,119.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,89.0,124.0,0.0,292.0,201.0,101.0,0.0,89.0,316.0,450.0,460.0,973.0,0.0,55.0,54.0,345.0,282.0
178.0,114.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,71.0,94.0,0.0,241.0,201.0,79.0,0.0,89.0,305.0,450.0,460.0,972.0,0.0,43.0,42.0,349.0,270.0
198.0,121.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,942.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,77.0,98.0,0.0,247.0,205.0,81.0,0.0,89.0,323.0,449.0,460.0,973.0,0.0,40.0,39.0,349.0,277.0
208.0,124.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,963.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,64.0,85.0,0.0,250.0,205.0,69.0,0.0,89.0,334.0,458.0,466.0,976.0,0.0,36.0,35.0,352.0,283.0
198.0,123.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,71.0,105.0,0.0,305.0,205.0,80.0,0.0,89.0,333.0,460.0,468.0,978.0,0.0,42.0,40.0,354.0,279.0
148.0,108.0,48.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,990.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,74.0,99.0,0.0,271.0,205.0,80.0,0.0,89.0,333.0,461.0,469.0,980.0,0.0,45.0,41.0,362.0,280.0
119.0,99.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.0,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,47.0,74.0,0.0,226.0,194.0,65.0,0.0,89.0,316.0,459.0,468.0,983.0,0.0,38.0,35.0,144.0,267.0
113.0,97.0,24.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,999.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,38.0,55.0,0.0,10.0,129.0,51.0,0.0,89.0,320.0,456.0,466.0,986.0,0.0,30.0,31.0,0.0,285.0
200.0,123.0,24.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,998.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,39.0,55.0,0.0,0.0,119.0,52.0,0.0,89.0,308.0,456.0,467.0,988.0,0.0,28.0,29.0,0.0,280.0
216.0,130.0,19.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,999.0,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,29.0,36.0,0.0,0.0,136.0,43.0,0.0,89.0,296.0,456.0,467.0,989.0,0.0,24.0,23.0,0.0,267.0
216.0,130.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,20.0,25.0,0.0,0.0,200.0,37.0,0.0,89.0,312.0,457.0,467.0,989.0,0.0,21.0,21.0,0.0,272.0
216.0,130.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,17.0,20.0,0.0,0.0,205.0,30.0,0.0,89.0,288.0,459.0,467.0,989.0,0.0,15.0,14.0,0.0,282.0
215.0,130.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,12.0,17.0,0.0,0.0,204.0,25.0,0.0,89.0,314.0,459.0,467.0,988.0,0.0,12.0,11.0,0.0,284.0
222.0,132.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,11.0,13.0,0.0,0.0,204.0,17.0,0.0,89.0,342.0,459.0,467.0,988.0,0.0,7.0,8.0,0.0,284.0
223.0,132.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,11.0,13.0,0.0,0.0,204.0,15.0,0.0,89.0,339.0,458.0,467.0,988.0,0.0,8.0,9.0,0.0,283.0
219.0,131.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,11.0,15.0,0.0,0.0,204.0,18.0,0.0,89.0,336.0,458.0,467.0,988.0,0.0,9.0,11.0,0.0,283.0
208.0,127.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,10.0,14.0,0.0,0.0,204.0,16.0,0.0,89.0,318.0,458.0,467.0,987.0,0.0,8.0,11.0,0.0,286.0
113.0,98.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,9.0,11.0,0.0,0.0,204.0,14.0,0.0,89.0,304.0,456.0,467.0,986.0,0.0,5.0,6.0,0.0,274.0
115.0,98.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,6.0,7.0,0.0,0.0,204.0,9.0,0.0,89.0,310.0,456.0,467.0,984.0,0.0,4.0,4.0,0.0,274.0
103.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,2.0,3.0,0.0,0.0,191.0,6.0,0.0,89.0,277.0,455.0,467.0,983.0,0.0,3.0,3.0,0.0,286.0
116.0,97.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,995.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,2.0,3.0,0.0,0.0,111.0,8.0,0.0,89.0,296.0,454.0,467.0,984.0,0.0,4.0,3.0,0.0,283.0
114.0,97.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,9.0,12.0,0.0,0.0,136.0,19.0,0.0,89.0,299.0,454.0,467.0,983.0,0.0,10.0,11.0,0.0,289.0
129.0,101.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,993.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,22.0,28.0,0.0,0.0,109.0,40.0,0.0,89.0,326.0,451.0,467.0,983.0,0.0,20.0,14.0,0.0,284.0
142.0,104.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1002.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,24.0,30.0,0.0,0.0,202.0,42.0,18.0,89.0,298.0,451.0,467.0,983.0,0.0,21.0,16.0,115.0,284.0
214.0,128.0,19.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,990.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,61.0,26.0,32.0,0.0,0.0,203.0,37.0,90.0,89.0,349.0,449.0,467.0,982.0,0.0,21.0,18.0,281.0,279.0
207.0,125.0,20.0,0.0,0.0,0.0,0.0,47.0,188.0,0.0,0.0,991.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,234.0,29.0,32.0,0.0,0.0,204.0,32.0,291.0,89.0,343.0,450.0,467.0,982.0,0.0,18.0,21.0,336.0,294.0
189.0,119.0,14.0,0.0,0.0,0.0,0.0,49.0,176.0,0.0,0.0,993.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,355.0,27.0,28.0,0.0,0.0,205.0,31.0,303.0,89.0,322.0,450.0,467.0,982.0,0.0,18.0,20.0,334.0,292.0
205.0,124.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,995.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,362.0,25.0,26.0,0.0,29.0,204.0,26.0,308.0,89.0,324.0,450.0,467.0,983.0,0.0,15.0,16.0,334.0,293.0
177.0,116.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,336.0,17.0,18.0,0.0,222.0,204.0,23.0,313.0,89.0,319.0,452.0,467.0,985.0,0.0,13.0,11.0,336.0,293.0
189.0,121.0,11.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,998.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,359.0,16.0,18.0,0.0,307.0,204.0,23.0,320.0,89.0,327.0,453.0,467.0,988.0,0.0,13.0,12.0,337.0,294.0
229.0,132.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,102.0,18.0,21.0,0.0,269.0,205.0,25.0,96.0,89.0,325.0,455.0,467.0,989.0,0.0,13.0,15.0,338.0,290.0
248.0,140.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,21.0,31.0,0.0,255.0,205.0,33.0,0.0,89.0,315.0,456.0,467.0,990.0,0.0,16.0,19.0,341.0,277.0
256.0,142.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,25.0,34.0,0.0,251.0,205.0,39.0,0.0,89.0,314.0,458.0,467.0,993.0,0.0,24.0,26.0,344.0,267.0
232.0,136.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,24.0,36.0,0.0,250.0,205.0,34.0,0.0,89.0,311.0,460.0,467.0,994.0,0.0,18.0,19.0,346.0,281.0
253.0,141.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,16.0,23.0,0.0,274.0,205.0,25.0,0.0,89.0,309.0,462.0,469.0,995.0,0.0,14.0,14.0,347.0,288.0
247.0,140.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,11.0,13.0,0.0,267.0,205.0,13.0,0.0,89.0,334.0,462.0,470.0,997.0,0.0,5.0,9.0,347.0,288.0
250.0,140.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1002.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,119.0,12.0,16.0,0.0,236.0,204.0,22.0,42.0,89.0,307.0,461.0,470.0,997.0,0.0,7.0,11.0,348.0,290.0
278.0,150.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1002.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,364.0,4.0,6.0,0.0,253.0,205.0,12.0,198.0,89.0,322.0,461.0,471.0,997.0,0.0,5.0,6.0,344.0,292.0
270.0,149.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,376.0,2.0,3.0,0.0,268.0,205.0,8.0,253.0,89.0,327.0,461.0,469.0,995.0,0.0,1.0,1.0,344.0,279.0
262.0,146.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,371.0,2.0,2.0,0.0,266.0,204.0,6.0,254.0,89.0,332.0,457.0,467.0,988.0,0.0,0.0,0.0,343.0,259.0
255.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,365.0,0.0,0.0,22.0,285.0,204.0,1.0,242.0,89.0,337.0,451.0,467.0,980.0,0.0,0.0,0.0,331.0,285.0
245.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,357.0,0.0,0.0,33.0,278.0,204.0,0.0,297.0,89.0,323.0,450.0,464.0,974.0,0.0,0.0,0.0,321.0,260.0
236.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,993.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,353.0,0.0,0.0,34.0,295.0,204.0,0.0,304.0,89.0,329.0,450.0,462.0,972.0,0.0,0.0,0.0,324.0,293.0
230.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.0,1002.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,352.0,0.0,0.0,33.0,288.0,203.0,0.0,301.0,89.0,325.0,452.0,462.0,971.0,0.0,0.0,0.0,322.0,296.0
229.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.0,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,94.0,352.0,0.0,0.0,1.0,279.0,196.0,0.0,297.0,89.0,325.0,452.0,460.0,968.0,0.0,0.0,0.0,319.0,296.0
226.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986.0,997.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,352.0,0.0,0.0,0.0,282.0,168.0,0.0,298.0,89.0,327.0,452.0,458.0,968.0,0.0,0.0,0.0,310.0,294.0
225.0,134.0,0.0,0.0,0.0,0.0,103.0,75.0,0.0,0.0,0.0,983.0,707.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,351.0,0.0,0.0,0.0,281.0,126.0,0.0,275.0,89.0,325.0,453.0,457.0,971.0,0.0,0.0,0.0,314.0,293.0
226.0,134.0,0.0,0.0,0.0,0.0,100.0,42.0,0.0,0.0,0.0,983.0,137.0,0.0,0.0,0.0,13.0,0.0,0.0,89.0,351.0,0.0,0.0,0.0,252.0,111.0,1.0,263.0,89.0,310.0,452.0,457.0,969.0,0.0,0.0,0.0,312.0,294.0
228.0,134.0,0.0,0.0,0.0,0.0,178.0,177.0,179.0,0.0,0.0,984.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,104.0,352.0,0.0,0.0,0.0,306.0,129.0,0.0,292.0,89.0,349.0,451.0,457.0,964.0,0.0,0.0,0.0,320.0,291.0
228.0,135.0,0.0,0.0,0.0,0.0,192.0,189.0,190.0,0.0,0.0,981.0,0.0,71.0,1.0,0.0,134.0,1.0,0.0,97.0,354.0,1.0,0.0,0.0,318.0,188.0,0.0,292.0,89.0,352.0,450.0,458.0,964.0,0.0,0.0,0.0,317.0,291.0
231.0,136.0,0.0,0.0,0.0,0.0,141.0,139.0,141.0,0.0,0.0,983.0,0.0,0.0,0.0,0.0,134.0,29.0,0.0,96.0,357.0,3.0,1.0,0.0,317.0,204.0,2.0,295.0,89.0,349.0,451.0,457.0,965.0,0.0,0.0,0.0,330.0,289.0
246.0,139.0,2.0,0.0,0.0,0.0,151.0,8.0,3.0,0.0,0.0,984.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,90.0,361.0,6.0,4.0,0.0,276.0,205.0,5.0,301.0,89.0,304.0,451.0,457.0,966.0,0.0,1.0,0.0,332.0,291.0
254.0,142.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,990.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,93.0,362.0,10.0,9.0,0.0,264.0,204.0,7.0,306.0,89.0,304.0,461.0,466.0,970.0,0.0,4.0,2.0,333.0,289.0
259.0,143.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,92.0,366.0,10.0,14.0,0.0,270.0,203.0,10.0,309.0,89.0,312.0,463.0,470.0,974.0,0.0,8.0,7.0,333.0,290.0
261.0,145.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,368.0,8.0,12.0,0.0,284.0,205.0,14.0,312.0,89.0,333.0,459.0,469.0,975.0,0.0,12.0,13.0,336.0,293.0
265.0,146.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,370.0,3.0,4.0,0.0,281.0,204.0,9.0,218.0,89.0,335.0,453.0,465.0,978.0,0.0,5.0,6.0,328.0,292.0
268.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,372.0,0.0,2.0,0.0,279.0,205.0,10.0,300.0,89.0,337.0,455.0,465.0,980.0,0.0,6.0,8.0,329.0,294.0
271.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,373.0,0.0,0.0,0.0,278.0,205.0,3.0,325.0,89.0,338.0,457.0,465.0,983.0,0.0,1.0,2.0,344.0,294.0
272.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,374.0,0.0,0.0,0.0,291.0,205.0,0.0,310.0,89.0,325.0,460.0,465.0,984.0,0.0,0.0,0.0,347.0,268.0
272.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,374.0,0.0,0.0,0.0,303.0,205.0,0.0,292.0,89.0,373.0,462.0,465.0,985.0,0.0,0.0,0.0,353.0,266.0
274.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,373.0,0.0,0.0,0.0,288.0,205.0,0.0,308.0,89.0,326.0,462.0,466.0,986.0,0.0,0.0,0.0,356.0,293.0
271.0,148.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,373.0,1.0,0.0,0.0,272.0,204.0,0.0,312.0,89.0,328.0,462.0,466.0,987.0,0.0,0.0,0.0,354.0,294.0
264.0,146.0,0.0,0.0,0.0,0.0,134.0,88.0,0.0,0.0,0.0,994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,368.0,3.0,1.0,0.0,283.0,204.0,1.0,323.0,89.0,332.0,460.0,466.0,983.0,0.0,0.0,0.0,355.0,296.0
255.0,143.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,362.0,4.0,2.0,0.0,294.0,205.0,4.0,293.0,89.0,360.0,455.0,466.0,977.0,0.0,0.0,1.0,350.0,295.0
240.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,355.0,1.0,0.0,0.0,265.0,204.0,2.0,253.0,89.0,335.0,449.0,465.0,972.0,0.0,0.0,0.0,337.0,288.0
