Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
289.0,156.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,434.0,1027.0,1038.0,99.0,101.0,122.0,42.0,85.0,83.0,103.0,0.0,0.0,392.0,1.0,20.0,0.0,260.0,204.0,349.0,105.0,0.0,0.0,0.0,1023.0,1041.0,10.0,8.0,358.0,289.0
289.0,156.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,434.0,1026.0,1039.0,101.0,103.0,122.0,0.0,53.0,34.0,102.0,0.0,0.0,393.0,2.0,27.0,0.0,234.0,204.0,322.0,105.0,0.0,0.0,0.0,1019.0,1042.0,14.0,19.0,357.0,268.0
289.0,156.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,434.0,1026.0,1039.0,112.0,114.0,133.0,0.0,106.0,58.0,103.0,0.0,0.0,393.0,1.0,16.0,0.0,248.0,204.0,285.0,105.0,0.0,0.0,0.0,1019.0,1042.0,11.0,11.0,357.0,297.0
289.0,156.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,434.0,1026.0,1039.0,99.0,101.0,122.0,0.0,77.0,48.0,102.0,0.0,0.0,393.0,1.0,25.0,0.0,250.0,204.0,203.0,105.0,0.0,0.0,0.0,1019.0,1042.0,9.0,14.0,358.0,300.0
290.0,156.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,434.0,1026.0,1039.0,114.0,116.0,132.0,0.0,81.0,46.0,103.0,0.0,0.0,393.0,1.0,29.0,0.0,281.0,204.0,196.0,105.0,0.0,0.0,0.0,1019.0,1042.0,11.0,17.0,354.0,301.0
290.0,156.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,434.0,1027.0,1039.0,112.0,114.0,133.0,57.0,140.0,82.0,102.0,0.0,0.0,393.0,2.0,34.0,0.0,266.0,203.0,335.0,105.0,0.0,0.0,0.0,1019.0,1043.0,15.0,19.0,355.0,278.0
290.0,156.0,30.0,0.0,0.0,10.0,73.0,0.0,0.0,435.0,434.0,1027.0,1039.0,119.0,121.0,136.0,141.0,151.0,151.0,105.0,0.0,0.0,393.0,3.0,44.0,1.0,318.0,203.0,345.0,105.0,0.0,0.0,0.0,1018.0,1043.0,20.0,27.0,358.0,287.0
291.0,156.0,25.0,0.0,14.0,113.0,161.0,0.0,148.0,435.0,434.0,1027.0,1039.0,150.0,153.0,160.0,143.0,160.0,158.0,98.0,0.0,0.0,393.0,2.0,37.0,34.0,315.0,203.0,352.0,105.0,0.0,0.0,0.0,1019.0,1043.0,17.0,21.0,359.0,303.0
