Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,Marcinelle Energie (Carsid),Nobelwind Offshore Windpark,Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,Rentel Offshore WP,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Wind Offshore,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Wind Offshore,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
274.0,148.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,34.0,52.0,0.0,265.0,202.0,63.0,0.0,82.0,300.0,465.0,471.0,998.0,0.0,29.0,40.0,342.0,257.0
278.0,150.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,38.0,38.0,0.0,306.0,203.0,35.0,0.0,79.0,351.0,466.0,471.0,999.0,0.0,16.0,30.0,344.0,262.0
278.0,150.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,46.0,47.0,0.0,300.0,204.0,36.0,0.0,75.0,346.0,470.0,471.0,999.0,0.0,15.0,31.0,342.0,271.0
158.0,112.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,36.0,38.0,0.0,312.0,204.0,30.0,0.0,74.0,350.0,471.0,472.0,1000.0,0.0,11.0,24.0,341.0,271.0
218.0,128.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,35.0,36.0,0.0,300.0,204.0,29.0,3.0,72.0,349.0,471.0,471.0,1001.0,0.0,10.0,19.0,341.0,275.0
248.0,140.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,21.0,21.0,0.0,288.0,205.0,16.0,131.0,71.0,336.0,466.0,471.0,1000.0,0.0,6.0,16.0,343.0,276.0
276.0,150.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,16.0,17.0,0.0,287.0,205.0,14.0,263.0,75.0,324.0,465.0,472.0,999.0,0.0,3.0,21.0,354.0,285.0
276.0,150.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,22.0,19.0,0.0,279.0,205.0,13.0,326.0,82.0,322.0,465.0,472.0,998.0,0.0,4.0,16.0,355.0,288.0
275.0,150.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,27.0,35.0,0.0,267.0,205.0,31.0,294.0,89.0,316.0,463.0,472.0,997.0,0.0,14.0,24.0,356.0,272.0
273.0,149.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,26.0,28.0,0.0,276.0,205.0,25.0,291.0,97.0,340.0,463.0,472.0,991.0,0.0,11.0,19.0,358.0,287.0
272.0,149.0,25.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,99.0,0.0,31.0,36.0,28.0,279.0,204.0,31.0,274.0,105.0,340.0,460.0,472.0,991.0,0.0,13.0,21.0,354.0,290.0
