Amercoeur 1 R GT,Amercoeur 1 R ST,Belwind Phase 1,COO 1 T,COO 2 T,COO 3 T,COO 4 T,COO 5 T,COO 6 T,DOEL 1,DOEL 2,DOEL 3,DOEL 4,DROGENBOS GT1,DROGENBOS GT2,DROGENBOS ST,HERDERSBRUG GT1,HERDERSBRUG GT2,HERDERSBRUG ST,INESCO WKK,LANGERLO 1,LANGERLO 2,Marcinelle Energie (Carsid),Northwind,PLATE-TAILLE T,RINGVAART STEG,RODENHUIZE 4,SAINT-GHISLAIN STEG,Scheldelaan Exxonmobil,T-power Beringen,TIHANGE 1N,TIHANGE 1S,TIHANGE 2,TIHANGE 3,Thorntonbank - C-Power - Area NE,Thorntonbank - C-Power - Area SW,Zandvliet Power,Zelzate 2 Knippegroen
Fossil Gas,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Pumped Storage,Nuclear,Nuclear,Nuclear,Nuclear,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Gas,Wind Offshore,Hydro Pumped Storage,Fossil Gas,Biomass,Fossil Gas,Fossil Gas,Fossil Gas,Nuclear,Nuclear,Nuclear,Nuclear,Wind Offshore,Wind Offshore,Fossil Gas,Fossil Gas
Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
281.0,154.0,132.0,2.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.0,0.0,132.0,72.0,0.0,0.0,0.0,101.0,142.0,127.0,0.0,169.0,0.0,265.0,208.0,0.0,106.0,341.0,462.0,482.0,0.0,1023.0,82.0,120.0,369.0,230.0
283.0,155.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.0,0.0,127.0,70.0,0.0,0.0,0.0,103.0,85.0,80.0,0.0,136.0,0.0,298.0,207.0,0.0,106.0,364.0,465.0,482.0,0.0,1024.0,62.0,77.0,370.0,136.0
275.0,153.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.0,0.0,1.0,2.0,0.0,0.0,0.0,101.0,72.0,71.0,0.0,66.0,0.0,288.0,208.0,0.0,106.0,353.0,465.0,482.0,0.0,1026.0,34.0,33.0,375.0,139.0
278.0,154.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1027.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,74.0,73.0,0.0,17.0,0.0,297.0,207.0,0.0,106.0,360.0,469.0,482.0,0.0,1029.0,7.0,7.0,374.0,149.0
280.0,154.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1027.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,83.0,83.0,0.0,1.0,0.0,309.0,207.0,0.0,106.0,371.0,469.0,482.0,0.0,1029.0,0.0,0.0,371.0,129.0
278.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,92.0,94.0,0.0,0.0,0.0,292.0,207.0,0.0,106.0,362.0,469.0,482.0,0.0,1030.0,0.0,0.0,372.0,138.0
278.0,154.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,83.0,107.0,0.0,3.0,0.0,296.0,207.0,0.0,106.0,359.0,469.0,482.0,0.0,1030.0,1.0,2.0,371.0,151.0
271.0,152.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,73.0,122.0,0.0,20.0,0.0,255.0,208.0,0.0,106.0,324.0,469.0,482.0,0.0,1031.0,15.0,16.0,373.0,119.0
274.0,153.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,21.0,94.0,0.0,43.0,0.0,266.0,207.0,0.0,106.0,331.0,470.0,482.0,0.0,1031.0,29.0,30.0,374.0,148.0
238.0,142.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1027.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,10.0,89.0,0.0,100.0,0.0,209.0,207.0,0.0,106.0,291.0,471.0,482.0,0.0,1031.0,63.0,67.0,373.0,152.0
163.0,115.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1027.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,35.0,90.0,0.0,120.0,0.0,211.0,208.0,0.0,106.0,298.0,471.0,482.0,0.0,1029.0,64.0,70.0,370.0,143.0
